episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,24,-0.03155914873989072,0.0,0.0,-0.7574195697573773,0.0,0.0,1761040420.9354289
2,11,-0.031146444137164105,0.0,-0.09090909090909091,-0.34261088550880514,0.0,-1.0,1761040422.6422725
3,18,-0.020750105196751197,0.05555555555555555,0.0,-0.3735018935415215,1.0,0.0,1761040426.8733566
4,8,-0.037482058905147296,0.125,0.0,-0.29985647124117837,1.0,0.0,1761040429.4415598
5,20,-0.008302117875796666,0.05,0.0,-0.16604235751593333,1.0,0.0,1761040434.3216598
6,11,-0.03155893274769159,0.0,0.0,-0.34714826022460743,0.0,0.0,1761040435.963872
7,6,-0.005058158531563425,0.0,0.0,-0.030348951189380552,0.0,0.0,1761040438.5525596
8,24,-0.02703803796321196,0.0,0.0,-0.648912911117087,0.0,0.0,1761040444.4281554
9,22,-0.024718913186423677,0.0,-0.09090909090909091,-0.5438160901013209,0.0,-2.0,1761040448.1354227
10,22,-0.024920792766436186,0.0,0.0,-0.5482574408615961,0.0,0.0,1761040451.7188714
