episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion
1,11,-0.1570715181112753,0.0017762335132543614,0.0,-1.727786699224028,0.019538568645797977,0.0
2,5,-0.1002244849669002,0.014667378626312311,0.0,-0.501122424834501,0.07333689313156155,0.0
3,26,-0.20868468116234723,-0.00917840158714469,-0.4230769230769231,-5.425801710221028,-0.23863844126576195,-11.0
4,15,-0.2186560120505667,-0.00960136326505394,0.0,-3.2798401807585007,-0.1440204489758091,0.0
5,13,-0.18282643071668966,-0.0022942130313639434,0.0,-2.3767435993169657,-0.029824769407731266,0.0
6,28,-0.14223855456870774,0.0024498946627956983,0.0,-3.9826795279238163,0.06859705055827955,0.0
7,68,-0.19572391901563202,-0.006712012138619148,0.0,-13.309226493062978,-0.45641682542610207,0.0
