iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-4.118,96.4,0.9,0.85
10,-4.628,99.07,1.0,0.9889
15,-5.152,99.97,0.9,0.9722
20,-2.912,99.07,0.7,0.9167
25,-7.172,98.0,1.3,0.9389
30,-4.435,98.87,0.87,0.8222
35,-3.774,96.73,0.67,0.8722
40,-3.476,105.9,0.33,0.9
45,-3.577,106.4,0.37,0.9056
50,-3.544,106.3,0.43,0.8389
