iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
50,-25.899,143.47,1.17,0.0056
100,-15.58,138.93,1.67,0.3111
150,-16.536,136.6,1.2,0.1778
200,-34.919,136.9,1.47,0.0056
250,-32.941,176.8,0.73,0.0111
300,-28.625,126.9,0.9,0.0111
