iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-55.034,89.3,17.85,0.9833
10,-67.652,98.65,20.45,0.9667
15,-52.982,97.75,13.65,0.9667
20,-9.555,96.15,4.0,0.9833
25,-26.145,102.7,8.3,0.95
30,-3.361,97.15,0.4,0.95
35,-5.274,97.35,1.4,0.925
40,-78.298,107.5,25.1,0.9333
45,-9.22,98.8,3.5,0.9667
