iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-167.448,132.83,0.33,0.1944
10,-135.292,117.9,0.43,0.6833
15,-157.469,142.4,0.87,0.5944
20,-162.504,128.47,0.3,0.6722
25,-128.161,129.5,0.5,0.6111
30,-123.295,167.03,0.57,0.7444
35,-250.579,159.03,1.13,0.7667
40,-404.613,168.53,1.9,0.65
