iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-29.257,77.77,0.4,0.5083
10,-15.221,73.3,0.53,0.75
15,-25.734,59.23,0.87,0.5667
20,-53.094,54.03,0.93,0.5611
25,-27.211,57.13,0.93,0.5444
30,-48.69,46.17,1.23,0.3778
35,-25.144,44.63,1.27,0.4111
40,-32.49,42.13,1.33,0.3556
45,-36.096,35.13,1.4,0.35
