iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-162.287,208.63,1.33,0.2778
10,-137.728,134.63,0.77,0.5167
15,-72.825,132.6,0.43,0.4389
20,-164.271,122.27,0.57,0.6722
25,-104.578,117.27,0.37,0.8056
30,-118.278,107.97,0.73,0.8222
35,-244.892,136.97,0.77,0.6944
40,-92.041,129.33,0.5,0.8111
45,-225.819,133.6,0.93,0.8056
50,-293.763,153.57,0.87,0.8222
