episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,56,-0.021862102692155126,0.007556694818358018,0.0,0.0,-1.224277750760687,0.423174909828049,0.0,0.0,0,False,False,True,1761307534.4379606
2,136,-0.0391671178620368,-0.004931672935524373,0.0,-0.07707988187817298,-5.326728029237004,-0.6707075192313148,0.0,-10.482863935431526,0,False,False,True,1761307535.6813273
3,1,-0.0029050059900290713,0.03431887441674464,-3.0,0.0,-0.0029050059900290713,0.03431887441674464,-3.0,0.0,1,True,False,False,1761307536.0615313
4,1,-0.0014094806467678344,0.03459312270292858,0.0,0.0,-0.0014094806467678344,0.03459312270292858,0.0,0.0,0,True,False,False,1761307536.0977733
5,223,-0.028027896846737912,0.002535661968182283,0.0,-0.2666512886331007,-6.250220996822555,0.565452618904649,0.0,-59.463237365181456,0,False,False,True,1761307537.931955
6,121,-0.010018545904091927,0.031756147578823765,0.0,0.0,-1.2122440543951232,3.8424938570376757,0.0,0.0,0,False,True,False,1761307607.5420659
7,60,-0.03161860633601176,0.00098457049509398,0.0,0.0,-1.8971163801607058,0.0590742297056388,0.0,0.0,0,False,False,True,1761307608.5833876
8,1,-0.002906489789284116,0.0343181933047958,-3.0,0.0,-0.002906489789284116,0.0343181933047958,-3.0,0.0,1,True,False,False,1761307608.7501082
9,2,-0.001601227889183363,0.03260581128428475,0.0,0.0,-0.003202455778366726,0.0652116225685695,0.0,0.0,0,True,False,False,1761307608.7903602
10,44,-0.018115508538114635,0.009560969424698591,0.0,0.0,-0.797082375677044,0.420682654686738,0.0,0.0,0,False,False,True,1761307609.187475
11,16,-0.011181887593577982,0.14269358507496596,0.0,0.0,-0.1789102014972477,2.2830973611994554,0.0,0.0,0,True,True,False,1761307672.2263908
12,24,-0.009512825571608331,0.016611646858017404,0.0,-0.02964564697969771,-0.22830781371859993,0.39867952459241773,0.0,-0.711495527512745,0,True,False,False,1761307672.4922698
13,1,-0.0028894417503181574,0.03432021865053114,0.0,0.0,-0.0028894417503181574,0.03432021865053114,0.0,0.0,0,True,False,False,1761307672.5345066
14,1,-0.0029451640180785986,0.03431380421949792,0.0,0.0,-0.0029451640180785986,0.03431380421949792,0.0,0.0,0,True,False,False,1761307672.5670295
15,93,-0.03216196069180141,0.00040373020341360376,0.0,-0.03768927056340054,-2.9910623443375313,0.03754690891746515,0.0,-3.50510216239625,0,False,False,True,1761307673.346944
16,1,-0.0029061845754577687,0.03431831576168354,0.0,0.0,-0.0029061845754577687,0.03431831576168354,0.0,0.0,0,True,False,False,1761307673.6101983
17,4,-0.008425373220782573,0.026282860740013625,-0.75,-0.5800717670455247,-0.03370149288313029,0.1051314429600545,-3.0,-2.3202870681820986,1,True,False,False,1761307673.6778865
18,6,-0.007269258411670556,0.024048099369801606,-0.5,-0.544994188452523,-0.043615550470023336,0.14428859621880963,-3.0,-3.2699651307151383,1,True,False,False,1761307673.75548
19,108,-0.008776985216125513,0.034302413765874805,0.0,0.0,-0.9479144033415554,3.7046606867144787,0.0,0.0,0,False,True,False,1761307674.8874276
20,75,-0.009522187152365486,0.01605574459980056,0.0,-0.021648684378199393,-0.7141640364274114,1.204180844985042,0.0,-1.6236513283649545,0,True,False,False,1761307676.2001894
21,14,-0.0041944041362642044,0.021348456675945537,0.0,0.0,-0.05872165790769886,0.2988783934632375,0.0,0.0,0,True,False,False,1761307676.3558993
22,15,-0.015506681336538746,0.014658111698939876,0.0,0.0,-0.2326002200480812,0.21987167548409814,0.0,0.0,0,False,False,True,1761307676.513466
23,1,-0.002923056297232543,0.03431620482309783,0.0,0.0,-0.002923056297232543,0.03431620482309783,0.0,0.0,0,True,False,False,1761307748.0272653
24,7,-0.0074758298607304945,0.02281678904733886,-0.42857142857142855,-0.6970930537591821,-0.05233080902511346,0.159717523331372,-3.0,-4.879651376314275,1,True,False,False,1761307748.1640708
25,88,-0.020898068858210637,0.00822670259855675,0.0,-0.17421346306790433,-1.8390300595225362,0.7239498286729941,0.0,-15.330784749975582,0,False,False,True,1761307748.9686086
26,22,-0.020017657156393903,0.010188351929023454,0.0,0.0,-0.44038845744066585,0.22414374243851598,0.0,0.0,0,False,False,True,1761307749.3721967
27,33,-0.003969114241850255,0.019415515136478517,-0.09090909090909091,-0.14461695959491894,-0.13098076998105843,0.6407119995037911,-3.0,-4.772359666632325,1,True,False,False,1761307749.9602773
28,2,-0.001602362464224597,0.03260391870627982,0.0,0.0,-0.003204724928449194,0.06520783741255964,0.0,0.0,0,True,False,False,1761307750.007553
29,4,-0.0035874194694399775,0.02835206111419336,0.0,0.0,-0.01434967787775991,0.11340824445677344,0.0,0.0,0,True,False,False,1761307750.0664098
30,1,-0.0030221872844755984,0.034304239142136095,-3.0,0.0,-0.0030221872844755984,0.034304239142136095,-3.0,0.0,1,True,False,False,1761307750.0986717
31,9,-0.0041257171488393255,0.02297310260043926,-0.3333333333333333,-0.40067534567770774,-0.03713145433955393,0.20675792340395333,-3.0,-3.60607811109937,1,True,False,False,1761307750.208676
32,37,-0.0102073872844791,0.017008854735271937,0.0,0.0,-0.3776733295257267,0.6293276252050617,0.0,0.0,0,True,False,False,1761307750.5701063
33,8,-0.004874956431370786,0.023314765410703764,0.0,0.0,-0.03899965145096629,0.1865181232856301,0.0,0.0,0,False,False,True,1761307750.6711547
34,8,-0.01038845961457073,0.020722126020157883,0.0,0.0,-0.08310767691656584,0.16577700816126306,0.0,0.0,0,False,False,True,1761307752.1504114
35,17,-0.009781124050054947,0.017242665996394776,0.0,0.0,-0.16627910885093408,0.2931253219387112,0.0,0.0,0,True,False,False,1761307827.6039042
36,8,-0.006195227951032392,0.02257687262020175,-0.375,-0.32381494915921727,-0.049561823608259135,0.180614980961614,-3.0,-2.590519593273738,1,True,False,False,1761307827.6990452
37,25,-0.007036314790433595,0.019039240088225783,0.0,0.0,-0.17590786976083989,0.47598100220564454,0.0,0.0,0,True,False,False,1761307827.9464734
38,93,-0.01613320200620699,0.0318668560364616,0.0,0.0,-1.5003877865772501,2.9636176113909287,0.0,0.0,0,False,True,False,1761307828.810313
39,33,-0.013346830267626675,0.013912166317418543,0.0,0.0,-0.44044539883168027,0.4591014884748119,0.0,0.0,0,True,False,False,1761307829.1360307
40,35,-0.021397155140926914,0.008313470529148367,0.0,0.0,-0.748900429932442,0.29097146852019284,0.0,0.0,0,True,False,False,1761307829.4691887
41,1,-0.002897711047267548,0.0343196188864241,0.0,-1.1780701509857001,-0.002897711047267548,0.0343196188864241,0.0,-1.1780701509857001,0,True,False,False,1761307829.5038133
42,3,-0.0022968688447329317,0.030627549116308956,0.0,0.0,-0.006890606534198795,0.09188264734892687,0.0,0.0,0,True,False,False,1761307829.5528696
43,8,-0.005348715639232324,0.023089582996503072,0.0,0.0,-0.04278972511385859,0.18471666397202458,0.0,0.0,0,True,False,False,1761307829.690093
44,1,-0.002951040279572981,0.034312811590583525,-3.0,0.0,-0.002951040279572981,0.034312811590583525,-3.0,0.0,1,True,False,False,1761307829.7454638
45,5,-0.0029648579707467703,0.026686307119623276,0.0,0.0,-0.014824289853733852,0.13343153559811638,0.0,0.0,0,True,False,False,1761307829.8428705
46,39,-0.0054751526428149615,0.018682525727475998,-0.07692307692307693,-0.10860165276562579,-0.2135309530697835,0.728618503371564,-3.0,-4.235464457859406,1,True,False,False,1761307830.2365222
47,42,-0.005370478500962447,0.06605011973816202,0.0,0.0,-0.22556009704042276,2.774105029002805,0.0,0.0,0,False,True,False,1761307830.7061481
48,42,-0.011506360182933063,0.015295988785808087,0.0,0.0,-0.48326712768318864,0.6424315290039396,0.0,0.0,0,True,False,False,1761307831.9867678
49,16,-0.007977447998650024,0.01931317860712125,0.0,0.0,-0.1276391679784004,0.30901085771394,0.0,0.0,0,True,False,False,1761307832.1982167
50,30,-0.02000574186809984,0.009741651869234551,-0.1,-0.08908527252387989,-0.6001722560429952,0.2922495560770365,-3.0,-2.6725581757163965,1,True,False,False,1761307832.4724095
51,19,-0.008151383483282135,0.019301092909402715,0.0,0.0,-0.15487628618236055,0.3667207652786516,0.0,0.0,0,False,False,True,1761307832.6694007
52,46,-0.006712963816888293,0.017340493551556785,0.0,0.0,-0.3087963355768615,0.7976627033716122,0.0,0.0,0,True,False,False,1761307914.3826182
53,3,-0.0022702902981426767,0.030633225709688777,-1.0,-0.9905342378031396,-0.00681087089442803,0.09189967712906633,-3.0,-2.971602713409419,1,True,False,False,1761307914.4364219
54,5,-0.0106142059611535,0.4208009129851801,0.0,0.0,-0.0530710298057675,2.1040045649259005,0.0,0.0,0,False,True,False,1761307914.5044649
55,6,-0.0030494555143487675,0.025481088386558316,0.0,0.0,-0.018296733086092604,0.1528865303193499,0.0,0.0,0,True,False,False,1761307915.354325
56,21,-0.00414354937937574,0.018381950150565412,-0.14285714285714285,-0.24393359536999396,-0.08701453696689054,0.3860209531618737,-3.0,-5.122605502769873,1,True,False,False,1761307915.643709
57,44,-0.007612545495394266,0.017466674120649027,0.0,0.0,-0.3349520017973477,0.7685336613085572,0.0,0.0,0,False,False,True,1761307916.0701096
58,29,-0.005776023443027115,0.01752459575603389,-0.10344827586206896,-1.5413765901505836,-0.16750467984778633,0.5082132769249827,-3.0,-44.69992111436692,1,True,False,False,1761307917.1575801
