episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,terminated_collision,truncated,finished_at
1,19,-0.004243804874441155,0.0025477927354989357,0.0,0.0,0.0,-0.010000000000000002,0.22642660858575536,-0.08063229261438196,0.04840806197447978,0.0,0.0,0.0,-0.19000000000000003,4.302105563129352,0,False,True,False,1764710290.740925
2,42,-0.0042201096310415165,0.0018999576151998722,0.0,0.0,0.0,-0.010000000000000005,0.060528699846732745,-0.17724460450374369,0.07979821983839464,0.0,0.0,0.0,-0.4200000000000002,2.5422053935627753,0,False,True,False,1764710313.7400634
3,8,-0.0018043569546074515,0.006883944397561348,-1.875,0.0,0.0,-0.01,0.27736316651001736,-0.014434855636859612,0.05507155518049078,-15.0,0.0,0.0,-0.08,2.218905332080139,1,False,True,False,1764710322.8801901
4,83,-0.005136013969995498,-0.000700439101443383,-0.18072289156626506,0.0,0.0,-0.010000000000000005,0.3697443099730958,-0.4262891595096263,-0.058136445419800786,-15.0,0.0,0.0,-0.8300000000000005,30.688777727766954,1,False,True,False,1764710380.0178044
5,9,-0.001232069910642739,0.00853328416936932,-1.6666666666666667,0.0,0.0,-0.01,0.3157145214142501,-0.011088629195784652,0.07679955752432388,-15.0,0.0,0.0,-0.09,2.841430692728251,1,False,True,False,1764710419.2237253
6,74,-0.005696496932458141,-0.0014589779153415887,0.0,0.0,-0.02702702702702703,-0.010000000000000005,0.06819675961604388,-0.4215407730019024,-0.10796436573527757,0.0,0.0,-2.0,-0.7400000000000004,5.046560211587247,0,False,False,True,1764710476.75146
7,6,-0.0007383381622821482,0.010000260066191048,0.0,0.0,-0.3333333333333333,-0.01,0.0,-0.004430028973692889,0.060001560397146284,0.0,0.0,-2.0,-0.060000000000000005,0.0,0,False,False,True,1764710511.6754105
8,86,-0.0022816057479883626,0.008131407499339612,-0.1744186046511628,0.0,0.0,-0.010000000000000007,0.14780231112628886,-0.1962180943269992,0.6993010449432066,-15.0,0.0,0.0,-0.8600000000000005,12.710998756860842,1,False,True,False,1764710553.741063
9,21,-0.00129314640357787,0.10533066463257512,0.0,0.0,0.0,-0.010000000000000002,0.0,-0.02715607447513527,2.2119439572840776,0.0,0.0,0.0,-0.21000000000000005,0.0,0,True,False,False,1764710582.5433984
10,2,-0.0028757372143911253,0.004347438428240091,-7.5,0.0,0.0,-0.01,0.8110637211666377,-0.0057514744287822505,0.008694876856480183,-15.0,0.0,0.0,-0.02,1.6221274423332754,1,False,True,False,1764710628.4664638
11,40,-0.002081072556214414,0.00884043357053626,-0.375,0.0,0.0,-0.010000000000000005,0.0734475688729719,-0.08324290224857657,0.3536173428214504,-15.0,0.0,0.0,-0.4000000000000002,2.9379027549188756,1,False,True,False,1764710655.203114
12,17,-0.0011619547392410032,0.011548884026827489,-0.8823529411764706,0.0,0.0,-0.01,0.10052315073598311,-0.019753230567097053,0.1963310284560673,-15.0,0.0,0.0,-0.17,1.708893562511713,1,False,True,False,1764710685.2879775
13,137,-0.0013880906441197033,0.024757284125931565,-2.18978102189781,0.0,0.0,-0.010000000000000007,0.45367621044832673,-0.19016841824439937,3.3917479252526244,-300.0,0.0,0.0,-1.370000000000001,62.15364083142076,20,True,False,False,1764710725.4414506
14,61,-0.0008644412901833769,0.045431368382209236,0.0,0.0,0.0,-0.010000000000000005,0.0,-0.052730918701185986,2.7713134713147634,0.0,0.0,0.0,-0.6100000000000003,0.0,0,True,False,False,1764710740.3998628
15,34,-0.0029990726180835433,0.0029390047399299635,-0.4411764705882353,0.0,0.0,-0.010000000000000004,0.18266005974809535,-0.10196846901484047,0.09992616115761876,-15.0,0.0,0.0,-0.34000000000000014,6.2104420314352415,1,False,True,False,1764710748.4502928
16,7,-0.0012267476587988087,0.01029970147661403,-2.142857142857143,0.0,0.0,-0.01,0.35154356593612907,-0.00858723361159166,0.0720979103362982,-15.0,0.0,0.0,-0.07,2.4608049615529035,1,False,True,False,1764710786.8724453
17,67,-0.003780115156300157,0.0015144896030927734,0.0,0.0,0.0,-0.010000000000000005,0.07345180219341817,-0.2532677154721105,0.10147080340721581,0.0,0.0,0.0,-0.6700000000000004,4.921270746959017,0,False,True,False,1764710813.0431607
18,29,-0.005824601548574784,-0.003182998354020721,-0.5172413793103449,0.0,0.0,-0.010000000000000004,0.08427474606335858,-0.16891344490866875,-0.0923069522666009,-15.0,0.0,0.0,-0.2900000000000001,2.443967635837399,1,False,True,False,1764710830.7391253
19,174,-0.0025268982511353483,0.003422500639451094,-7.155172413793103,0.0,-0.011494252873563218,-0.010000000000000007,0.69672853361221,-0.43968029569755057,0.5955151112644903,-1245.0,0.0,-2.0,-1.7400000000000013,121.23076484852453,83,False,False,True,1764710881.607141
20,21,-0.004142407935245854,0.001606590344148567,-0.7142857142857143,0.0,0.0,-0.010000000000000002,0.30566909290582356,-0.08699056664016293,0.03373839722711991,-15.0,0.0,0.0,-0.21000000000000005,6.419050951022294,1,False,True,False,1764710929.6879375
21,9,-0.0026934042992069513,0.004700324216423302,-1.6666666666666667,0.0,0.0,-0.01,0.6382551072336247,-0.02424063869286256,0.042302917947809715,-15.0,0.0,0.0,-0.09,5.744295965102622,1,False,True,False,1764710947.8852875
22,56,-0.002274054853432611,0.0037316149008536892,0.0,0.0,0.0,-0.010000000000000005,0.07076978077080127,-0.1273470717922262,0.2089704344478066,0.0,0.0,0.0,-0.5600000000000003,3.963107723164871,0,False,True,False,1764710979.7585046
23,3,-0.001473514969346161,0.008756972668434374,-5.0,0.0,0.0,-0.01,0.7437761277754854,-0.004420544908038483,0.026270918005303123,-15.0,0.0,0.0,-0.03,2.2313283833264563,1,False,True,False,1764711012.7348435
24,26,-0.004144753448580643,0.0015970453623964825,0.0,0.0,0.0,-0.010000000000000002,0.09934855221882619,-0.10776358966309672,0.04152317942230854,0.0,0.0,0.0,-0.26000000000000006,2.5830623576894807,0,False,True,False,1764711034.0225613
25,38,-0.004982511682367637,0.0010105391943969404,-1.5789473684210527,0.0,0.0,-0.010000000000000004,0.16759112779185154,-0.1893354439299702,0.038400489387083736,-60.0,0.0,0.0,-0.38000000000000017,6.368462856090359,4,False,True,False,1764711077.3873653
26,19,-0.0011624180444401169,0.012679974933057878,0.0,0.0,0.0,-0.010000000000000002,0.11329326926601975,-0.02208594284436222,0.24091952372809966,0.0,0.0,0.0,-0.19000000000000003,2.152572116054375,0,False,True,False,1764711114.6810431
27,40,-0.0007766329082192608,0.06315003033207524,0.0,0.0,0.0,-0.010000000000000005,0.0005101028651018139,-0.031065316328770434,2.5260012132830094,0.0,0.0,0.0,-0.4000000000000002,0.020404114604072557,0,True,False,False,1764711154.9483845
28,4,-0.001161908276911378,0.008799607862295666,-3.75,0.0,0.0,-0.01,0.6293177524057281,-0.004647633107645512,0.035198431449182666,-15.0,0.0,0.0,-0.04,2.5172710096229123,1,False,True,False,1764711186.8901033
29,68,-0.0017743391098652334,0.008344071865226501,0.0,0.0,0.0,-0.010000000000000005,0.1521417744256147,-0.12065505947083588,0.5673968868354021,0.0,0.0,0.0,-0.6800000000000004,10.345640660941799,0,False,True,False,1764711214.9936917
30,29,-0.0013285391699355072,0.008752382394430673,-0.5172413793103449,0.0,0.0,-0.010000000000000004,0.15736850444811976,-0.03852763592812971,0.2538190894384895,-15.0,0.0,0.0,-0.2900000000000001,4.563686628995473,1,False,True,False,1764711231.0067115
31,22,-0.0018242616438175297,0.007168477453246336,-0.6818181818181818,0.0,0.0,-0.010000000000000002,0.5050531304004594,-0.04013375616398565,0.1577065039714194,-15.0,0.0,0.0,-0.22000000000000006,11.111168868810106,1,False,True,False,1764711266.1762607
32,15,-0.0017338127872847157,0.00512464520235878,-1.0,0.0,0.0,-0.01,0.2530323715775516,-0.026007191809270736,0.0768696780353817,-15.0,0.0,0.0,-0.15,3.795485573663274,1,False,True,False,1764711318.5800269
33,296,-0.0068773361408941535,-0.0009168754831599011,0.0,0.0,-0.006756756756756757,-0.009999999999999936,0.026926205510861455,-2.0356914977046694,-0.27139514301533074,0.0,0.0,-2.0,-2.959999999999981,7.97015683121499,0,False,False,True,1764711384.9071455
34,38,-0.0008577532195847105,0.06650370423687757,0.0,0.0,0.0,-0.010000000000000004,0.0,-0.032594622344219,2.5271407610013474,0.0,0.0,0.0,-0.38000000000000017,0.0,0,True,False,False,1764711397.1850612
35,143,-0.0032905576292673157,0.018983455746064526,-0.2097902097902098,0.0,0.0,-0.010000000000000007,0.2924308115406727,-0.4705497409852261,2.7146341716872273,-30.0,0.0,0.0,-1.430000000000001,41.81760605031619,2,True,False,False,1764711451.5530593
36,49,-0.007099829803642237,-0.0029145171377685797,-0.30612244897959184,0.0,0.0,-0.010000000000000005,0.09984025367067334,-0.34789166037846964,-0.1428113397506604,-15.0,0.0,0.0,-0.49000000000000027,4.892172429862994,1,False,True,False,1764711481.76614
37,32,-0.0009581672756425392,0.07363013636259062,0.0,0.0,0.0,-0.010000000000000004,0.0,-0.030661352820561254,2.3561643636029,0.0,0.0,0.0,-0.3200000000000001,0.0,0,True,False,False,1764711504.143904
38,33,-0.0008493371578665963,0.07412535387338287,0.0,0.0,0.0,-0.010000000000000004,0.0,-0.02802812620959768,2.446136677821635,0.0,0.0,0.0,-0.3300000000000001,0.0,0,True,False,False,1764711595.1617098
39,13,-0.0013717005681194985,0.01119469443520881,0.0,0.0,-0.15384615384615385,-0.009999999999999998,0.0,-0.01783210738555348,0.14553102765771453,0.0,0.0,-2.0,-0.12999999999999998,0.0,0,False,False,True,1764711609.6671069
40,257,-0.0035771200445682116,0.0030566697365537856,0.0,0.0,-0.007782101167315175,-0.009999999999999959,0.4089163773722305,-0.9193198514540304,0.7855641222943229,0.0,0.0,-2.0,-2.569999999999989,105.09150898466325,0,False,False,True,1764711678.1050956
41,2,-0.0019932420345025663,0.006854546800217187,-7.5,0.0,0.0,-0.01,0.7470784492935154,-0.0039864840690051325,0.013709093600434374,-15.0,0.0,0.0,-0.02,1.4941568985870308,1,False,True,False,1764711678.544426
42,19,-0.0010887657429247306,0.009076998257555053,-0.7894736842105263,0.0,0.0,-0.010000000000000002,0.1609749988256001,-0.020686549115569882,0.172462966893546,-15.0,0.0,0.0,-0.19000000000000003,3.058524977686402,1,False,True,False,1764711715.674132
43,68,-0.0007332878138337677,0.04324484761525098,0.0,0.0,0.0,-0.010000000000000005,0.004994920628081789,-0.0498635713406962,2.9406496378370663,0.0,0.0,0.0,-0.6800000000000004,0.33965460270956166,0,True,False,False,1764711765.2939956
44,49,-0.005281312323905733,-0.0007588838906217468,0.0,0.0,0.0,-0.010000000000000005,0.34447920366714024,-0.2587843038713809,-0.037185310640465596,0.0,0.0,0.0,-0.49000000000000027,16.879480979689873,0,False,True,False,1764711787.3009117
45,38,-0.0006701294733550395,0.06949932835250813,0.0,0.0,0.0,-0.010000000000000004,0.0,-0.0254649199874915,2.640974477395309,0.0,0.0,0.0,-0.38000000000000017,0.0,0,True,False,False,1764711824.181831
46,139,-0.0027017308198424433,0.021904077539738255,0.0,0.0,0.0,-0.010000000000000007,0.1613286585304809,-0.37554058395809964,3.0446667780236174,0.0,0.0,0.0,-1.390000000000001,22.424683535736843,0,True,False,False,1764711853.7007487
47,36,-0.00499828772643093,-0.00011624546078453646,-0.4166666666666667,0.0,0.0,-0.010000000000000004,0.14099609176393327,-0.1799383581515135,-0.0041848365882433125,-15.0,0.0,0.0,-0.36000000000000015,5.0758593035015975,1,False,True,False,1764711858.8781254
