episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,89,-0.005238634917481732,0.029978342283979185,0.0,-0.022724232282486337,-0.46623850765587416,2.6680724632741475,0.0,-2.022456673141284,0,1761299686.401574
2,93,-0.0023771964619211435,0.030189582307504462,-0.0967741935483871,-0.011452953014612138,-0.22107927095866634,2.807631154597915,-9.0,-1.0651246303589288,3,1761299686.7446744
3,44,-0.0036320321882584885,0.04157708888701975,0.0,0.0,-0.1598094162833735,1.829391911028869,0.0,0.0,0,1761299686.9516516
4,46,-0.00465688204415708,0.041020457685820126,-0.1956521739130435,-0.011428747678916976,-0.21421657403122568,1.8869410535477258,-9.0,-0.5257223932301809,3,1761299687.3614998
5,53,-0.0028098076237023347,0.038382757251014345,0.0,0.0,-0.14891980405622374,2.0342861343037604,0.0,0.0,0,1761299687.7476861
6,85,-0.0038569897868857977,0.03102643083578832,0.0,0.0,-0.3278441318852928,2.6372466210420074,0.0,0.0,0,1761299688.1568787
7,76,-0.0018207293394810343,0.03269749608186251,0.0,0.0,-0.1383754298005586,2.485009702221551,0.0,0.0,0,1761299688.516779
8,90,-0.0028441406843176032,0.030457653185700175,0.0,0.0,-0.2559726615885843,2.741188786713016,0.0,0.0,0,1761299688.8915632
9,70,-0.0022936350629378256,0.03371586861747514,0.0,0.0,-0.16055445440564778,2.36011080322326,0.0,0.0,0,1761299689.1721902
10,24,-0.0021239876639330426,0.06171119201933489,0.0,0.0,-0.05097570393439302,1.4810686084640374,0.0,0.0,0,1761299689.335896
11,40,-0.009151521906150342,0.041463368583198525,0.0,0.0,-0.3660608762460137,1.658534743327941,0.0,0.0,0,1761299689.7012646
12,15,-0.004394287782257465,0.08690721628701542,0.0,0.0,-0.06591431673386197,1.3036082443052313,0.0,0.0,0,1761299689.9480422
13,47,-0.0034058638938632892,0.04067007684769796,0.0,0.0,-0.16007560301157459,1.911493611841804,0.0,0.0,0,1761299690.3386664
14,87,-0.0019720369324769615,0.031021274248998858,0.0,-0.012291949375889325,-0.17156721312549567,2.6988508596629006,0.0,-1.0693995957023712,0,1761299690.8847373
15,28,-0.0009367881813023768,0.05579784421065746,0.0,0.0,-0.02623006907646655,1.562339637898409,0.0,0.0,0,1761299691.0425928
16,19,-0.0017920087969138623,0.07297382221205705,0.0,0.0,-0.034048167141363384,1.386502622029084,0.0,0.0,0,1761299691.414545
17,121,-0.009978721826259833,0.02326495559594988,-0.6446280991735537,-0.06048723759889152,-1.2074253409774398,2.8150596271099353,-78.0,-7.318955749465874,26,1761299692.063067
18,24,-0.0024902713164443187,0.06159658502822684,0.0,0.0,-0.05976651159466365,1.478318040677444,0.0,0.0,0,1761299692.1551907
19,96,-0.01177332824907088,0.023758278110422942,0.0,0.0,-1.1302395119108044,2.2807946986006025,0.0,0.0,0,1761299692.7781348
20,110,-0.002441331584322129,0.028521627727575837,0.0,0.0,-0.2685464742754342,3.137379050033342,0.0,0.0,0,1761299693.09377
