episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,7,-0.012114882309367627,0.08054099282066625,0.0,0.0,-0.0848041761655734,0.5637869497446637,0.0,0.0,0,1761218263.3924527
2,41,-0.03501648541923878,-0.00533627174440048,-0.07317073170731707,-0.046969360076203254,-1.4356759021887902,-0.21878714152041967,-3.0,-1.9257437631243335,1,1761218264.7527878
3,6,-0.025950347991381628,0.033689923633649754,0.0,0.0,-0.15570208794828977,0.20213954180189853,0.0,0.0,0,1761218265.1437764
4,12,-0.029397348944376758,0.01774879054061106,0.0,0.0,-0.3527681873325211,0.21298548648733273,0.0,0.0,0,1761218266.25072
5,18,-0.026578415962610874,0.022300159103462565,0.0,-0.012369962681342496,-0.47841148732699573,0.40140286386232615,0.0,-0.22265932826416493,0,1761218267.0342824
6,35,-0.04389350705193637,-0.024074759610384622,0.0,0.0,-1.536272746817773,-0.8426165863634618,0.0,0.0,0,1761218267.7485795
7,6,-0.02476580728441609,0.040609301437204905,0.0,0.0,-0.14859484370649653,0.24365580862322944,0.0,0.0,0,1761218268.1670825
8,15,-0.030013491444007466,0.007475921489497776,0.0,0.0,-0.450202371660112,0.11213882234246664,0.0,0.0,0,1761218268.868345
9,34,-0.03733680883935203,-0.01555952537189251,0.0,0.0,-1.269451500537969,-0.5290238626443453,0.0,0.0,0,1761218269.7561631
10,20,-0.014793072791598211,0.06542220288616432,0.0,0.0,-0.2958614558319642,1.3084440577232865,0.0,0.0,0,1761218270.1053884
11,11,-0.010495308858199527,0.07663508736473855,-0.2727272727272727,-0.07412801622076294,-0.11544839744019479,0.842985961012124,-3.0,-0.8154081784283923,1,1761218270.364651
12,14,-0.017500875087643204,0.05650290281703841,0.0,0.0,-0.24501225122700485,0.7910406394385378,0.0,0.0,0,1761218270.745743
13,1,-0.017835900110969142,0.11660223603336595,0.0,0.0,-0.017835900110969142,0.11660223603336595,0.0,0.0,0,1761218271.0443943
14,7,-0.012097042172680135,0.22297127036123646,0.0,0.0,-0.08467929520876094,1.5607988925286551,0.0,0.0,0,1761218271.486514
15,54,-0.03500324209181204,-0.006834315576970385,-0.05555555555555555,-0.009368576726541252,-1.8901750729578504,-0.3690530411564008,-3.0,-0.5059031432332276,1,1761218273.0214655
16,60,-0.03623793824654113,-0.015694212649310594,0.0,0.0,-2.174276294792468,-0.9416527589586356,0.0,0.0,0,1761218314.128787
17,32,-0.031079303984273957,0.0039603970278016785,0.0,-0.017164616402270783,-0.9945377274967666,0.1267327048896537,0.0,-0.5492677248726651,0,1761218315.41097
18,14,-0.013635665011767138,0.06983302731772048,-0.21428571428571427,-0.015811944723808473,-0.19089931016473993,0.9776623824480868,-3.0,-0.2213672261333186,1,1761218315.6887565
19,26,-0.01272800507262051,0.04776191229628904,-0.23076923076923078,-0.027233735764579377,-0.33092813188813325,1.241809719703515,-6.0,-0.7080771298790638,2,1761218316.8095026
20,39,-0.02405118276122379,0.02383273343087548,-0.6923076923076923,-0.03817031462466655,-0.9379961276877278,0.9294766038041437,-27.0,-1.4886422703619955,9,1761218317.4652474
21,10,-0.009790323335133988,0.18203047573754966,0.0,0.0,-0.09790323335133988,1.8203047573754967,0.0,0.0,0,1761218318.1710525
22,18,-0.01850783061647493,0.055153625908007126,0.0,0.0,-0.33314095109654873,0.9927652663441282,0.0,0.0,0,1761218318.9774373
23,13,-0.022465100614219795,0.04290592732437005,-0.23076923076923078,-0.1915228563438672,-0.2920463079848573,0.5577770552168106,-3.0,-2.4897971324702737,1,1761218319.4263556
24,3,-0.02415195585095128,0.3914894079508737,0.0,0.0,-0.07245586755285384,1.1744682238526212,0.0,0.0,0,1761218319.6802351
25,2,-0.005169857298077602,0.5643856430307941,0.0,0.0,-0.010339714596155203,1.1287712860615882,0.0,0.0,0,1761218320.3130121
26,4,-0.017665365815800294,0.06609430961523227,0.0,0.0,-0.07066146326320118,0.2643772384609291,0.0,0.0,0,1761218320.857168
27,6,-0.03561364125642028,-0.007530778537339226,0.0,0.0,-0.2136818475385217,-0.045184671224035355,0.0,0.0,0,1761218321.785666
28,37,-0.02652888913712556,0.02289894990517275,0.0,-0.02343455043944417,-0.9815688980736458,0.8472611464913918,0.0,-0.8670783662594344,0,1761218323.3514285
29,22,-0.017826510073834092,0.05427384037747776,-0.2727272727272727,-0.16436773340336866,-0.39218322162435,1.1940244883045108,-6.0,-3.616090134874111,2,1761218362.6004221
30,10,-0.013105167119856282,0.0760057821228029,0.0,-0.007058825136213679,-0.1310516711985628,0.760057821228029,0.0,-0.07058825136213678,0,1761218363.130768
31,17,-0.021646680335454475,0.04486577637240973,0.0,-0.16115389333861313,-0.36799356570272607,0.7627181983309654,0.0,-2.739616186756423,0,1761218364.4911256
32,100,-0.030311993087565305,0.0028244919867848163,0.0,-0.0025354308407407873,-3.0311993087565305,0.2824491986784816,0.0,-0.2535430840740787,0,1761218366.4524755
33,34,-0.03324645224180036,-0.005051376574610098,0.0,0.0,-1.1303793762212122,-0.17174680353674332,0.0,0.0,0,1761218367.0210242
34,12,-0.024503471002831664,0.036630968173459566,0.0,0.0,-0.29404165203397997,0.4395716180815148,0.0,0.0,0,1761218367.260692
35,57,-0.023512414422322235,0.02892589123552504,0.0,-0.017026152480414586,-1.3402076220723673,1.6487758004249273,0.0,-0.9704906913836313,0,1761218368.488303
36,5,-0.02348331670699968,0.05493932579256704,0.0,0.0,-0.11741658353499841,0.2746966289628352,0.0,0.0,0,1761218368.6295507
37,8,-0.020959084429902203,0.058496793722399666,0.0,0.0,-0.16767267543921763,0.46797434977919733,0.0,0.0,0,1761218369.400983
38,11,-0.00768639992802449,0.17150270759271902,-0.2727272727272727,-0.06297985932703708,-0.08455039920826939,1.8865297835199093,-3.0,-0.6927784525974078,1,1761218370.1143086
39,64,-0.025473941481829365,0.0325793773106266,0.0,0.0,-1.6303322548370793,2.0850801478801024,0.0,0.0,0,1761218372.667834
40,8,-0.010755311875936974,0.19748810611349055,0.0,0.0,-0.08604249500749579,1.5799048489079244,0.0,0.0,0,1761218372.8548837
41,3,-0.01927939973584127,0.39426223317877196,0.0,0.0,-0.05783819920752381,1.1827866995363159,0.0,0.0,0,1761218415.5809577
42,10,-0.012197467998568152,0.1730570676806545,0.0,0.0,-0.12197467998568151,1.7305706768065452,0.0,0.0,0,1761218416.0854757
43,16,-0.014643571967343083,0.06827632172650033,0.0,0.0,-0.23429715147748933,1.0924211476240053,0.0,0.0,0,1761218416.5197458
44,5,-0.011555054524121753,0.28015203208070305,-0.6,0.0,-0.05777527262060877,1.4007601604035154,-3.0,0.0,1,1761218416.8964508
45,30,-0.014875624493155782,0.0666548513945313,0.0,0.0,-0.4462687347946735,1.9996455418359391,0.0,0.0,0,1761218417.7372859
46,9,-0.023833773488214458,0.040484662796279124,-0.6666666666666666,-0.12161886345512844,-0.2145039613939301,0.3643619651665121,-6.0,-1.094569771096156,2,1761218417.9394293
47,27,-0.026758612628914883,0.021244502762324605,0.0,-0.015208436351568171,-0.7224825409807019,0.5736015745827643,0.0,-0.41062778149234064,0,1761218418.5947433
48,17,-0.01216699078920073,0.07345542293168439,0.0,0.0,-0.2068388434164124,1.2487421898386346,0.0,0.0,0,1761218419.1478403
49,17,-0.013468017767785749,0.06849460169238027,0.0,0.0,-0.22895630205235773,1.1644082287704645,0.0,0.0,0,1761218419.512788
50,21,-0.013496463458711593,0.11843989505599825,0.0,0.0,-0.28342573263294346,2.4872377961759633,0.0,0.0,0,1761218419.9977481
51,12,-0.014622008681973594,0.1423945055935213,0.0,0.0,-0.17546410418368313,1.7087340671222555,0.0,0.0,0,1761218420.5994723
52,26,-0.014437995235440546,0.06522764158429457,-0.23076923076923078,-0.059519463284103916,-0.3753878761214542,1.695918681191659,-6.0,-1.5475060453867018,2,1761218421.5843997
