episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,42,-0.023016624258405942,0.007369065468288368,0.0,0.0,-0.9666982188530495,0.3095007496681115,0.0,0.0,0,1761296167.58812
2,47,-0.03820253841429863,-0.004364431854187419,0.0,0.0,-1.7955193054720355,-0.2051282971468087,0.0,0.0,0,1761296169.4403484
3,27,-0.018693912848844915,0.048224966277636554,0.0,-0.045902581468789186,-0.5047356469188127,1.3020740894961869,0.0,-1.239369699657308,0,1761296170.7398021
4,62,-0.04061645384427791,-0.006047831870529213,0.0,0.0,-2.5182201383452303,-0.3749655759728112,0.0,0.0,0,1761296225.881153
5,11,-0.021247063665216538,0.011233643478514238,0.0,0.0,-0.23371770031738193,0.12357007826365662,0.0,0.0,0,1761296226.6258016
6,69,-0.0451001985917077,-0.008981637277147986,-0.30434782608695654,-0.10241414754261113,-3.111913702827831,-0.619732972123211,-21.0,-7.066576180440168,7,1761296228.5155637
7,83,-0.012490288111360848,0.01419600353081288,0.0,0.0,-1.0366939132429505,1.178268293057469,0.0,0.0,0,1761296229.6111863
8,19,-0.004672599636826359,0.07192257273574118,0.0,0.0,-0.08877939309970083,1.3665288819790824,0.0,0.0,0,1761296281.20611
9,321,-0.03500820175438287,-0.0023407766802469605,-0.14018691588785046,-0.01180269516618612,-11.2376327631569,-0.7513893143592743,-45.0,-3.788665148345745,15,1761296337.2186153
10,282,-0.022397896437208704,0.009752559731633944,0.0,-0.010624086275500766,-6.316206795292855,2.750221844320772,0.0,-2.995992329691216,0,1761296339.3654144
11,23,-0.007910674091051662,0.061251576410610346,0.0,0.0,-0.18194550409418822,1.408786257444038,0.0,0.0,0,1761296339.7025552
12,121,-0.01592780334067135,0.011502000452277793,0.0,0.0,-1.9272642042212333,1.391742054725613,0.0,0.0,0,1761296398.944074
13,77,-0.010044110894157986,0.016129383807092956,-0.7402597402597403,-0.05811407406170579,-0.7733965388501649,1.2419625531461576,-57.0,-4.4747837027513455,19,1761296400.116332
14,100,-0.022101524463085567,0.007463401314832558,0.0,-0.008501568138460187,-2.2101524463085567,0.7463401314832558,0.0,-0.8501568138460187,0,1761296402.3152351
15,71,-0.023261631450351292,0.005797551466246992,0.0,0.0,-1.6515758329749417,0.4116261541035364,0.0,0.0,0,1761296473.1884892
16,46,-0.006378814270969316,0.018500269647080608,-0.391304347826087,-0.06511315769189681,-0.2934254564645885,0.851012403765708,-18.0,-2.995205253827253,6,1761296473.935727
17,135,-0.011734581226365507,0.0219839017936046,0.0,-0.04269726408674317,-1.5841684655593435,2.9678267421366207,0.0,-5.764130651710327,0,1761296475.215438
18,158,-0.022538841281353937,0.007081136526542739,-0.11392405063291139,-0.0313417381250046,-3.561136922453922,1.1188195711937527,-18.0,-4.951994623750727,6,1761296476.5172129
19,33,-0.013096863864995931,0.04500903518865948,0.0,0.0,-0.4321965075448657,1.4852981612257627,0.0,0.0,0,1761296476.8976822
20,97,-0.011197848566875128,0.023447191027237885,-0.12371134020618557,-0.020734795045746233,-1.0861913109868875,2.274377529642075,-12.0,-2.011275119437385,4,1761296548.5439076
