episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,20,-0.01939717655628612,0.05,-0.05,-0.3879435311257224,1.0,-1.0,1761044973.8141065
2,23,-0.011504825924322426,0.0,0.0,-0.2646109962594158,0.0,0.0,1761044977.6108897
3,28,-0.02200340621352234,0.0,0.0,-0.6160953739786255,0.0,0.0,1761044981.0686772
4,24,-0.01422686547521499,0.041666666666666664,-0.08333333333333333,-0.3414447714051598,1.0,-2.0,1761044984.6360223
5,15,-0.041679517559528895,0.0,0.0,-0.6251927633929334,0.0,0.0,1761044986.8848572
6,1,-0.28396552391251684,0.0,0.0,-0.28396552391251684,0.0,0.0,1761044989.0249395
7,8,-0.02463438687083842,0.0,0.0,-0.19707509496670736,0.0,0.0,1761044993.7736063
8,36,-0.019831277664017266,0.0,-0.05555555555555555,-0.7139259959046216,0.0,-2.0,1761045000.7236407
9,12,-0.03489623708934419,0.0,0.0,-0.41875484507213023,0.0,0.0,1761045002.109611
10,17,-0.024660430374557542,0.0,0.0,-0.41922731636747823,0.0,0.0,1761045005.4198058
