episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,9,-0.00395589941771762,0.021368864056531312,0.0,0.0,-0.3333333333333333,-0.049999999999999996,0.0,-0.03560309475945858,0.19231977650878182,0.0,0.0,-3.0,-0.44999999999999996,0.0,0,False,True,1764412771.4914417
2,176,-0.011488133576476618,-0.011960929509195571,-1.1931818181818181,0.0,-0.017045454545454544,-0.04999999999999994,0.16370500901283783,-2.0219115094598847,-2.1051235936184205,-210.0,0.0,-3.0,-8.79999999999999,28.81208158625946,14,False,True,1764412789.4164033
3,85,-0.004355439763986255,0.030860312101464688,0.0,0.0,-0.03529411764705882,-0.04999999999999992,0.006922070301285191,-0.3702123799388317,2.6231265286244985,0.0,0.0,-3.0,-4.249999999999993,0.5883759756092413,0,False,True,1764412802.5027971
4,62,-0.006151714136597478,0.010728286432972666,-2.661290322580645,0.0,-0.04838709677419355,-0.049999999999999954,0.42611301259121287,-0.3814062764690436,0.6651537588443053,-165.0,0.0,-3.0,-3.099999999999997,26.4190067806552,11,False,True,1764412817.623941
5,42,-0.008101883630728805,0.009281880128454342,-3.9285714285714284,0.0,-0.07142857142857142,-0.05000000000000001,0.3004799505574836,-0.3402791124906098,0.38983896539508234,-165.0,0.0,-3.0,-2.1000000000000005,12.620157923414311,11,False,True,1764412838.6161242
6,19,-0.003917817927407411,0.2836317223834923,0.0,0.0,0.0,-0.05000000000000002,0.0,-0.0744385406207408,5.389002725286354,0.0,0.0,0.0,-0.9500000000000003,0.0,0,True,False,1764412861.4658184
7,136,-0.009720633318674355,-0.0012200717745119054,0.0,0.0,-0.022058823529411766,-0.04999999999999988,0.0,-1.3220061313397122,-0.16592976133361914,0.0,0.0,-3.0,-6.799999999999984,0.0,0,False,True,1764412890.6959713
8,99,-0.005663315959569872,0.06825596530797988,-1.0606060606060606,0.0,0.0,-0.049999999999999906,0.08614792054108651,-0.5606682799974173,6.757340565490008,-105.0,0.0,0.0,-4.94999999999999,8.528644133567564,7,True,False,1764412907.637841
9,36,-0.002583236630921167,0.15717430503348406,-3.75,0.0,0.0,-0.050000000000000024,0.31510377911684423,-0.09299651871316202,5.658274981205427,-135.0,0.0,0.0,-1.800000000000001,11.343736048206392,9,True,False,1764412919.3866687
10,78,-0.002394074436327123,0.09569045151919771,-0.7692307692307693,0.0,0.0,-0.049999999999999926,0.08386532768548276,-0.18673780603351559,7.463855218497422,-60.0,0.0,0.0,-3.899999999999994,6.541495559467656,4,True,False,1764412949.0432837
11,115,-0.0027498853542047056,0.07333367878983978,-1.9565217391304348,0.0,0.0,-0.04999999999999989,0.15050728616692982,-0.3162368157335411,8.433373060831574,-225.0,0.0,0.0,-5.749999999999988,17.30833790919693,15,True,False,1764412965.224306
