episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,181,-0.005805506261894342,0.045664096454430585,-3.0662983425414363,0.0,0.0,-0.04999999999999997,0.220357908190862,-1.050796633402876,8.265201458251935,-555.0,0.0,0.0,-9.049999999999994,39.884781382546024,37,True,False,1764412779.217302
2,229,-0.013191653082226723,-0.0187180476506051,-0.5895196506550219,0.0,-0.013100436681222707,-0.05000000000000012,0.06944909800381122,-3.0208885558299197,-4.286432911988568,-135.0,0.0,-3.0,-11.450000000000028,15.90384344287277,9,False,True,1764412791.7025137
3,181,-0.01088557593407975,-0.010693300888210673,-1.408839779005525,0.0,-0.016574585635359115,-0.04999999999999997,0.11104886296135295,-1.970289244068435,-1.9354874607661317,-255.0,0.0,-3.0,-9.049999999999994,20.099844196004884,17,False,True,1764412811.4639804
4,39,-0.01310449267705779,-0.017714378527864536,0.0,0.0,-0.07692307692307693,-0.05000000000000003,0.0,-0.5110752144052538,-0.6908607625867169,0.0,0.0,-3.0,-1.950000000000001,0.0,0,False,True,1764412815.2718966
5,25,-0.009280934845167064,-0.0003155654054268764,0.0,0.0,-0.12,-0.05000000000000002,0.012779579354624333,-0.2320233711291766,-0.00788913513567191,0.0,0.0,-3.0,-1.2500000000000004,0.3194894838656083,0,False,True,1764412836.9111435
6,69,-0.0044583222105357015,0.09136331741307002,-2.8260869565217392,0.0,0.0,-0.04999999999999994,0.2267591412838986,-0.3076242325269634,6.304068901501831,-195.0,0.0,0.0,-3.4499999999999957,15.646380748589003,13,True,False,1764412866.476208
7,136,-0.0034339656840441397,0.058969141489683755,-5.404411764705882,0.0,0.0,-0.04999999999999988,0.35773388523862026,-0.467019333030003,8.019803242596991,-735.0,0.0,0.0,-6.799999999999984,48.65180839245235,49,True,False,1764412890.6959713
8,130,-0.005205014928014543,0.05882370235691176,-1.9615384615384615,0.0,0.0,-0.049999999999999885,0.27598917220264935,-0.6766519406418906,7.647081306398529,-255.0,0.0,0.0,-6.499999999999985,35.878592386344415,17,True,False,1764412911.346988
9,29,-0.001615573670248606,0.03130254215824155,-4.655172413793103,0.0,-0.10344827586206896,-0.050000000000000024,0.39116331200711696,-0.046851636437209576,0.9077737225890049,-135.0,0.0,-3.0,-1.4500000000000006,11.343736048206392,9,False,True,1764412918.766912
10,53,-0.0016190125347164913,0.13598753799158717,0.0,0.0,0.0,-0.049999999999999975,0.0,-0.08580766433997404,7.207339513554119,0.0,0.0,0.0,-2.6499999999999986,0.0,0,True,False,1764412932.91062
11,82,-0.0034163531205539267,0.08976802380389334,-3.841463414634146,0.0,0.0,-0.04999999999999992,0.2889304922017833,-0.280140955885422,7.360977951919255,-315.0,0.0,0.0,-4.099999999999993,23.69230036054623,21,True,False,1764412949.3479953
12,50,-0.0014921927953993625,0.13907651414604472,0.0,0.0,0.0,-0.04999999999999998,0.0,-0.07460963976996812,6.9538257073022365,0.0,0.0,0.0,-2.499999999999999,0.0,0,True,False,1764412959.079197
13,73,-0.002048102430647813,0.10873331705832653,-1.643835616438356,0.0,0.0,-0.04999999999999993,0.1663475487852992,-0.14951147743729035,7.937532145257837,-120.0,0.0,0.0,-3.649999999999995,12.143371061326842,8,True,False,1764412974.8886473
14,97,-0.001957528435853896,0.09151823025648705,-1.8556701030927836,0.0,0.0,-0.049999999999999906,0.4515048289618114,-0.18988025827782792,8.877268334879243,-180.0,0.0,0.0,-4.849999999999991,43.7959684092957,12,True,False,1764412987.958032
15,38,-0.003088061194742288,0.16190152700852245,-6.315789473684211,0.0,0.0,-0.050000000000000024,0.6184850173675421,-0.11734632540020694,6.152258026323853,-240.0,0.0,0.0,-1.900000000000001,23.5024306599666,16,True,False,1764412993.1413114
16,87,-0.0018093207938353962,0.09589625766620498,-2.0689655172413794,0.0,0.0,-0.04999999999999991,0.1949730078496036,-0.15741090906367947,8.342974416959834,-180.0,0.0,0.0,-4.3499999999999925,16.962651682915514,12,True,False,1764413011.2658813
17,94,-0.00221588676501523,0.08999380269185552,0.0,0.0,0.0,-0.049999999999999906,0.0031893908116895726,-0.2082933559114316,8.459417453034419,0.0,0.0,0.0,-4.699999999999991,0.2998027362988198,0,True,False,1764413028.7924411
