episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at,pid,agent
1,1,-0.0460226504523152,0.0319998888148698,0.0,-0.0460226504523152,0.0319998888148698,0.0,1760622013.1639798,pid_21040,KL005
1,1,-0.0327337647488384,0.0329067073527136,0.0,-0.0327337647488384,0.0329067073527136,0.0,1760622013.1664858,pid_37140,KL001
1,1,-0.0368283033643941,0.0331391589710855,0.0,-0.0368283033643941,0.0331391589710855,0.0,1760622013.1790426,pid_20856,KL002
1,4,-0.1506459675696962,0.0051983357995889,0.0,-0.602583870278785,0.0207933431983557,0.0,1760622013.2081587,pid_21040,KL001
1,4,-0.1456952176487023,0.0061344912839579,0.0,-0.5827808705948092,0.0245379651358317,0.0,1760622013.2144809,pid_35672,KL005
1,5,-0.121673462648405,0.0110357187870993,0.0,-0.6083673132420253,0.0551785939354966,0.0,1760622013.2215106,pid_21040,KL002
1,5,-0.072241008693282,0.0190227448326964,0.0,-0.3612050434664101,0.0951137241634824,0.0,1760622013.227528,pid_37140,KL005
1,5,-0.1353516884904713,0.0083621899298662,0.0,-0.6767584424523566,0.0418109496493311,0.0,1760622013.2347507,pid_36412,KL001
1,4,-0.0938603585176248,0.0213917081649087,0.0,-0.3754414340704994,0.0855668326596349,0.0,1760622013.2347507,pid_20724,KL003
1,4,-0.1030541375961055,0.015442891999231,0.0,-0.412216550384422,0.0617715679969242,0.0,1760622013.2382634,pid_24708,KL001
1,5,-0.0964077730290887,0.0160352799392589,-0.2,-0.4820388651454437,0.0801763996962948,-1.0,1760622013.2402685,pid_37472,KL005
1,7,-0.0845305158354877,0.016879351940992,0.0,-0.5917136108484146,0.1181554635869443,0.0,1760622013.2483375,pid_21040,KL006
1,6,-0.1669095102902103,0.0021447064922058,0.0,-1.001457061741262,0.0128682389532349,0.0,1760622013.265301,pid_9388,KL003
1,6,-0.0594884306732564,0.0201052100452516,0.0,-0.3569305840395388,0.1206312602715098,0.0,1760622013.2673223,pid_24708,KL002
1,7,-0.0522912951297666,0.0190999036130634,0.0,-0.3660390659083662,0.1336993252914438,0.0,1760622013.2723374,pid_37040,KL003
1,8,-0.0995151615632066,0.0137921174821302,0.0,-0.7961212925056529,0.1103369398570416,0.0,1760622013.275338,pid_27848,KL006
1,6,-0.1111731163734806,0.01293216897714,0.0,-0.6670386982408838,0.0775930138628405,0.0,1760622013.2828906,pid_24696,KL006
1,7,-0.0783878593122899,0.0154421256086213,0.0,-0.5487150151860294,0.1080948792603496,0.0,1760622013.2934165,pid_20724,KL005
1,7,-0.2544259474849224,-0.0135460296903738,0.0,-1.780981632394457,-0.0948222078326167,0.0,1760622013.2989488,pid_20856,KL006
1,10,-0.176837023509275,-0.0022318293827641,0.0,-1.76837023509275,-0.0223182938276417,0.0,1760622013.3119783,pid_37472,KL003
1,11,-0.095196622241326,0.0125582689201465,0.0,-1.047162844654586,0.1381409581216116,0.0,1760622013.3183744,pid_35672,KL004
1,10,-0.1876378072716213,-0.0049338819066062,0.0,-1.876378072716213,-0.0493388190660626,0.0,1760622013.319383,pid_37140,KL002
1,8,-0.1220931215501009,0.0094523068110552,-0.125,-0.9767449724008074,0.0756184544884422,-1.0,1760622013.323383,pid_24012,KL004
1,10,-0.2405194357025644,-0.0120887545988336,0.0,-2.405194357025645,-0.1208875459883369,0.0,1760622013.327417,pid_36412,KL003
1,10,-0.2032276421749683,-0.0056177568632653,0.0,-2.032276421749683,-0.0561775686326534,0.0,1760622013.3291335,pid_37040,KL006
1,11,-0.125169903699346,0.0069575541116416,0.0,-1.3768689406928063,0.0765330952280584,0.0,1760622013.3421805,pid_26168,KL001
1,13,-0.2314137715705639,-0.0116908367553199,0.0,-3.0083790304173315,-0.1519808778191587,0.0,1760622013.347206,pid_35672,KL001
1,10,-0.0983643283027544,0.0129818650773328,0.0,-0.9836432830275448,0.1298186507733287,0.0,1760622013.347206,pid_20176,KL002
1,13,-0.1813882039967275,-0.0041525311211459,0.0,-2.358046651957458,-0.0539829045748971,0.0,1760622013.3557887,pid_27848,KL002
1,13,-0.115398540890844,0.0088492575756281,0.0,-1.500181031580972,0.1150403484831662,0.0,1760622013.3804178,pid_26168,KL003
1,11,-0.1377872927942911,0.0062551028965188,0.0,-1.515660220737203,0.068806131861707,0.0,1760622013.381925,pid_24696,KL002
1,11,-0.1396909305094771,0.0053881581076818,0.0,-1.536600235604248,0.0592697391844998,0.0,1760622013.381925,pid_24696,KL003
1,13,-0.1062997823806806,0.0132935965428251,0.0,-1.381897170948848,0.1728167550567266,0.0,1760622013.3829336,pid_36412,KL004
1,12,-0.1133525190550003,0.0109897234794839,0.0,-1.3602302286600048,0.1318766817538069,0.0,1760622013.3839338,pid_23856,KL005
1,15,-0.1321668607061435,0.0059014175115805,0.0,-1.9825029105921537,0.0885212626737081,0.0,1760622013.393934,pid_6328,KL006
1,16,-0.1739292310206794,-0.0020662686379329,-0.0625,-2.7828676963308707,-0.0330602982069264,-1.0,1760622013.399331,pid_27848,KL003
1,14,-0.1247631491186606,0.0081495198849814,-0.0714285714285714,-1.7466840876612495,0.1140932783897404,-1.0,1760622013.4073718,pid_9388,KL004
1,14,-0.1128418997463336,0.0098484906830597,0.0,-1.5797865964486708,0.1378788695628368,0.0,1760622013.4153886,pid_20176,KL006
1,14,-0.23241540199273,-0.0116682251429872,0.0,-3.2538156278982204,-0.1633551520018209,0.0,1760622013.4174244,pid_24012,KL001
1,15,-0.0687992509738154,0.0164547125880098,-0.5333333333333333,-1.031988764607231,0.2468206888201479,-8.0,1760622013.4317827,pid_24012,KL005
1,16,-0.123132161884105,0.0077326672207279,0.0,-1.97011459014568,0.1237226755316473,0.0,1760622013.4372876,pid_26168,KL002
1,18,-0.1495520545682099,0.0036017895226431,0.0,-2.6919369822277783,0.0648322114075759,0.0,1760622013.4372876,pid_24708,KL006
1,16,-0.1961488047137107,-0.0066073493582912,0.0,-3.1383808754193723,-0.1057175897326594,0.0,1760622013.4372876,pid_26168,KL006
1,19,-0.1903468366343953,-0.0049795398725431,0.0,-3.616589896053511,-0.0946112575783206,0.0,1760622013.4555948,pid_6328,KL003
1,19,-0.1315380662259866,0.0067828156350425,0.0,-2.4992232582937457,0.1288734970658078,0.0,1760622013.4555948,pid_6328,KL004
