episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,15,-0.004980705897791644,0.020522136657835057,-0.2,-0.0672762873668166,-0.07471058846687466,0.3078320498675259,-3.0,-1.0091443105022488,1,True,False,False,1761312904.0218391
2,21,-0.017959424977873856,0.011076345910858688,0.0,0.0,-0.37714792453535095,0.23260326412803245,0.0,0.0,0,True,False,False,1761312904.2932534
3,22,-0.01001929148598241,0.017123332648584344,-0.13636363636363635,-0.05983041230990976,-0.22042441269161303,0.37671331826885557,-3.0,-1.3162690708180147,1,True,False,False,1761312904.5060956
4,113,-0.03167151520640194,6.325219614541149e-05,0.0,0.0,-3.5788812183234193,0.007147498164431498,0.0,0.0,0,False,False,True,1761312905.4529138
5,16,-0.008530003554219191,0.017720124193305258,-0.1875,-0.12157504022234754,-0.13648005686750705,0.2835219870928841,-3.0,-1.9452006435575606,1,True,False,False,1761312906.2442503
6,49,-0.0342066471714575,-0.0020609991900661204,0.0,0.0,-1.6761257114014174,-0.1009889603132399,0.0,0.0,0,False,False,True,1761312906.6877935
7,5,-0.00415497611336027,0.02640647244484612,0.0,0.0,-0.02077488056680135,0.1320323622242306,0.0,0.0,0,True,False,False,1761312907.0941932
8,159,-0.03418107211226363,-0.0020736089554879936,-0.018867924528301886,-0.010334938480363213,-5.434790465849916,-0.329703823922591,-3.0,-1.643255218377751,1,True,False,False,1761312908.5205822
9,10,-0.005280377148917029,0.022272573111223416,0.0,0.0,-0.05280377148917029,0.22272573111223415,0.0,0.0,0,True,False,False,1761312908.6685317
10,18,-0.0165133185996357,0.014623567980279572,0.0,0.0,-0.2972397347934426,0.2632242236450323,0.0,0.0,0,False,False,True,1761312908.9380834
11,43,-0.008712083822177063,0.016078487062525303,0.0,-0.12042497852897349,-0.3746196043536137,0.691374943688588,0.0,-5.17827407674586,0,False,False,True,1761312909.548619
12,67,-0.008526660332982784,0.015740278288050594,0.0,-0.010185533898708642,-0.5712862423098465,1.0545986452993898,0.0,-0.6824307712134791,0,True,False,False,1761312912.3915596
13,214,-0.03228150328582505,-0.00108209486739156,0.0,-0.006498090789345857,-6.90824170316656,-0.23156830162179387,0.0,-1.3905914289200134,0,False,False,True,1761313004.717778
14,1,-0.0030416239779486242,0.03430204878167176,0.0,0.0,-0.0030416239779486242,0.03430204878167176,0.0,0.0,0,True,False,False,1761313004.8963468
15,74,-0.023618448595281293,0.008077652110579875,-0.04054054054054054,-0.08636669089934113,-1.7477651960508158,0.5977462561829108,-3.0,-6.3911351265512435,1,True,False,False,1761313005.5254948
16,128,-0.03727558817089374,-0.00334466214632054,0.0,-0.04534512741048232,-4.771275285874399,-0.4281167547290291,0.0,-5.804176308541737,0,False,False,True,1761313006.6236756
17,149,-0.022723022849585252,0.006366900135655362,0.0,-0.011850565342266323,-3.3857304045882026,0.9486681202126489,0.0,-1.7657342359976822,0,False,False,True,1761313008.0692692
18,3,-0.006416986503167553,0.029184630755917745,0.0,-0.1198003806396608,-0.01925095950950266,0.08755389226775323,0.0,-0.35940114191898237,0,True,False,False,1761313008.7277288
19,86,-0.014482098375443219,0.012526009096740731,-0.03488372093023256,-0.06379197691377286,-1.2454604602881167,1.0772367823197029,-3.0,-5.486110014584466,1,True,False,False,1761313009.4692962
20,45,-0.03455961719720524,-0.0007833775927511974,0.0,0.0,-1.5551827738742356,-0.035251991673803884,0.0,0.0,0,False,False,True,1761313010.1397579
21,20,-0.00718143652152177,0.1181395966039509,0.0,0.0,-0.1436287304304354,2.362791932079018,0.0,0.0,0,False,True,False,1761313011.6774766
22,27,-0.027862196134246293,0.004008338074578912,0.0,0.0,-0.7522792956246499,0.10822512801363063,0.0,0.0,0,False,False,True,1761313012.757778
23,1,-0.0029494907726448968,0.03431299615921668,0.0,0.0,-0.0029494907726448968,0.03431299615921668,0.0,0.0,0,True,False,False,1761313012.8250434
24,17,-0.016390991503538913,0.01371006208525015,0.0,-0.07294389456197074,-0.2786468555601615,0.23307105544925255,0.0,-1.2400462075535026,0,True,False,False,1761313013.028202
25,32,-0.0043427183378276545,0.019285987045695376,-0.09375,-0.026889050350153664,-0.13896698681048494,0.617151585462252,-3.0,-0.8604496112049173,1,True,False,False,1761313013.357119
26,40,-0.02637500561547627,0.003838862827785866,0.0,0.0,-1.0550002246190509,0.15355451311143464,0.0,0.0,0,False,False,True,1761313013.7464008
27,129,-0.02454401904369968,0.021154715649224304,0.0,-0.02274874025148917,-3.1661784566372586,2.7289583187499353,0.0,-2.9345874924421027,0,False,True,False,1761313096.384889
28,33,-0.013212864002931136,0.014845269829244204,0.0,0.0,-0.4360245120967275,0.48989390436505875,0.0,0.0,0,False,False,True,1761313097.6101294
29,37,-0.015298650437381836,0.013476787696965992,0.0,-0.005892547301327025,-0.5660500661831279,0.4986411447877417,0.0,-0.2180242501490999,0,True,False,False,1761313099.4263833
30,14,-0.005476048683940832,0.020835598905618518,0.0,-0.0009552658414009684,-0.07666468157517164,0.2916983846786593,0.0,-0.013373721779613558,0,True,False,False,1761313099.5775633
31,38,-0.03214388472834923,0.0003171704615797931,-0.07894736842105263,-0.11438057634102516,-1.221467619677271,0.012052477540032136,-3.0,-4.346461900958956,1,True,False,False,1761313100.021222
32,1,-0.002962663091627712,0.03431155888743287,0.0,0.0,-0.002962663091627712,0.03431155888743287,0.0,0.0,0,True,False,False,1761313100.0729768
33,6,-0.00506943625597085,0.02481517591836052,-0.5,-0.21581022715999532,-0.030416617535825096,0.14889105551016313,-3.0,-1.294861362959972,1,True,False,False,1761313100.1834984
34,31,-0.007776419440089979,0.01800159480757328,0.0,-0.022032945662520367,-0.24106900264278935,0.5580494390347717,0.0,-0.6830213155381314,0,False,False,True,1761313100.51573
35,58,-0.019734803780813888,0.009316513239680259,0.0,0.0,-1.1446186192872054,0.540357767901455,0.0,0.0,0,False,False,True,1761313101.1873727
36,4,-0.0020834104526291706,0.028795606857103195,-0.75,-0.20382611691832087,-0.008333641810516683,0.11518242742841278,-3.0,-0.8153044676732835,1,True,False,False,1761313102.9056118
37,51,-0.007128204488598536,0.01669397458121617,-0.058823529411764705,-0.03612806817421727,-0.36353842891852534,0.8513927036420247,-3.0,-1.842531476885081,1,True,False,False,1761313103.5026774
38,41,-0.0208091006300075,0.010074330090886194,0.0,0.0,-0.8531731258303076,0.41304753372633396,0.0,0.0,0,False,False,True,1761313103.89718
39,49,-0.027106115500046213,0.004135828220510344,0.0,0.0,-1.3281996595022645,0.20265558280500684,0.0,0.0,0,True,False,False,1761313190.528394
40,10,-0.003955844207875134,0.02225051779649163,-0.3,-0.12868393228162245,-0.03955844207875134,0.2225051779649163,-3.0,-1.2868393228162245,1,True,False,False,1761313190.6466372
41,12,-0.008131686915245878,0.01974491573821881,0.0,0.0,-0.09758024298295054,0.23693898885862574,0.0,0.0,0,True,False,False,1761313190.7740865
42,30,-0.014592396204902254,0.013858774392374795,0.0,-0.10959772704658245,-0.43777188614706763,0.41576323177124386,0.0,-3.2879318113974736,0,True,False,False,1761313191.1397815
