episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,11,-0.004539711009835135,0.22493036106691397,0.0,-0.08618048706817451,-0.04993682110818649,2.4742339717360537,0.0,-0.9479853577499195,0,1761146251.1048179
2,12,-0.00519906205909455,0.21096912286198485,0.0,-0.017557288064979377,-0.06238874470913461,2.531629474343818,0.0,-0.21068745677975254,0,1761146251.2077973
3,22,-0.0016630059668784197,0.16247503136709898,0.0,0.0,-0.036586131271325234,3.5744506900761777,0.0,0.0,0,1761146251.3434944
4,18,-0.002606262378214099,0.1761340559290782,0.0,0.0,-0.04691272280785379,3.1704130067234075,0.0,0.0,0,1761146251.446446
5,21,-0.0031929070469245554,0.16450702318289623,0.0,0.0,-0.06705104798541567,3.4546474868408206,0.0,0.0,0,1761146251.5698721
6,17,-0.0015615773684767211,0.18179025099683427,0.0,0.0,-0.02654681526410426,3.0904342669461826,0.0,0.0,0,1761146251.665401
7,9,-0.001630837837890774,0.25637777818639024,0.0,0.0,-0.014677540541016965,2.307400003677512,0.0,0.0,0,1761146251.7369916
8,11,-0.0016457903203646216,0.22778342460698967,0.0,0.0,-0.01810369352401084,2.5056176706768865,0.0,0.0,0,1761146251.8570523
9,12,-0.0011766246682189676,0.21685019708637107,0.0,0.0,-0.01411949601862761,2.6022023650364527,0.0,0.0,0,1761146251.979361
10,6,-0.0017168942170197653,0.336805582215812,0.0,0.0,-0.010301365302118592,2.020833493294872,0.0,0.0,0,1761146252.0609045
11,3,-0.008810547442075595,0.5750799228696362,0.0,0.0,-0.026431642326226787,1.7252397686089085,0.0,0.0,0,1761146252.1466448
12,19,-0.003927452715640713,0.16975637363043514,0.0,-0.06133446291804728,-0.07462160159717354,3.2253710989782673,0.0,-1.1653547954428984,0,1761146252.3022661
13,10,-0.0015102519978387745,0.2411081114824544,0.0,0.0,-0.015102519978387744,2.411081114824544,0.0,0.0,0,1761146252.374721
14,17,-0.0041349283210356655,0.1777308766943306,-1.0588235294117647,0.0,-0.07029378145760631,3.02142490380362,-18.0,0.0,3,1761146252.5022357
15,19,-0.004924299285861692,0.16860958906200846,0.0,-0.06703486753458995,-0.09356168643137215,3.203582192178161,0.0,-1.2736624831572092,0,1761146252.6187294
16,12,-0.0019042024708410164,0.21693140660528942,0.0,0.0,-0.022850429650092197,2.603176879263473,0.0,0.0,0,1761146252.691628
17,15,-0.00528806036388114,0.18904995945136926,0.0,-0.06950060723367922,-0.0793209054582171,2.835749391770539,0.0,-1.0425091085051883,0,1761146252.819114
18,16,-0.0009330821763236644,0.18712359806019435,0.0,-0.007322375662112209,-0.014929314821178631,2.9939775689631096,0.0,-0.11715801059379534,0,1761146252.9210715
19,7,-0.018305877371469707,0.06895799757889433,-1.7142857142857142,-0.12004407572883558,-0.12814114160028794,0.4827059830522603,-12.0,-0.840308530101849,2,1761146252.9917057
20,22,-0.004745084510089774,0.15530119281012583,-0.5454545454545454,-0.03501820081824424,-0.10439185922197504,3.4166262418227684,-12.0,-0.7704004180013734,2,1761146253.1684184
21,14,-0.004396420673583117,0.19701550551910932,0.0,0.0,-0.061549889430163644,2.7582170772675303,0.0,0.0,0,1761146253.2534592
22,14,-0.004636605973450297,0.19662779178118378,0.0,0.0,-0.06491248362830417,2.752789084936573,0.0,0.0,0,1761146253.3671708
