iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,0.96,94.37,1.2,0.9944
10,1.11,91.37,1.4,1.0
15,1.008,93.03,1.17,0.9944
20,0.743,98.1,1.33,1.0
25,0.387,94.6,1.53,0.9889
30,0.562,96.0,1.63,0.9944
35,1.343,95.07,1.1,0.9944
40,1.554,87.6,0.9,0.9889
45,1.48,95.43,0.97,0.9889
50,0.75,92.5,1.3,1.0
