episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,218,-0.011281728582767814,-0.010717619832560242,-2.958715596330275,0.0,-0.013761467889908258,-0.05000000000000009,0.26006778650823686,-2.4594168310433835,-2.336441123498133,-645.0,0.0,-3.0,-10.90000000000002,56.69477745879564,43,False,True,1764412780.8328948
2,117,-0.013441379631511343,-0.019711980139175526,0.0,0.0,-0.02564102564102564,-0.04999999999999989,0.07133693501091994,-1.5726414168868272,-2.3063016762835367,0.0,0.0,-3.0,-5.849999999999987,8.346421396277632,0,False,True,1764412786.325563
3,116,-0.009069327956541402,0.004942905530021197,-5.301724137931035,0.0,-0.02586206896551724,-0.04999999999999989,0.3862557851574022,-1.0520420429588027,0.5733770414824588,-615.0,0.0,-3.0,-5.799999999999987,44.805671078258655,41,False,True,1764412794.5485423
4,68,-0.0030822986603053475,0.10377553952244213,-1.7647058823529411,0.0,0.0,-0.04999999999999994,0.14977114289389476,-0.20959630890076364,7.056736687526065,-120.0,0.0,0.0,-3.399999999999996,10.184437716784844,8,True,False,1764412806.9958916
5,32,-0.010694126127525414,-0.0053673913744735,-6.09375,0.0,-0.09375,-0.050000000000000024,0.49501825647357933,-0.34221203608081324,-0.171756523983152,-195.0,0.0,-3.0,-1.6000000000000008,15.840584207154539,13,False,True,1764412825.1765988
6,81,-0.009954890712029076,-0.003471226341945135,-6.481481481481482,0.0,-0.037037037037037035,-0.04999999999999992,0.48744780736481663,-0.8063461476743551,-0.2811693336975559,-525.0,0.0,-3.0,-4.049999999999994,39.48327239655015,35,False,True,1764412857.821495
7,106,-0.004890549643529064,0.02451038676144481,0.0,0.0,-0.02830188679245283,-0.0499999999999999,0.028853188149185686,-0.5183982622140808,2.59810099671315,0.0,0.0,-3.0,-5.299999999999989,3.058437943813683,0,False,True,1764412878.1451352
8,85,-0.006383200912113855,0.009507809423795026,-1.411764705882353,0.0,-0.03529411764705882,-0.04999999999999992,0.10758713505873432,-0.5425720775296777,0.8081638010225772,-120.0,0.0,-3.0,-4.249999999999993,9.144906479992418,8,False,True,1764412895.5531142
9,162,-0.00589762327859949,0.04151872057030369,0.0,0.0,0.0,-0.04999999999999988,0.023401594207059596,-0.9554149711331175,6.726032732389197,0.0,0.0,0.0,-8.09999999999998,3.7910582615436548,0,True,False,1764412917.852971
10,122,-0.0030469625501695348,0.07490183246997635,-2.459016393442623,0.0,0.0,-0.049999999999999885,0.16614717480136923,-0.37172943112068324,9.138023561337114,-300.0,0.0,0.0,-6.099999999999986,20.269955325767047,20,True,False,1764412930.1062286
11,50,-0.0019219737931949429,0.13034306653425434,0.0,0.0,0.0,-0.04999999999999998,0.07699058794187426,-0.09609868965974715,6.517153326712717,0.0,0.0,0.0,-2.499999999999999,3.849529397093713,0,True,False,1764412935.3219316
12,18,-0.002038109540799833,0.309390862339746,0.0,0.0,0.0,-0.05000000000000002,0.0,-0.03668597173439699,5.569035522115428,0.0,0.0,0.0,-0.9000000000000002,0.0,0,True,False,1764412945.410453
13,37,-0.0023582019824856036,0.15910660581669983,0.0,0.0,0.0,-0.050000000000000024,0.0,-0.08725347335196733,5.886944415217894,0.0,0.0,0.0,-1.850000000000001,0.0,0,True,False,1764412958.775073
14,99,-0.002012078289629873,0.0833714007029984,-0.7575757575757576,0.0,0.0,-0.049999999999999906,0.14536222712220448,-0.19919575067335743,8.253768669596841,-75.0,0.0,0.0,-4.94999999999999,14.390860485098242,5,True,False,1764412980.3560789
15,119,-0.0023323155564614717,0.07132557132385796,0.0,0.0,0.0,-0.04999999999999989,0.021011153433823468,-0.2775455512189151,8.487742987539097,0.0,0.0,0.0,-5.949999999999987,2.5003272586249925,0,True,False,1764412996.788559
16,63,-0.002654496354429386,0.1035906709765026,-1.6666666666666667,0.0,0.0,-0.04999999999999995,0.2983837686907297,-0.16723327032905133,6.526212271519664,-105.0,0.0,0.0,-3.149999999999997,18.79817742751597,7,True,False,1764413004.533045
17,100,-0.00625593894317104,0.06480693147638274,-2.25,0.0,0.0,-0.049999999999999906,0.4298278961597036,-0.625593894317104,6.480693147638274,-225.0,0.0,0.0,-4.99999999999999,42.98278961597036,15,True,False,1764413022.0566807
18,56,-0.0022295423239911648,0.11568382633474741,0.0,0.0,0.0,-0.04999999999999997,0.0,-0.12485437014350523,6.478294274745855,0.0,0.0,0.0,-2.799999999999998,0.0,0,True,False,1764413030.8187091
19,81,-0.0018103875308507448,0.10137041350359442,0.0,0.0,0.0,-0.04999999999999992,0.18762171001181277,-0.14664138999891033,8.211003493791148,0.0,0.0,0.0,-4.049999999999994,15.197358510956834,0,True,False,1764413048.7187114
20,125,-0.0025317739722803406,0.0636524445548784,-1.08,0.0,0.0,-0.049999999999999885,0.20226629694895557,-0.31647174653504256,7.956555569359799,-135.0,0.0,0.0,-6.249999999999986,25.283287118619445,9,True,False,1764413067.1931205
