episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,400,-0.031403753442581575,-0.0001338716463869165,0.0,-0.0024740431683285126,-12.56150137703263,-0.05354865855476659,0.0,-0.9896172673314051,0,False,True,1761573773.8878415
2,170,-0.03176077330708098,0.00022371861199348974,0.0,0.0,-5.399331462203766,0.03803216403889326,0.0,0.0,0,False,True,1761573774.2826686
3,76,-0.01971591962456461,0.004648772532851346,0.0,0.0,-1.4984098914669104,0.3533067124967023,0.0,0.0,0,False,True,1761573774.4389746
4,35,-0.01579993004810126,0.006312254333290956,0.0,0.0,-0.552997551683544,0.22092890166518347,0.0,0.0,0,False,True,1761573774.793078
5,24,-0.01033324420257545,0.008330419996905834,0.0,-0.7419548729026498,-0.24799786086181078,0.19993007992574002,0.0,-17.806916949663595,0,False,True,1761573775.0783966
6,154,-0.035704905803957354,-0.0007688155197589148,0.0,-0.009512213751498655,-5.498555493809433,-0.11839759004287287,0.0,-1.4648809177307929,0,False,True,1761573775.7068398
7,74,-0.016065741756342018,0.005471241731041198,-0.08108108108108109,-0.18093036231932336,-1.1888648899693093,0.40487188809704866,-6.0,-13.388846811629929,1,False,True,1761573775.93311
8,94,-0.030395022131515202,0.00027189374829308385,0.0,0.0,-2.857132080362429,0.02555801233954988,0.0,0.0,0,False,True,1761573776.1532915
9,60,-0.04075289206419577,-0.0029381456389231658,0.0,-0.11378610255345706,-2.4451735238517465,-0.17628873833538994,0.0,-6.827166153207424,0,False,True,1761573776.3072934
10,193,-0.04237071393951225,-0.0033908713724473006,0.0,0.0,-8.177547790325864,-0.654438174882329,0.0,0.0,0,False,True,1761573777.030656
11,35,-0.023821957824039074,0.003314189661262379,0.0,0.0,-0.8337685238413676,0.11599663814418326,0.0,0.0,0,False,True,1761573777.1604047
12,94,-0.04408792029112521,-0.004164037894855219,0.0,0.0,-4.14426450736577,-0.3914195621163906,0.0,0.0,0,False,True,1761573777.4892828
13,78,-0.03785320365296356,-0.0020315832487614606,0.0,-0.1062787940831674,-2.9525498849311576,-0.15846349340339394,0.0,-8.289745938487057,0,False,True,1761573777.9101946
14,36,-0.03553317359920033,-0.0006370068584454399,0.0,0.0,-1.2791942495712119,-0.022932246904035836,0.0,0.0,0,False,True,1761573778.0791109
15,11,-0.004712718052460539,0.1011305646604182,0.0,-0.08579402060270781,-0.051839898577065925,1.1124362112646002,0.0,-0.943734226629786,0,True,False,1761573778.2129066
16,76,-0.040192669500213524,-0.0026106360384938305,0.0,0.0,-3.054642882016228,-0.1984083389255311,0.0,0.0,0,False,True,1761573778.7808535
17,68,-0.03777565480016064,-0.0017112877515035123,-0.17647058823529413,-1.0196769347787136,-2.5687445264109234,-0.11636756710223883,-12.0,-69.33803156495252,2,False,True,1761573779.0020497
18,102,-0.019647471176474272,0.00487913801629094,-0.058823529411764705,-0.16732463033513084,-2.004042060000376,0.49767207766167587,-6.0,-17.067112294183346,1,False,True,1761573779.312696
19,70,-0.02778458920496668,0.0016248140089592364,0.0,0.0,-1.9449212443476676,0.11373698062714654,0.0,0.0,0,False,True,1761573779.517975
