episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,18,-0.055434170936107245,0.5689697304854491,0.0,-0.9978150768499304,10.241455148738083,0.0,1760617764.5396018
2,13,-0.04992572862814934,0.021659595872083322,0.0,-0.6490344721659415,0.2815747463370832,0.0,1760617770.0439832
3,38,-0.05740597601018003,0.011415511318153016,0.0,-2.181427088386841,0.4337894300898146,0.0,1760617779.055924
4,23,-0.059884632450487064,0.452423351881563,-0.391304347826087,-1.3773465463612025,10.405737093275949,-9.0,1760617782.7222912
5,25,-0.05474697965225103,0.4180202949328461,0.0,-1.3686744913062758,10.450507373321152,0.0,1760617789.2176366
6,3,-0.13338808882063427,0.0200408047965233,0.0,-0.40016426646190284,0.0601224143895699,0.0,1760617794.272565
7,45,-0.07021007209347123,0.011986672939344153,-0.06666666666666667,-3.159453244206205,0.5394002822704869,-3.0,1760617805.3394675
8,53,-0.03764821492296961,0.010358476135323164,0.0,-1.9953553909173893,0.5489992351721277,0.0,1760617813.7652102
9,20,-0.10124161974847228,0.5056403471682224,0.0,-2.0248323949694456,10.112806943364447,0.0,1760617817.7324777
10,54,-0.06737250716996103,0.19719194285723574,0.0,-3.6381153871778955,10.64836491429073,0.0,1760617828.0831854
