iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
10,-23.519,153.83,1.33,0.1389
20,-24.117,193.23,1.27,0.1111
30,-24.316,155.03,1.1,0.0389
40,-21.852,161.1,1.07,0.1111
50,-23.867,151.5,0.83,0.0333
60,-26.686,148.63,1.33,0.05
70,-24.158,144.37,0.93,0.0278
80,-17.323,149.6,0.8,0.1444
90,-22.262,127.27,1.33,0.05
100,-24.284,132.97,0.93,0.0056
