episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at,pid,agent
1,2,-0.1026420641824362,0.0194237638466259,0.0,-0.2052841283648724,0.0388475276932519,0.0,1760598376.4792027,pid_5872,KL003
1,2,-0.1957071183733989,0.0063053837832385,0.0,-0.3914142367467979,0.0126107675664771,0.0,1760598376.4847193,pid_23120,KL003
1,2,-0.1420352899576704,0.0154959993936483,0.0,-0.2840705799153408,0.0309919987872967,0.0,1760598376.4847193,pid_15352,KL006
1,3,-0.08474977794921,0.0193154935246128,0.0,-0.25424933384763,0.0579464805738386,0.0,1760598376.492237,pid_3892,KL002
1,4,-0.1477339272287512,0.0067054321238921,0.0,-0.5909357089150048,0.0268217284955687,0.0,1760598376.5108848,pid_10828,KL004
1,3,-0.028296647415586,0.0253931252997139,0.0,-0.0848899422467581,0.0761793758991417,0.0,1760598376.517882,pid_29172,KL001
1,5,-0.140381860892267,0.0067031944309666,0.0,-0.7019093044613351,0.0335159721548333,0.0,1760598376.522886,pid_5396,KL002
1,6,-0.1316082714064521,0.0083645313703865,0.0,-0.7896496284387131,0.0501871882223193,0.0,1760598376.5358903,pid_13812,KL004
1,6,-0.1457922064150798,0.005484630679445,0.0,-0.8747532384904788,0.0329077840766705,0.0,1760598376.5358903,pid_10860,KL005
1,5,-0.1002411458423265,0.014396526374994,0.0,-0.5012057292116325,0.07198263187497,0.0,1760598376.5428922,pid_22908,KL006
1,5,-0.0850483896008357,0.0176228249906387,0.0,-0.4252419480041787,0.0881141249531937,0.0,1760598376.5474072,pid_21024,KL001
1,6,-0.0762754607912854,0.021291838471409,0.0,-0.4576527647477127,0.1277510308284545,0.0,1760598376.5614092,pid_15352,KL003
1,7,-0.0683773122592194,0.0187370602033097,0.0,-0.4786411858145364,0.1311594214231679,0.0,1760598376.579373,pid_22908,KL003
1,9,-0.187582749823549,-0.00379152989813,0.0,-1.6882447484119418,-0.0341237690831702,0.0,1760598376.5823698,pid_13812,KL002
1,7,-0.1092507863816829,0.0143548278157295,0.0,-0.7647555046717806,0.1004837947101069,0.0,1760598376.5833714,pid_21024,KL006
