episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,terminated_collision,truncated,finished_at
1,100,-0.0013998879090565785,0.034709466878754744,0.0,0.0,0.0,-0.005000000000000004,0.03388615698975363,-0.13998879090565786,3.4709466878754744,0.0,0.0,0.0,-0.5000000000000003,3.3886156989753626,0,True,False,False,1764587947.3210893
2,39,-0.0034742111534049247,0.0049090626146299976,0.0,0.0,-0.05128205128205128,-0.005000000000000003,0.0332649041843185,-0.13549423498279206,0.1914534419705699,0.0,0.0,-2.0,-0.1950000000000001,1.2973312631884215,0,False,False,True,1764587950.888012
3,28,-0.0038954081158782024,0.0030607689732106663,0.0,0.0,-0.07142857142857142,-0.005000000000000002,0.0,-0.10907142724458967,0.08570153124989865,0.0,0.0,-2.0,-0.14000000000000004,0.0,0,False,False,True,1764587955.2370872
4,91,-0.00596615324267268,-0.002876618078717853,0.0,0.0,0.0,-0.005000000000000004,0.0862643931948257,-0.5429199450832138,-0.26177224516332465,0.0,0.0,0.0,-0.4550000000000003,7.850059780729139,0,False,True,False,1764587972.945949
5,12,-0.0007768450781292607,0.013459009620703085,-1.25,0.0,0.0,-0.004999999999999999,0.5853014426490355,-0.009322140937551128,0.16150811544843702,-15.0,0.0,0.0,-0.05999999999999999,7.023617311788426,1,False,True,False,1764587976.6725678
6,131,-0.00390079936782535,0.003302937145819168,-2.404580152671756,0.0,-0.015267175572519083,-0.005000000000000004,0.12237458219666686,-0.5110047171851209,0.432684766102311,-315.0,0.0,-2.0,-0.6550000000000005,16.031070267763358,21,False,False,True,1764588002.543521
7,45,-0.0053636228101327545,-0.00021964323590187727,-0.3333333333333333,0.0,0.0,-0.005000000000000003,0.1650112714046959,-0.24136302645597396,-0.009883945615584477,-15.0,0.0,0.0,-0.22500000000000012,7.425507213211316,1,False,True,False,1764588030.9118958
8,202,-0.0038598675951949644,0.0027476148099563054,0.0,0.0,-0.009900990099009901,-0.005000000000000002,0.05726211565761317,-0.7796932542293828,0.5550181916111737,0.0,0.0,-2.0,-1.0100000000000005,11.56694736283786,0,False,False,True,1764588066.0658906
9,130,-0.0024658294599446792,0.021824350590396672,0.0,0.0,0.0,-0.005000000000000004,0.009058014565255923,-0.3205578297928083,2.8371655767515676,0.0,0.0,0.0,-0.6500000000000005,1.17754189348327,0,True,False,False,1764588084.4964797
10,8,-0.0037020789780855077,0.0023933523983407368,-1.875,0.0,0.0,-0.005,0.314667173187911,-0.02961663182468406,0.019146819186725894,-15.0,0.0,0.0,-0.04,2.517337385503288,1,False,True,False,1764588091.3069015
11,14,-0.002188155797531211,0.007767666097524614,-1.0714285714285714,0.0,0.0,-0.004999999999999999,0.2725645671207229,-0.030634181165436952,0.1087473253653446,-15.0,0.0,0.0,-0.06999999999999999,3.8159039396901204,1,False,True,False,1764588107.7810583
12,82,-0.005821426841959084,-0.005736089254144687,0.0,0.0,-0.024390243902439025,-0.005000000000000003,0.037504259332861514,-0.47735700104064493,-0.4703593188398643,0.0,0.0,-2.0,-0.41000000000000025,3.075349265294644,0,False,False,True,1764588130.129399
13,35,-0.0013019886460442027,0.012902310543105143,-0.42857142857142855,0.0,0.0,-0.005000000000000002,0.19030256043572966,-0.0455696026115471,0.45158086900868,-15.0,0.0,0.0,-0.17500000000000007,6.660589615250538,1,False,True,False,1764588138.3830292
14,43,-0.003925041509863214,0.0026781039553377276,0.0,0.0,-0.046511627906976744,-0.005000000000000003,0.0,-0.1687767849241182,0.11515847007952229,0.0,0.0,-2.0,-0.2150000000000001,0.0,0,False,False,True,1764588153.5072217
15,55,-0.002899060261338495,0.0035063268992145858,0.0,0.0,0.0,-0.005000000000000003,0.09947523710949259,-0.15944831437361723,0.1928479794568022,0.0,0.0,0.0,-0.27500000000000013,5.471138041022092,0,False,True,False,1764588182.247553
16,54,-0.003050228498244002,0.004388332541468881,-0.2777777777777778,0.0,0.0,-0.005000000000000003,0.03538575897625183,-0.16471233890517611,0.23696995723931957,-15.0,0.0,0.0,-0.27000000000000013,1.910830984717599,1,False,True,False,1764588204.9252596
17,24,-0.004491860572861074,0.0002560455291048813,0.0,0.0,0.0,-0.005000000000000002,0.072515151712805,-0.10780465374866578,0.006145092698517152,0.0,0.0,0.0,-0.12000000000000004,1.74036364110732,0,False,True,False,1764588212.3866644
