episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,3,-0.16158019905387563,0.0,0.0,-0.48474059716162693,0.0,0.0,1761040998.5888338
2,63,-0.15787694597071253,0.0,0.0,-9.946247596154889,0.0,0.0,1761040999.733752
3,15,-0.0769107709365235,0.0,0.0,-1.1536615640478525,0.0,0.0,1761041000.4023852
4,22,-0.10430750212740868,0.0,0.0,-2.2947650468029908,0.0,0.0,1761041037.7128081
5,12,-0.08647149930942151,0.0,0.0,-1.0376579917130582,0.0,0.0,1761041039.0095894
6,47,-0.08039350384252042,0.0,0.0,-3.7784946805984596,0.0,0.0,1761041040.7681165
7,100,-0.16003468354466555,0.0,-0.02,-16.003468354466555,0.0,-2.0,1761041076.2703927
8,23,-0.10750887626729817,0.0,0.0,-2.472704154147858,0.0,0.0,1761041076.7317493
9,25,-0.04475256158793392,0.0,-0.04,-1.118814039698348,0.0,-1.0,1761041077.5328825
10,29,-0.11234731776257102,0.0,-0.034482758620689655,-3.25807221511456,0.0,-1.0,1761041114.0900526
11,15,-0.07492500224940175,0.0,-0.13333333333333333,-1.1238750337410264,0.0,-2.0,1761041115.4079292
12,37,-0.1559324080208314,0.0,-0.05405405405405406,-5.769499096770761,0.0,-2.0,1761041151.6088576
13,47,-0.10649758555691062,0.0,-0.02127659574468085,-5.005386521174799,0.0,-1.0,1761041152.773334
14,12,-0.0752807821128517,0.0,0.0,-0.9033693853542204,0.0,0.0,1761041153.255569
15,21,-0.07955246007332632,0.0,0.0,-1.6706016615398527,0.0,0.0,1761041153.9975538
16,52,-0.07562303575581329,0.0,-0.019230769230769232,-3.9323978593022915,0.0,-1.0,1761041194.2400503
17,23,-0.0652727898016958,0.0,0.0,-1.5012741654390036,0.0,0.0,1761041194.7136931
18,49,-0.10133209655183364,0.02040816326530612,0.0,-4.965272731039849,1.0,0.0,1761041195.9810536
19,27,-0.05897860680841233,0.0,0.0,-1.592422383827133,0.0,0.0,1761041237.3376982
20,7,-0.13134846574142078,0.0,0.0,-0.9194392601899455,0.0,0.0,1761041237.7654614
21,21,-0.12272962715710965,0.0,0.0,-2.5773221702993028,0.0,0.0,1761041238.704878
22,45,-0.11040695534547104,0.0,0.0,-4.968312990546197,0.0,0.0,1761041239.7542472
23,4,-0.09516731975364101,0.0,0.0,-0.38066927901456404,0.0,0.0,1761041239.9729483
24,21,-0.07361404623439223,0.0,-0.047619047619047616,-1.545894970922237,0.0,-1.0,1761041281.2214527
25,10,-0.07943799184115333,0.0,0.0,-0.7943799184115333,0.0,0.0,1761041281.8224964
26,29,-0.0596051639838071,0.0,0.0,-1.728549755530406,0.0,0.0,1761041282.6917286
27,30,-0.08647205214841588,0.0,0.0,-2.5941615644524765,0.0,0.0,1761041283.5826244
28,27,-0.05453652037206814,0.0,0.0,-1.4724860500458397,0.0,0.0,1761041284.3485782
29,10,-0.06702836304936458,0.0,0.0,-0.6702836304936458,0.0,0.0,1761041328.0131016
30,22,-0.10359914068095771,0.0,0.0,-2.2791810949810696,0.0,0.0,1761041328.9021654
31,17,-0.06470193863182991,0.0,0.0,-1.0999329567411085,0.0,0.0,1761041329.6086516
32,27,-0.0724077750504174,0.0,0.0,-1.9550099263612697,0.0,0.0,1761041330.1240838
33,26,-0.06105488428933438,0.0,-0.038461538461538464,-1.587426991522694,0.0,-1.0,1761041330.7225194
34,12,-0.08885292700379221,0.0,0.0,-1.0662351240455066,0.0,0.0,1761041377.2244892
35,28,-0.060213804769650776,0.0,0.0,-1.6859865335502218,0.0,0.0,1761041378.3767517
36,5,-0.12109542002062815,0.0,0.0,-0.6054771001031407,0.0,0.0,1761041378.9780402
37,13,-0.07381188482241706,0.0,0.0,-0.9595545026914218,0.0,0.0,1761041379.7971835
38,8,-0.04587303654174267,0.0,0.0,-0.36698429233394136,0.0,0.0,1761041380.3719282
39,22,-0.0668482553555705,0.045454545454545456,0.0,-1.4706616178225511,1.0,0.0,1761041426.8628194
40,27,-0.06593458829816823,0.0,0.0,-1.780233884050542,0.0,0.0,1761041427.9007397
41,12,-0.0864202282572175,0.0,0.0,-1.03704273908661,0.0,0.0,1761041428.2728407
42,26,-0.05931645995632274,0.0,-0.07692307692307693,-1.5422279588643912,0.0,-2.0,1761041428.944022
43,21,-0.05593308482855598,0.0,0.0,-1.1745947813996755,0.0,0.0,1761041429.4929593
44,41,-0.0743238041940638,0.0,0.0,-3.0472759719566156,0.0,0.0,1761041477.9092417
45,30,-0.04735094631945923,0.0,0.0,-1.4205283895837768,0.0,0.0,1761041478.4609907
46,18,-0.057912756402093,0.05555555555555555,0.0,-1.042429615237674,1.0,0.0,1761041479.0393727
47,44,-0.0566119708897103,0.0,0.0,-2.4909267191472533,0.0,0.0,1761041480.270527
48,20,-0.06968040975452719,0.0,0.0,-1.3936081950905437,0.0,0.0,1761041480.6640859
49,18,-0.05379764430915606,0.0,0.0,-0.9683575975648091,0.0,0.0,1761041481.1782026
50,33,-0.05982177631412004,0.0,0.0,-1.9741186183659614,0.0,0.0,1761041529.3004994
51,12,-0.06464609086162561,0.0,0.0,-0.7757530903395073,0.0,0.0,1761041529.6565092
52,30,-0.04912363900038263,0.0,-0.03333333333333333,-1.4737091700114788,0.0,-1.0,1761041530.5659173
53,7,-0.0918145613767148,0.0,0.0,-0.6427019296370036,0.0,0.0,1761041530.867152
54,41,-0.06390061135152704,0.0,0.0,-2.6199250654126085,0.0,0.0,1761041531.9975498
55,36,-0.05146692407095906,0.0,0.0,-1.8528092665545262,0.0,0.0,1761041580.827079
56,14,-0.06967279697019547,0.0,0.0,-0.9754191575827367,0.0,0.0,1761041581.2655087
57,30,-0.05008531376950746,0.03333333333333333,-0.26666666666666666,-1.5025594130852238,1.0,-8.0,1761041582.1486998
58,13,-0.059075558713963,0.0,0.0,-0.767982263281519,0.0,0.0,1761041582.5527163
59,28,-0.04642504661745853,0.0,-0.03571428571428571,-1.2999013052888388,0.0,-1.0,1761041583.3848877
60,40,-0.05438307126761401,0.0,0.0,-2.1753228507045606,0.0,0.0,1761041633.7082272
61,11,-0.06624821509353018,0.0,0.0,-0.728730366028832,0.0,0.0,1761041633.9380662
62,9,-0.10170233639121282,0.0,0.0,-0.9153210275209154,0.0,0.0,1761041634.6370718
63,14,-0.06861905124358307,0.0,0.0,-0.9606667174101631,0.0,0.0,1761041635.221141
64,9,-0.06955103739283429,0.0,0.0,-0.6259593365355086,0.0,0.0,1761041635.7528
65,13,-0.0713985824398286,0.0,0.0,-0.9281815717177719,0.0,0.0,1761041636.3028448
66,10,-0.0886549105066272,0.0,0.0,-0.886549105066272,0.0,0.0,1761041636.860613
67,13,-0.06482388204110763,0.0,0.0,-0.8427104665343992,0.0,0.0,1761041685.1783257
68,15,-0.06378923248247821,0.0,0.0,-0.9568384872371731,0.0,0.0,1761041686.0415242
69,13,-0.07292653398840977,0.0,0.0,-0.9480449418493271,0.0,0.0,1761041686.7142322
70,31,-0.06117123206517729,0.0,0.0,-1.896308194020496,0.0,0.0,1761041687.6621509
71,22,-0.053333300701702065,0.0,0.0,-1.1733326154374455,0.0,0.0,1761041688.199459
72,24,-0.06513605252596495,0.0,0.0,-1.563265260623159,0.0,0.0,1761041737.829115
73,43,-0.049499138648201095,0.023255813953488372,0.0,-2.128462961872647,1.0,0.0,1761041738.7973793
