episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,12,-0.014320448082964806,0.017001621803267697,0.0,0.0,-0.17184537699557767,0.20401946163921236,0.0,0.0,0,False,False,True,1761322344.5105627
2,34,-0.01581817757783231,0.012702680541748815,-0.17647058823529413,-0.2278177550034077,-0.5378180376462985,0.4318911384194597,-6.0,-7.745803670115862,1,True,False,False,1761322345.3756845
3,1,-0.0029147965077560923,0.03431720720030196,-6.0,0.0,-0.0029147965077560923,0.03431720720030196,-6.0,0.0,1,True,False,False,1761322345.4429855
4,8,-0.009627925365170039,0.021052413865032038,0.0,0.0,-0.07702340292136031,0.1684193109202563,0.0,0.0,0,True,False,False,1761322345.5728009
5,15,-0.008395405445895943,0.01900004090946359,0.0,0.0,-0.12593108168843914,0.28500061364195384,0.0,0.0,0,True,False,False,1761322345.7948058
6,177,-0.030828258758554404,0.001238040633255394,0.0,-0.03283246337862457,-5.45660180026413,0.21913319208620474,0.0,-5.811346018016549,0,False,False,True,1761322347.4556005
7,12,-0.012997196588638885,0.18396029746348064,0.0,0.0,-0.15596635906366663,2.2075235695617677,0.0,0.0,0,False,True,False,1761322347.7344499
8,1,-0.002900533315407445,0.03431898407698397,0.0,0.0,-0.002900533315407445,0.03431898407698397,0.0,0.0,0,True,False,False,1761322348.0545824
9,1,-0.002967963386669252,0.03431119397671878,-6.0,0.0,-0.002967963386669252,0.03431119397671878,-6.0,0.0,1,True,False,False,1761322348.0982301
10,6,-0.005268497493097783,0.02468957914758933,-1.0,-1.0968177326041155,-0.0316109849585867,0.14813747488553597,-6.0,-6.580906395624693,1,True,False,False,1761322348.19298
11,1,-0.0029090777336503227,0.034318584846450895,0.0,0.0,-0.0029090777336503227,0.034318584846450895,0.0,0.0,0,True,False,False,1761322348.2357254
12,87,-0.02912587403872767,0.001929829362024848,0.0,0.0,-2.533951041369307,0.16789515449616177,0.0,0.0,0,False,False,True,1761322348.9625523
13,17,-0.005994212245655533,0.019297015908635612,-0.35294117647058826,-0.37816515923739624,-0.10190160817614406,0.32804927044680543,-6.0,-6.428807707035737,1,True,False,False,1761322350.7117002
