iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
500,-415.73,135.2,42.07,0.3378
1000,-352.426,248.9,43.33,0.3567
1500,-471.735,218.33,51.67,0.3689
2000,-579.39,382.37,62.23,0.2867
2500,-355.956,360.63,47.27,0.3256
3000,-968.396,382.3,92.23,0.2189
3500,-693.637,386.87,75.77,0.2833
4000,-573.615,398.2,73.4,0.2533
4500,-372.595,365.2,56.17,0.3333
5000,-548.589,393.37,74.5,0.3489
5500,-527.303,400.0,86.37,0.2556
6000,-459.126,384.37,61.87,0.4367
