episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,84,-0.1767832663522394,0.0,-0.023809523809523808,-14.849794373588109,0.0,-2.0,1761043112.715161
2,29,-0.08404679002969144,0.0,0.0,-2.4373569108610518,0.0,0.0,1761043113.1861298
3,11,-0.06072739598118468,0.0,0.0,-0.6680013557930314,0.0,0.0,1761043113.6447198
4,65,-0.14507048082339521,0.0,-0.015384615384615385,-9.42958125352069,0.0,-1.0,1761043150.09801
5,38,-0.1694136274910184,0.0,0.0,-6.4377178446587,0.0,0.0,1761043150.950418
6,3,-0.15828210410673874,0.0,0.0,-0.47484631232021624,0.0,0.0,1761043151.7873154
7,24,-0.14377642937864826,0.0,-0.041666666666666664,-3.4506343050875583,0.0,-1.0,1761043184.6372077
8,2,-0.12263764282595899,0.0,0.0,-0.24527528565191797,0.0,0.0,1761043185.3129756
9,44,-0.19767551301266478,0.0,0.0,-8.69772257255725,0.0,0.0,1761043187.120539
10,16,-0.14457944891380856,0.0,0.0,-2.313271182620937,0.0,0.0,1761043187.4567916
11,52,-0.12890096994407507,0.0,0.0,-6.702850437091904,0.0,0.0,1761043222.0422664
12,51,-0.15730833205814568,0.0,0.0,-8.02272493496543,0.0,0.0,1761043222.8587933
13,34,-0.06510570379637179,0.0,0.0,-2.213593929076641,0.0,0.0,1761043223.5174935
14,50,-0.08817938238233523,0.0,-0.02,-4.408969119116762,0.0,-1.0,1761043224.3980508
