feature,index,min,max,mean,std,samples,episode_index
cos_drift,0,-0.9999995827674866,1.0,-0.01263901370716771,0.7044626668430084,943,1
sin_drift,1,-0.9999924302101135,0.9999973177909851,0.2412801945306978,0.6680988501597463,943,1
airspeed_norm,2,-0.47060084342956543,1.0000131130218506,-0.06062023069808051,0.1567859451872416,943,1
risk_0,3,0.014000000432133675,0.9698342680931091,0.13139388641917304,0.2096250255011961,943,1
risk_1,4,0.014000000432133675,0.7204325795173645,0.04339987231855016,0.07917892370823157,943,1
risk_2,5,0.014000000432133675,0.11451554298400879,0.022436418456014563,0.020580748793200578,943,1
x_r_0,6,-1.225189208984375,0.7740272879600525,0.003502304724754395,0.313993380579731,943,1
x_r_1,7,-1.223791480064392,0.7912667393684387,-0.023449896202253056,0.2916585455972522,943,1
x_r_2,8,-1.1304203271865845,0.8259744048118591,-0.09919093581816674,0.39719624264889974,943,1
y_r_0,9,-0.9423213601112366,0.9376376867294312,-0.06416393302959784,0.25858597736088235,943,1
y_r_1,10,-1.1575461626052856,0.3989984691143036,-0.10607079972976832,0.30127894733983324,943,1
y_r_2,11,-1.1725645065307617,1.5333185195922852,0.02047840361171058,0.28176160800151506,943,1
vx_r_0,12,-0.7436326742172241,0.8241243958473206,0.01197380001505111,0.2484334538693988,943,1
vx_r_1,13,-0.9375393390655518,0.8216282725334167,0.007144177296565066,0.24454082064949456,943,1
vx_r_2,14,-0.8216282725334167,0.9375393390655518,-0.010592902922788156,0.2644428602704101,943,1
vy_r_0,15,-0.6481682062149048,0.6481682062149048,-0.012312152026745099,0.21545095802156775,943,1
vy_r_1,16,-0.5643296241760254,0.7740116119384766,-0.04759080441995926,0.22268094510720632,943,1
vy_r_2,17,-0.4974137842655182,0.46527138352394104,0.004202489724634844,0.19831881389307296,943,1
cos_trk_0,18,-0.9999980330467224,0.9999980330467224,0.05881889227210829,0.7204119180241303,943,1
cos_trk_1,19,-0.9999947547912598,1.0,0.030543696961917763,0.7111353700497769,943,1
cos_trk_2,20,-0.9999962449073792,0.9999771118164062,-0.04598021657738938,0.7366053876305421,943,1
sin_trk_0,21,-1.0,1.0,-0.03546996115265399,0.6909019105485389,943,1
sin_trk_1,22,-0.9999966621398926,0.9999818801879883,-0.12361141570134393,0.692183607164808,943,1
sin_trk_2,23,-0.9999999403953552,0.9999925494194031,-0.003035930278913505,0.6755356574270852,943,1
dist_n_0,24,-0.6518203616142273,0.9965782165527344,-0.27913036266162095,0.3887845730545854,943,1
dist_n_1,25,-0.6436529755592346,0.9947011470794678,-0.23719367105094077,0.3859431014643174,943,1
dist_n_2,26,-0.6283079385757446,1.3914180994033813,-0.1397798449667024,0.402442137888818,943,1
cos_drift,0,-0.9999995827674866,1.0,0.18233896056985083,0.708635695688155,1359,2
sin_drift,1,-0.9999924302101135,0.9999973177909851,0.06488368282351621,0.6790337656926875,1359,2
airspeed_norm,2,-0.47060084342956543,1.0000131130218506,-0.04160074767385244,0.17183829271662798,1359,2
risk_0,3,0.014000000432133675,0.9698342680931091,0.14284670851491482,0.21591638582663214,1359,2
risk_1,4,0.014000000432133675,0.7204325795173645,0.043973146634885045,0.06904694900014675,1359,2
risk_2,5,0.014000000432133675,0.11451554298400879,0.023721030454827728,0.0213558669799619,1359,2
x_r_0,6,-1.225189208984375,0.7740272879600525,-0.0056842911614682435,0.2680296223183681,1359,2
x_r_1,7,-1.223791480064392,0.7912667393684387,-0.03282839925142748,0.2507357475036795,1359,2
x_r_2,8,-1.1304203271865845,0.8259744048118591,-0.08577040364300667,0.34004911526848863,1359,2
y_r_0,9,-0.9423213601112366,0.9376376867294312,-0.04915630249573832,0.23141182253896156,1359,2
y_r_1,10,-1.1575461626052856,0.3989984691143036,-0.0721184987887869,0.26453425831665767,1359,2
y_r_2,11,-1.1725645065307617,1.5333185195922852,0.023310249800904514,0.24587013524902593,1359,2
vx_r_0,12,-0.7747278809547424,0.8241243958473206,-0.0017457924065121242,0.23153942861057317,1359,2
vx_r_1,13,-0.9375393390655518,0.8216282725334167,-0.01352815039257924,0.23008320978306263,1359,2
vx_r_2,14,-0.8216282725334167,0.9375393390655518,-0.01983838883586714,0.24634353526908245,1359,2
vy_r_0,15,-0.7070879340171814,0.7721535563468933,0.0035241430811977993,0.23005184579882476,1359,2
vy_r_1,16,-0.5643296241760254,0.7799577116966248,-0.014178096391938401,0.22664102026806743,1359,2
vy_r_2,17,-0.7799577116966248,0.46527138352394104,0.012616834068587605,0.19916697993113847,1359,2
cos_trk_0,18,-0.9999980330467224,0.9999980330467224,0.013338697791878094,0.6934359506943674,1359,2
cos_trk_1,19,-0.9999964833259583,1.0,-0.03080922938544763,0.6872762355719714,1359,2
cos_trk_2,20,-1.0,0.9999964833259583,-0.07022350249858958,0.7157805812593578,1359,2
sin_trk_0,21,-1.0,1.0,0.014153138185303716,0.7207665697859723,1359,2
sin_trk_1,22,-0.9999966621398926,0.9999881982803345,-0.02509194443561364,0.72581524948187,1359,2
sin_trk_2,23,-0.9999999403953552,0.9999998807907104,0.02976419629343957,0.6946747484778365,1359,2
dist_n_0,24,-0.6518203616142273,0.9965782165527344,-0.33433120908260905,0.3416812313239596,1359,2
dist_n_1,25,-0.6436529755592346,0.9947011470794678,-0.30765818968340586,0.3440357122677918,1359,2
dist_n_2,26,-0.6283079385757446,1.3914180994033813,-0.22980151271906993,0.36892261140644844,1359,2
cos_drift,0,-0.9999995827674866,1.0,-0.004329361176149344,0.7324703153318399,2105,3
sin_drift,1,-0.9999924302101135,0.9999973177909851,0.07624206595152763,0.6768516482752567,2105,3
airspeed_norm,2,-0.47060084342956543,1.0000131130218506,-0.03384292845170717,0.16477364781519063,2105,3
risk_0,3,0.014000000432133675,1.0,0.1499603961755892,0.21970114707238517,2105,3
risk_1,4,0.014000000432133675,0.7204325795173645,0.043365631847600374,0.05990601349018089,2105,3
risk_2,5,0.014000000432133675,0.11451554298400879,0.025027441801923653,0.021669958755679307,2105,3
x_r_0,6,-1.225189208984375,0.7740272879600525,-0.010530041313771069,0.23442035527168506,2105,3
x_r_1,7,-1.223791480064392,0.7912667393684387,-0.03254694363648748,0.23744632788778663,2105,3
x_r_2,8,-1.1304203271865845,0.8259744048118591,-0.05334056033491384,0.29508640681936477,2105,3
y_r_0,9,-0.9423213601112366,0.9376376867294312,-0.04428083178690405,0.21394354375516908,2105,3
y_r_1,10,-1.1575461626052856,0.3989984691143036,-0.06237801188717324,0.2422879811655708,2105,3
y_r_2,11,-1.1725645065307617,1.5333185195922852,-0.02999510028926783,0.2626621693151947,2105,3
vx_r_0,12,-0.7747278809547424,0.8241243958473206,-0.007943212780503668,0.24835896860697163,2105,3
vx_r_1,13,-0.9375393390655518,0.8216282725334167,-0.02941447535378665,0.23013381658105717,2105,3
vx_r_2,14,-0.8216282725334167,0.9375393390655518,-0.021640747716787152,0.24533647904608866,2105,3
vy_r_0,15,-0.7070879340171814,0.7721535563468933,0.004652506081003586,0.21959184599011175,2105,3
vy_r_1,16,-0.708030641078949,0.7799577116966248,-0.025788594186321047,0.21847968834098208,2105,3
vy_r_2,17,-0.7799577116966248,0.683062732219696,-0.01347346327733801,0.20467069191556994,2105,3
cos_trk_0,18,-0.9999998807907104,0.9999998807907104,-0.0049199359566128005,0.7129344208897751,2105,3
cos_trk_1,19,-0.9999964833259583,1.0,-0.05764228690491936,0.6813251673759957,2105,3
cos_trk_2,20,-1.0,0.9999964833259583,-0.08053161732697893,0.7012091195244509,2105,3
sin_trk_0,21,-1.0,1.0,0.02180775014977826,0.7012130737287046,2105,3
sin_trk_1,22,-1.0,0.9999999403953552,-0.09036601740600436,0.7244150684732636,2105,3
sin_trk_2,23,-0.9999999403953552,0.9999998807907104,-0.062061680815587175,0.7060022308032047,2105,3
dist_n_0,24,-0.6648707985877991,0.9965782165527344,-0.3618840152289493,0.29969037413829075,2105,3
dist_n_1,25,-0.6629635095596313,0.9947011470794678,-0.3125158965992439,0.29650724953510293,2105,3
dist_n_2,26,-0.6316134333610535,1.3914180994033813,-0.24295904047951306,0.32326534577639593,2105,3
cos_drift,0,-0.9999998807907104,1.0,-0.034107542431177786,0.7409225906292692,2993,4
sin_drift,1,-0.9999991655349731,0.9999973177909851,0.027387701527821218,0.6704132220417629,2993,4
airspeed_norm,2,-0.47060084342956543,1.0000131130218506,-0.038432206205022225,0.16409899859063534,2993,4
risk_0,3,0.014000000432133675,1.0,0.14127767554055234,0.20829007353362564,2993,4
risk_1,4,0.014000000432133675,0.7204325795173645,0.0430778069894623,0.06226877656369048,2993,4
risk_2,5,0.014000000432133675,0.11451554298400879,0.024362237542753178,0.020775303436006295,2993,4
x_r_0,6,-1.225189208984375,0.7740272879600525,-0.013893575883864692,0.21043371158439814,2993,4
x_r_1,7,-1.223791480064392,0.7912667393684387,-0.02704103441328724,0.21477348386092937,2993,4
x_r_2,8,-1.1304203271865845,0.8259744048118591,-0.04829088847309402,0.2657091238856945,2993,4
y_r_0,9,-0.9423213601112366,0.9376376867294312,-0.02642962004672204,0.22632628910275956,2993,4
y_r_1,10,-1.1575461626052856,0.6681191921234131,-0.045327519052133385,0.2590854379344394,2993,4
y_r_2,11,-1.1725645065307617,1.5333185195922852,-0.01426214789958142,0.2818382132986196,2993,4
vx_r_0,12,-0.8998227715492249,0.8998227715492249,-0.0021527310474828056,0.2562997224727407,2993,4
vx_r_1,13,-0.9375393390655518,0.8216282725334167,-0.023302401948001303,0.23239739867793585,2993,4
vx_r_2,14,-0.8216282725334167,0.9375393390655518,-0.02915437787965583,0.23627676713747617,2993,4
vy_r_0,15,-0.766615092754364,0.7721535563468933,0.0008989859301411893,0.21356072491505476,2993,4
vy_r_1,16,-0.708030641078949,0.7799577116966248,-0.024970413777045203,0.22045327612984814,2993,4
vy_r_2,17,-0.7799577116966248,0.766615092754364,0.009114782316289429,0.2303262362254452,2993,4
cos_trk_0,18,-1.0,1.0,0.0013320167381157956,0.7343578167721954,2993,4
cos_trk_1,19,-0.9999964833259583,1.0,-0.057724786791373314,0.6982677360001122,2993,4
cos_trk_2,20,-1.0,0.9999985694885254,-0.1005511642444108,0.679333827322038,2993,4
sin_trk_0,21,-1.0,1.0,0.001389973433500052,0.6790059744299364,2993,4
sin_trk_1,22,-1.0,0.9999999403953552,-0.08853074427823447,0.7082251172889419,2993,4
sin_trk_2,23,-0.9999999403953552,1.0,-0.005753238241136253,0.7271126113158038,2993,4
dist_n_0,24,-0.6648707985877991,0.9965782165527344,-0.36126294389873403,0.27941231538919287,2993,4
dist_n_1,25,-0.6629635095596313,0.9947011470794678,-0.30783053026631063,0.2783636041444581,2993,4
dist_n_2,26,-0.6316134333610535,1.3914180994033813,-0.2389982250791655,0.29711077293765714,2993,4
cos_drift,0,-0.9999998807907104,1.0,0.037919926361529355,0.7431981825334832,3380,5
sin_drift,1,-0.9999991655349731,0.9999973177909851,0.02076525772848547,0.6678942552716403,3380,5
airspeed_norm,2,-0.47060084342956543,1.0000131130218506,-0.03564061212207716,0.170053424228805,3380,5
risk_0,3,0.014000000432133675,1.0,0.13037610815248354,0.19899203688038036,3380,5
risk_1,4,0.014000000432133675,0.7204325795173645,0.04115170553442339,0.0593405015756427,3380,5
risk_2,5,0.014000000432133675,0.11451554298400879,0.023863606462696033,0.020331443595674455,3380,5
x_r_0,6,-1.225189208984375,0.7740272879600525,-0.011218418559723513,0.2068611048939945,3380,5
x_r_1,7,-1.223791480064392,0.7912667393684387,-0.027917846607305546,0.21361026413485262,3380,5
x_r_2,8,-1.1304203271865845,0.8259744048118591,-0.056780379373100764,0.2641777114104341,3380,5
y_r_0,9,-0.9423213601112366,0.9376376867294312,-0.030218070357846922,0.22291545064099158,3380,5
y_r_1,10,-1.1575461626052856,0.6681191921234131,-0.04037637861418687,0.26097595802912266,3380,5
y_r_2,11,-1.1725645065307617,1.5333185195922852,-0.00840230196947617,0.28470760583884297,3380,5
vx_r_0,12,-0.9141075015068054,0.9227200150489807,-0.004125656493775185,0.25988349255098814,3380,5
vx_r_1,13,-0.9375393390655518,0.8216282725334167,-0.025578810463689265,0.23631838941100664,3380,5
vx_r_2,14,-0.8216282725334167,0.9375393390655518,-0.034219047817549836,0.23785317356400987,3380,5
vy_r_0,15,-0.9463821649551392,0.9475196003913879,0.0026104670459186404,0.21375620573244164,3380,5
vy_r_1,16,-0.758328378200531,0.7799577116966248,-0.017300516000092685,0.22183298705453772,3380,5
vy_r_2,17,-0.9475196003913879,0.766615092754364,0.013258688954286264,0.23317350544438198,3380,5
cos_trk_0,18,-1.0,1.0,-0.0025900249325700453,0.7455700969628005,3380,5
cos_trk_1,19,-0.999998152256012,1.0,-0.06395593247746294,0.7003243364053003,3380,5
cos_trk_2,20,-1.0,0.9999985694885254,-0.11024160477217906,0.6759963526160456,3380,5
sin_trk_0,21,-1.0,1.0,0.0028101653553450666,0.666638257236813,3380,5
sin_trk_1,22,-1.0,0.9999999403953552,-0.07496746631137428,0.7071975775019508,3380,5
sin_trk_2,23,-0.9999999403953552,1.0,0.009580726456951868,0.7287497869642138,3380,5
dist_n_0,24,-0.6648707985877991,0.9965782165527344,-0.3596353505319343,0.2682636692351259,3380,5
dist_n_1,25,-0.6629635095596313,0.9947011470794678,-0.3023247758285472,0.2714798918210652,3380,5
dist_n_2,26,-0.6316134333610535,1.3914180994033813,-0.23186544294585945,0.2914197872191749,3380,5
cos_drift,0,-0.9999998807907104,1.0,0.037919926361529355,0.7431981825334832,3380,5
sin_drift,1,-0.9999991655349731,0.9999973177909851,0.02076525772848547,0.6678942552716403,3380,5
airspeed_norm,2,-0.47060084342956543,1.0000131130218506,-0.03564061212207716,0.170053424228805,3380,5
risk_0,3,0.014000000432133675,1.0,0.13037610815248354,0.19899203688038036,3380,5
risk_1,4,0.014000000432133675,0.7204325795173645,0.04115170553442339,0.0593405015756427,3380,5
risk_2,5,0.014000000432133675,0.11451554298400879,0.023863606462696033,0.020331443595674455,3380,5
