episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at,pid,agent
1,30,-0.0067689596978845,0.0510679664543171,-0.5,-0.0304319414220326,-0.2030687909365364,1.5320389936295156,-15.0,-0.9129582426609796,5,1761293939.2181149,pid_8932,KL001
1,30,-0.0104271689607172,0.0502033289798317,0.0,0.0,-0.3128150688215171,1.5060998693949523,0.0,0.0,0,1761293939.219118,pid_2060,KL005
1,35,-0.0107553566550938,0.0443156003852448,-0.0857142857142857,0.0,-0.3764374829282846,1.5510460134835693,-3.0,0.0,1,1761293939.2255542,pid_37692,KL002
1,28,-0.0285174282727012,0.0042957561724261,0.0,0.0,-0.7984879916356357,0.1202811728279331,0.0,0.0,0,1761293939.248001,pid_27844,KL004
1,33,-0.0170468244654142,0.0116577422349867,-0.0909090909090909,-0.0163494662838947,-0.5625452073586703,0.3847054937545635,-3.0,-0.5395323873685255,1,1761293939.254475,pid_15220,KL001
1,33,-0.0096783646622387,0.0158847893042539,0.0,0.0,-0.3193860338538771,0.5241980470403806,0.0,0.0,0,1761293939.2569892,pid_10784,KL001
1,33,-0.0358889458665443,-0.0025405837123138,-0.4545454545454545,-0.0303772622075381,-1.1843352135959644,-0.0838392625063562,-15.0,-1.0024496528487574,5,1761293939.275999,pid_30840,KL005
1,40,-0.0241561314130409,0.0057899609097975,-0.675,-0.093015854719208,-0.9662452565216384,0.2315984363919011,-27.0,-3.7206341887683214,9,1761293939.276998,pid_28436,KL004
1,43,-0.02225948556439,0.0080176230128626,0.0,0.0,-0.95715787926877,0.3447577895530958,0.0,0.0,0,1761293939.281999,pid_16184,KL004
1,39,-0.0264074647641765,0.0038027264866713,0.0,0.0,-1.0298911258028849,0.1483063329801837,0.0,0.0,0,1761293939.2920392,pid_8932,KL003
1,45,-0.0347509794523855,-0.0011642005976588,0.0,0.0,-1.5637940753573512,-0.0523890268946469,0.0,0.0,0,1761293939.2955525,pid_16184,KL002
1,38,-0.0359564502350268,-0.0030614501593762,-0.5526315789473685,-0.0669147281543249,-1.3663451089310188,-0.1163351060562969,-21.0,-2.542759669864348,7,1761293939.3020315,pid_8676,KL004
1,37,-0.0233236694942649,0.0065303878905291,0.0,0.0,-0.8629757712878029,0.2416243519495775,0.0,0.0,0,1761293939.313558,pid_25128,KL002
1,44,-0.0324706388793102,-0.000887288798233,-1.0909090909090908,-0.0693831114821907,-1.428708110689653,-0.0390407071222538,-48.0,-3.0528569052163936,16,1761293939.3145535,pid_22744,KL004
1,47,-0.0145456095919371,0.0100348813374133,-1.5957446808510638,-0.2073094360647708,-0.6836436508210447,0.4716394228584276,-75.0,-9.743543495044229,25,1761293939.333204,pid_22744,KL006
1,49,-0.0276781034940508,0.0038015539970197,0.0,0.0,-1.3562270712084896,0.1862761458539688,0.0,0.0,0,1761293939.3637767,pid_15220,KL002
1,40,-0.0442364897173452,-0.0053375957379499,0.0,0.0,-1.7694595886938085,-0.2135038295179994,0.0,0.0,0,1761293939.3707757,pid_38700,KL006
1,50,-0.0191391913821036,0.0105429159311343,0.0,0.0,-0.9569595691051822,0.5271457965567163,0.0,0.0,0,1761293939.376782,pid_19268,KL001
1,56,-0.0185508450475828,0.0100332751306549,-0.4821428571428571,-0.2375183031368343,-1.0388473226646375,0.5618634073166746,-27.0,-13.301024975662724,9,1761293939.386785,pid_22744,KL003
1,59,-0.0209225076484402,0.0082829325025677,0.0,-0.0351492697300185,-1.234427951257976,0.4886930176515001,0.0,-2.073806914071094,0,1761293939.4108794,pid_37692,KL001
1,59,-0.0227995099948009,0.006686748280054,0.0,0.0,-1.345171089693257,0.3945181485231874,0.0,0.0,0,1761293939.4118786,pid_28436,KL002
1,59,-0.0160442734490849,0.0112398759424366,0.0,0.0,-0.9466121334960116,0.6631526806037646,0.0,0.0,0,1761293939.4308906,pid_2060,KL004
1,56,-0.036004420735148,-0.0013210991380922,-0.3214285714285714,-0.0194606752829322,-2.016247561168292,-0.0739815517331633,-18.0,-1.0897978158442063,6,1761293939.4639986,pid_27844,KL005
1,70,-0.023353039221263,0.0065315433622237,0.0,0.0,-1.634712745488414,0.4572080353556629,0.0,0.0,0,1761293939.4730077,pid_37692,KL006
1,57,-0.0188565013577918,0.0099628337007748,-0.3684210526315789,-0.0260853602809691,-1.0748205773941355,0.5678815209441669,-21.0,-1.4868655360152403,7,1761293939.4750085,pid_25128,KL006
1,58,-0.013456257081764,0.0134861318620431,0.0,0.0,-0.7804629107423169,0.7821956479985042,0.0,0.0,0,1761293939.482007,pid_14280,KL002
1,65,-0.0193074983622504,0.0088216813489667,0.0,-0.0530358436525027,-1.2549873935462763,0.5734092876828389,0.0,-3.4473298374126795,0,1761293939.4870083,pid_10256,KL002
1,65,-0.0308008626490371,0.0013967189601387,-0.3230769230769231,-0.0935405318125744,-2.002056072187414,0.0907867324090185,-21.0,-6.080134567817339,7,1761293939.4983454,pid_8676,KL003
1,80,-0.0237959334323018,0.0057930865639782,0.0,0.0,-1.903674674584147,0.4634469251182589,0.0,0.0,0,1761293939.4983454,pid_16184,KL006
1,60,-0.0102298994611981,0.0326403230473774,-0.25,-0.0167074942141459,-0.6137939676718879,1.9584193828426488,-15.0,-1.0024496528487574,5,1761293939.5023477,pid_30840,KL003
1,81,-0.0228480423387325,0.0067188827750445,0.0,0.0,-1.85069142943734,0.5442295047786118,0.0,0.0,0,1761293939.5033462,pid_16184,KL001
1,79,-0.0231644644327232,0.0062393534415567,-0.0379746835443038,0.0,-1.82999269018514,0.4929089218829806,-3.0,0.0,1,1761293939.519864,pid_37692,KL005
1,63,-0.0454502612464786,-0.008829517971434,0.0,0.0,-2.863366458528152,-0.5562596322003444,0.0,0.0,0,1761293939.5338726,pid_38700,KL002
1,72,-0.032143014790941,0.0002205723506813,-0.875,-0.0341379846307484,-2.3142970649477568,0.0158812092490585,-63.0,-2.4579348934138867,21,1761293939.5607393,pid_34040,KL001
1,79,-0.0222704972193746,0.0059458899152097,0.0,0.0,-1.7593692803305965,0.4697253033015674,0.0,0.0,0,1761293939.5709789,pid_15220,KL004
1,74,-0.0263413629543945,0.0043718373542427,0.0,0.0,-1.9492608586251985,0.3235159642139618,0.0,0.0,0,1761293939.5729797,pid_19268,KL002
1,74,-0.0297355621839343,0.0003046720051506,-0.8513513513513513,-0.0332153363974849,-2.200431601611143,0.0225457283811447,-63.0,-2.4579348934138867,21,1761293939.575981,pid_34040,KL002
1,76,-0.0261887069919391,0.0046673328015356,0.0,0.0,-1.990341731387372,0.3547172929167071,0.0,0.0,0,1761293939.581498,pid_13392,KL003
1,82,-0.010992115305023,0.0153490835758987,0.0,0.0,-0.901353455011894,1.2586248532236994,0.0,0.0,0,1761293939.585498,pid_15220,KL003
1,81,-0.0276887070528727,0.0023478230835511,0.0,0.0,-2.242785271282693,0.190173669767641,0.0,0.0,0,1761293939.6004713,pid_8676,KL002
1,107,-0.0279004889526698,0.0052609580212355,0.0,0.0,-2.9853523179356736,0.5629225082722057,0.0,0.0,0,1761293939.6189897,pid_16184,KL003
1,82,-0.0184289080261348,0.0096307130146805,0.0,0.0,-1.5111704581430587,0.7897184672038028,0.0,0.0,0,1761293939.6269977,pid_19268,KL005
1,104,-0.0140963492130528,0.0129188182687491,-0.3173076923076923,-0.0228860620334794,-1.4660203181574984,1.3435570999499082,-33.0,-2.380150451481861,11,1761293939.6441095,pid_28436,KL006
1,80,-0.0362465282181362,-0.0031762700162233,0.0,0.0,-2.8997222574508985,-0.2541016012978705,0.0,0.0,0,1761293939.647628,pid_10784,KL003
1,95,-0.0291815601527352,0.0030874871263842,0.0,-0.0372355252416104,-2.772248214509851,0.2933112770065069,0.0,-3.537374897952991,0,1761293939.6681583,pid_8676,KL001
1,118,-0.031052582800793,0.0007888382359064,0.0,0.0,-3.664204770493574,0.0930829118369667,0.0,0.0,0,1761293939.6721554,pid_22744,KL002
1,90,-0.0419541792954815,-0.0062469051214044,-0.2,-0.0199585472858579,-3.775876136593339,-0.5622214609264005,-18.0,-1.7962692557272115,6,1761293939.6741583,pid_34040,KL005
1,93,-0.0357471455731059,-0.0024947910643108,0.0,0.0,-3.324484538298848,-0.2320155689809049,0.0,0.0,0,1761293939.7003224,pid_25128,KL003
1,91,-0.0370300223391064,-0.0033329950947061,-0.6923076923076923,-0.0590573911970742,-3.3697320328586824,-0.3033025536182612,-63.0,-5.374222598933753,21,1761293939.703323,pid_38700,KL005
1,120,-0.0399723108905945,-0.0052931234694101,-0.425,-0.0367169702143969,-4.796677306871346,-0.6351748163292184,-51.0,-4.4060364257276285,17,1761293939.722329,pid_28436,KL001
1,100,-0.0334425529613372,-0.0018489363343756,-0.27,-0.0357622580545916,-3.344255296133721,-0.1848936334375615,-27.0,-3.576225805459168,9,1761293939.7331643,pid_10256,KL003
2,10,-0.0044547602955895,0.1208560753885874,0.0,0.0,-0.0445476029558959,1.2085607538858747,0.0,0.0,0,1761293939.7331643,pid_16184,KL006
1,96,-0.0331272169356431,-0.0014148774120886,-0.3125,-0.0206647749110215,-3.1802128258217444,-0.1358282315605079,-30.0,-1.9838183914580685,10,1761293939.744121,pid_30840,KL001
1,96,-0.0231309885925456,0.0069691372461834,0.0,0.0,-2.2205749048843826,0.6690371756336081,0.0,0.0,0,1761293939.7643569,pid_13392,KL002
1,108,-0.0096746584365883,0.0246201353015923,0.0,0.0,-1.0448631111515363,2.6589746125719715,0.0,0.0,0,1761293939.7783656,pid_19268,KL006
1,103,-0.0262687317447813,0.0041192489334652,0.0,0.0,-2.705679369712484,0.4242826401469173,0.0,0.0,0,1761293939.787634,pid_27844,KL002
1,97,-0.0189157214968926,0.0073069166444548,0.0,0.0,-1.834824985198583,0.7087709145121235,0.0,0.0,0,1761293939.796162,pid_14280,KL005
1,98,-0.0256424001716754,0.0054048964818846,0.0,0.0,-2.5129552168241927,0.5296798552246949,0.0,0.0,0,1761293939.8011596,pid_14280,KL006
1,110,-0.0383163384174686,-0.0034925024067788,-0.3,-0.0280839402468574,-4.214797225921552,-0.3841752647456706,-33.0,-3.0892334271543223,13,1761293939.8211591,pid_38700,KL004
1,110,-0.0250087544938031,0.0051025698243912,-0.1909090909090909,-0.0177105888577366,-2.7509629943183467,0.5612826806830395,-21.0,-1.9481647743510355,7,1761293939.8301668,pid_27844,KL003
1,115,-0.0386925582225339,-0.0046091169371379,0.0,0.0,-4.449644195591408,-0.5300484477708598,0.0,0.0,0,1761293939.834166,pid_25128,KL005
1,115,-0.0380633588740059,-0.0044571668214961,-0.417391304347826,-0.0226295743158452,-4.377286270510689,-0.5125741844720604,-48.0,-2.6024010463222016,16,1761293939.8509293,pid_30840,KL002
1,110,-0.0341492628781017,-0.0015966462586446,0.0,0.0,-3.756418916591197,-0.1756310884509109,0.0,0.0,0,1761293939.864448,pid_13392,KL004
1,125,-0.0410531818065128,-0.0064035284800033,-0.624,-0.0609106321424977,-5.1316477258141004,-0.800441060000419,-78.0,-7.613829017812216,26,1761293939.9020944,pid_30840,KL004
1,129,-0.0340244044614019,-0.0006926856481746,-0.4186046511627907,-0.0188880493158805,-4.389148175520857,-0.0893564486145264,-54.0,-2.4365583617485957,20,1761293939.915612,pid_38700,KL003
1,126,-0.0350166898748144,-0.0026297548449632,0.0,0.0,-4.412102924226615,-0.3313491104653707,0.0,0.0,0,1761293939.9327862,pid_33316,KL004
1,129,-0.0174463166384831,0.0102303482803006,-0.0697674418604651,-0.0193106736594146,-2.25057484636433,1.3197149281587883,-9.0,-2.491076902064488,3,1761293939.9545095,pid_33316,KL006
1,129,-0.0354815435424475,-0.0025596410481646,0.0,-0.0049331794722903,-4.577119116975734,-0.3301936952132427,0.0,-0.6363801519254529,0,1761293939.973521,pid_13392,KL005
1,133,-0.0340592510789481,-0.0009818970021276,-0.2932330827067669,-0.0228418239864303,-4.52988039350011,-0.1305923012829819,-39.0,-3.0379625901952423,13,1761293939.9745212,pid_27844,KL001
1,171,-0.0409620126290646,-0.0029872556383794,0.0,0.0,-7.004504159570056,-0.5108207141628873,0.0,0.0,0,1761293939.9775207,pid_15220,KL005
2,36,-0.0154041549142686,0.0130795255603655,0.0,0.0,-0.5545495769136701,0.4708629201731584,0.0,0.0,0,1761293939.986521,pid_22744,KL003
1,137,-0.0432200015545863,-0.0068198604741201,0.0,0.0,-5.921140212978334,-0.9343208849544552,0.0,0.0,0,1761293939.98904,pid_10256,KL001
2,30,-0.0223501032278597,0.0085265904354083,0.0,0.0,-0.6705030968357926,0.2557977130622498,0.0,0.0,0,1761293939.990039,pid_28436,KL001
2,48,-0.0236654987316128,0.0053129682015831,0.0,0.0,-1.135943939117417,0.2550224736759917,0.0,0.0,0,1761293940.005407,pid_16184,KL001
1,138,-0.0338804380554028,-0.0014625911631029,0.0,-0.0046114503762713,-4.675500451645587,-0.2018375805082066,0.0,-0.6363801519254529,0,1761293940.021366,pid_13392,KL006
1,156,-0.0319997564511358,-0.0006166588565418,0.0,0.0,-4.991962006377196,-0.0961987816205334,0.0,0.0,0,1761293940.0238855,pid_8932,KL002
2,37,-0.0364229243955249,-0.0021925058572126,0.0,0.0,-1.3476482026344243,-0.0811227167168673,0.0,0.0,0,1761293940.042408,pid_28436,KL003
1,163,-0.0172180325794433,0.0102028675117378,0.0,0.0,-2.8065393104492684,1.6630674044132718,0.0,0.0,0,1761293940.0614336,pid_8932,KL005
1,157,-0.0492417119039034,-0.0101539250391764,0.0,0.0,-7.73094876891284,-1.5941662311507012,0.0,0.0,0,1761293940.0634348,pid_19268,KL004
1,149,-0.0279979110721346,0.0033865725914503,-0.1006711409395973,-0.0365006870348542,-4.171688749748062,0.5045993161261073,-15.0,-5.438602368193278,5,1761293940.070433,pid_10256,KL004
1,151,-0.044178238868657,-0.008336552023237,0.0,-0.0082681925792849,-6.670914069167213,-1.2588193555087943,0.0,-1.248497079472026,0,1761293940.081445,pid_10256,KL005
1,137,-0.0147936041191006,0.0121027297955196,-0.2408759124087591,-0.0612651992513202,-2.026723764316794,1.6580739819861972,-33.0,-8.393332297430874,11,1761293940.0834432,pid_10784,KL005
1,161,-0.0407928369334826,-0.0060620609705753,-0.4285714285714285,-0.041321150761263,-6.567646746290707,-0.9759918162626297,-69.0,-6.652705272563351,23,1761293940.099038,pid_2060,KL003
1,164,-0.025461608795144,0.0024360062145711,-0.4207317073170731,-0.0405652760522155,-4.175703842403619,0.3995050191896609,-69.0,-6.652705272563351,23,1761293940.1149583,pid_2060,KL006
2,65,-0.0077121090897304,0.0165964772955496,-0.1846153846153846,-0.03207382850204,-0.5012870908324775,1.0787710242107276,-12.0,-2.0847988526326025,4,1761293940.140487,pid_16184,KL003
1,177,-0.0268646375469496,0.0035712708386938,0.0,0.0,-4.755040845810096,0.6321149384488132,0.0,0.0,0,1761293940.1788876,pid_2060,KL001
2,64,-0.0404895967148301,-0.0060778487629708,0.0,0.0,-2.591334189749128,-0.3889823208301362,0.0,0.0,0,1761293940.1908915,pid_22744,KL006
1,172,-0.0368443691845179,-0.0023763173702765,0.0,0.0,-6.33723149973709,-0.4087265876875632,0.0,0.0,0,1761293940.2155838,pid_34040,KL004
1,223,-0.0234417799226459,0.0029342883657975,0.0,-0.0092995825743098,-5.227516922750045,0.6543463055728432,0.0,-2.073806914071094,0,1761293940.2238705,pid_37692,KL004
1,194,-0.0439240188387096,-0.0083523007262303,0.0,-0.0174434216390832,-8.521259654709661,-1.6203463408886896,0.0,-3.3840237979821417,0,1761293940.2238705,pid_30840,KL006
2,70,-0.0204883880275447,0.0087882109400775,-0.4714285714285714,-0.0424859586644692,-1.4341871619281357,0.615174765805427,-33.0,-2.974017106512849,11,1761293940.2331717,pid_22744,KL004
1,225,-0.0358922219192993,-0.002494692806587,0.0,0.0,-8.075749931842342,-0.5613058814820762,0.0,0.0,0,1761293940.2387054,pid_8676,KL006
2,32,-0.0143544402453171,0.0140080717023497,0.0,0.0,-0.4593420878501474,0.4482582944751906,0.0,0.0,0,1761293940.2477033,pid_38700,KL004
2,73,-0.0231165634757789,0.0069952491573825,-0.4520547945205479,-0.0408071934662107,-1.687509133731865,0.5106531884889252,-33.0,-2.9789251230333864,11,1761293940.2517805,pid_22744,KL002
1,188,-0.0366430732763868,-0.0021431479591351,-0.0478723404255319,-0.0132504090535345,-6.888897775960726,-0.4029118163174159,-9.0,-2.491076902064488,3,1761293940.2963483,pid_33316,KL005
2,11,-0.0088519900205194,0.0206753369755862,0.0,0.0,-0.0973718902257136,0.2274287067314483,0.0,0.0,0,1761293940.304204,pid_2060,KL002
2,6,-0.0045295603899626,0.1885430782471657,0.0,-0.0020746578937965,-0.0271773623397757,1.1312584694829946,0.0,-0.0124479473627791,0,1761293940.304204,pid_37692,KL004
2,16,-0.0037276053226582,0.0816181490643539,0.0,0.0,-0.0596416851625319,1.3058903850296633,0.0,0.0,0,1761293940.3508227,pid_2060,KL006
2,29,-0.0182042196363257,0.0116449999094838,0.0,0.0,-0.5279223694534477,0.3377049973750323,0.0,0.0,0,1761293940.351833,pid_10256,KL005
1,183,-0.0435351949026135,-0.0063645045901279,0.0,0.0,-7.966940667178283,-1.1647043399934152,0.0,0.0,0,1761293940.3573556,pid_14280,KL001
1,225,-0.0388666858418138,-0.0042133928539318,0.0,0.0,-8.745004314408105,-0.9480133921346584,0.0,0.0,0,1761293940.3644254,pid_8932,KL006
2,102,-0.0245499508792168,0.004104704069419,-0.1176470588235294,-0.0204392044375745,-2.504094989680122,0.4186798150807456,-12.0,-2.0847988526326025,4,1761293940.3702116,pid_16184,KL005
2,84,-0.026456275567414,0.0036779773012162,0.0,0.0,-2.222327147662779,0.3089500933021645,0.0,0.0,0,1761293940.3702116,pid_28436,KL006
1,197,-0.0363497178850028,-0.0014375248246935,-0.0913705583756345,-0.04016703606943,-7.160894423345558,-0.2831923904646349,-18.0,-7.912906105677718,6,1761293940.3762188,pid_34040,KL006
2,96,-0.0143851998249187,0.0120569413244703,-0.15625,-0.0297762917613276,-1.3809791831922007,1.1574663671491514,-15.0,-2.858524009087453,5,1761293940.3772206,pid_22744,KL005
2,22,-0.0232682334566035,0.0069892075424162,-0.2727272727272727,-0.0799677416716375,-0.5119011360452775,0.1537625659331585,-6.0,-1.7592903167760257,2,1761293940.400977,pid_2060,KL001
2,36,-0.0134023502693667,0.0145414328696139,0.0,0.0,-0.4824846096972024,0.5234915833061009,0.0,0.0,0,1761293940.404979,pid_10256,KL004
1,212,-0.0287949411761628,0.0002257177863981,-0.070754716981132,-0.0114549382843681,-6.104527529346518,0.0478521707164181,-15.0,-2.428446916286056,5,1761293940.4089751,pid_25128,KL001
1,217,-0.029698694131268,0.0005724828369761,0.0,0.0,-6.444616626485156,0.124228775623818,0.0,0.0,0,1761293940.4240203,pid_13392,KL001
2,18,-0.0069984000266718,0.0736125758861827,0.0,0.0,-0.1259712004800934,1.325026365951289,0.0,0.0,0,1761293940.4468634,pid_8676,KL001
2,47,-0.0227555939665002,0.006832508571122,0.0,0.0,-1.0695129164255113,0.3211279028427354,0.0,0.0,0,1761293940.4849026,pid_10256,KL002
2,104,-0.0258823881795987,0.003557942273828,0.0,0.0,-2.691768370678272,0.3700259964781203,0.0,0.0,0,1761293940.4980514,pid_28436,KL005
2,54,-0.0299001048802869,0.0020537488994943,0.0,0.0,-1.6146056635354968,0.1109024405726929,0.0,0.0,0,1761293940.5125718,pid_15220,KL001
2,45,-0.0204333180486814,0.0092870910070812,-0.1333333333333333,-0.0390953403728005,-0.9194993121906662,0.4179190953186547,-6.0,-1.7592903167760257,2,1761293940.5390997,pid_2060,KL003
2,33,-0.013309325259654,0.0441587242147244,-2.1818181818181817,-0.0338875339582907,-0.4392077335685852,1.4572378990859067,-72.0,-1.1182886206235945,24,1761293940.557583,pid_8676,KL003
2,58,-0.0257030956120181,0.0045151355888509,0.0,0.0,-1.4907795454970518,0.2618778641533563,0.0,0.0,0,1761293940.5745945,pid_10256,KL001
2,38,-0.0374368206319138,-0.0024848235415836,-2.131578947368421,-0.0586694018102713,-1.4225991840127254,-0.0944232945801802,-81.0,-2.229437268790313,27,1761293940.592884,pid_8676,KL004
2,127,-0.0340470771458957,-0.0012737170927708,0.0,0.0,-4.323978797528762,-0.1617620707818959,0.0,0.0,0,1761293940.6219313,pid_28436,KL002
2,68,-0.0307108242413472,0.0007932251626803,0.0,0.0,-2.0883360484116125,0.053939311062261,0.0,0.0,0,1761293940.6374545,pid_10256,KL003
1,218,-0.0264875942061457,0.0036582538451905,-0.1513761467889908,-0.0385015243001416,-5.774295536939768,0.7974993382515375,-33.0,-8.393332297430874,11,1761293940.6399145,pid_10784,KL006
2,164,-0.0357521497092084,-0.0033042283404652,0.0,0.0,-5.863352552310188,-0.5418934478363067,0.0,0.0,0,1761293940.6634326,pid_22744,KL001
2,24,-0.0196199356971648,0.0100525478252656,0.0,0.0,-0.4708784567319562,0.2412611478063751,0.0,0.0,0,1761293940.6714292,pid_13392,KL005
2,51,-0.0101143608587034,0.0145430670221943,0.0,-0.0444303780961396,-0.5158324037938781,0.7416964181319134,0.0,-2.265949282903121,0,1761293940.6814346,pid_8676,KL006
2,52,-0.0229050166513017,0.0068492061754821,0.0,-0.0076674806480477,-1.1910608658676924,0.3561587211250721,0.0,-0.398708993698484,0,1761293940.7039318,pid_30840,KL005
2,62,-0.0107356295706755,0.0148631007134975,0.0,-0.1143635628654862,-0.6656090333818837,0.9215122442368452,0.0,-7.090540897660148,0,1761293940.7478547,pid_8676,KL002
2,85,-0.0290901703502047,0.0025129041393536,0.0,0.0,-2.4726644797674044,0.21359685184506,0.0,0.0,0,1761293940.748855,pid_15220,KL006
1,261,-0.0323280987167731,-0.0005126359884403,0.0,-0.0004163876009413,-8.437633765077793,-0.1337979929829242,0.0,-0.1086771638456893,0,1761293940.7673714,pid_14280,KL004
2,89,-0.0417458909338372,-0.0068587737830002,0.0,0.0,-3.715384293111511,-0.6104308666870202,0.0,0.0,0,1761293940.768371,pid_2060,KL004
2,93,-0.0207143484044569,0.0086231726102744,0.0,0.0,-1.926434401614492,0.8019550527555233,0.0,0.0,0,1761293940.785342,pid_2060,KL005
2,69,-0.0273452476600022,0.0033137158604772,0.0,0.0,-1.8868220885401532,0.2286463943729286,0.0,0.0,0,1761293940.785342,pid_8676,KL005
2,65,-0.0178943022327675,0.0091263503903944,0.0,-0.0090850357341,-1.163129645129892,0.593212775375642,0.0,-0.5905273227165019,0,1761293940.8049784,pid_30840,KL001
2,160,-0.0381717534622771,-0.0043671281130734,0.0,0.0,-6.107480553964341,-0.6987404980917571,0.0,0.0,0,1761293940.8127732,pid_28436,KL004
2,172,-0.0260714596308876,0.0043697656692827,0.0,0.0,-4.484291056512674,0.751599695116625,0.0,0.0,0,1761293940.819772,pid_16184,KL004
2,69,-0.0226146978893005,0.0073278579686221,-0.3043478260869565,-0.03839434341241,-1.5604141543617402,0.5056221998349302,-21.0,-2.649209695456292,7,1761293940.831263,pid_30840,KL002
1,297,-0.0365827288151646,-0.0036530048030485,0.0,0.0,-10.865070458103892,-1.0849424265054186,0.0,0.0,0,1761293940.851302,pid_33316,KL002
2,104,-0.04635459477349,-0.0089301446198231,0.0,-0.0412899998192728,-4.820877856442964,-0.9287350404616082,0.0,-4.294159981204377,0,1761293940.8558218,pid_38700,KL005
1,287,-0.0383226799841966,-0.0015466401508218,0.0,-0.0213123235189913,-10.998609155464434,-0.443885723285881,0.0,-6.116636849950507,0,1761293940.8568196,pid_34040,KL003
2,108,-0.012426613557065,0.0135301503427825,-0.0277777777777777,-0.0102306929817882,-1.342074264163027,1.461256237020519,-3.0,-1.1049148420331352,1,1761293940.870433,pid_10256,KL006
2,108,-0.0211730976859532,0.0079195057568826,0.0,-0.0397607405667071,-2.2866945500829483,0.8553066217433233,0.0,-4.294159981204377,0,1761293940.8834496,pid_38700,KL002
1,266,-0.0398971469210472,-0.0049420927960818,-0.1353383458646616,-0.0306485066961691,-10.612641080998564,-1.314596683757781,-36.0,-8.152502781180992,12,1761293940.9003515,pid_10784,KL004
2,107,-0.0283021122378271,0.0031457207948227,0.0,0.0,-3.028326009447508,0.33659212504603,0.0,0.0,0,1761293940.908215,pid_15220,KL005
2,61,-0.040226820269233,-0.0051286719799173,0.0,-0.1628128176233712,-2.4538360364232186,-0.3128489907749612,0.0,-9.931581875025648,0,1761293940.9489057,pid_13392,KL003
2,91,-0.0182849339008346,0.0098687971330513,-0.2307692307692307,-0.0291121944555636,-1.663928984975955,0.8980605391076689,-21.0,-2.649209695456292,7,1761293940.9681966,pid_30840,KL006
2,99,-0.0357994133371114,-0.0029034606543956,0.0,0.0,-3.5441419203740314,-0.2874426047851712,0.0,0.0,0,1761293941.013702,pid_30840,KL003
2,94,-0.014364354403018,0.0132081368333106,0.0,-0.0001324249719444,-1.3502493138836995,1.2415648623312043,0.0,-0.0124479473627791,0,1761293941.02471,pid_37692,KL001
2,126,-0.0307249890474352,0.0009128341364237,-0.2142857142857142,-0.0283682350567596,-3.87134861997684,0.1150171011893903,-27.0,-3.5743976171517198,9,1761293941.0292182,pid_15220,KL004
