iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-68.985,92.15,24.75,0.9667
10,-39.208,98.45,12.9,0.975
15,-13.78,95.75,2.55,0.95
20,-9.871,96.15,2.6,0.9
