episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion
1,18,-0.12094302731624149,0.006178165456900062,0.0,-2.176974491692347,0.11120697822420111,0.0
2,39,-0.14134975291762442,0.003969898981090326,0.0,-5.5126403637873524,0.15482606026252269,0.0
3,15,-0.19780468287907244,-0.005607365029365149,0.0,-2.9670702431860865,-0.08411047544047723,0.0
4,132,-0.16752886683636134,-0.0013431160071552123,0.0,-22.1138104223997,-0.17729131294448802,0.0
