episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,18,-0.05636409744658212,0.0,0.0,-1.0145537540384781,0.0,0.0,1761040998.852845
2,13,-0.19946966545271894,0.0,0.0,-2.593105650885346,0.0,0.0,1761040999.8748853
3,21,-0.09653656577774446,0.0,0.0,-2.0272678813326337,0.0,0.0,1761041000.6489797
4,27,-0.16110051637937742,0.0,0.0,-4.3497139422431905,0.0,0.0,1761041001.2637208
5,2,-0.11395078495385298,0.0,0.0,-0.22790156990770596,0.0,0.0,1761041001.7195032
6,59,-0.17675556526722194,0.0,0.0,-10.428578350766095,0.0,0.0,1761041039.0365977
7,15,-0.2069478255889776,0.0,-0.06666666666666667,-3.104217383834664,0.0,-1.0,1761041039.4079227
8,17,-0.18947394287759178,0.0,-0.058823529411764705,-3.22105702891906,0.0,-1.0,1761041039.9199293
9,58,-0.13880705606816582,0.0,0.0,-8.050809251953618,0.0,0.0,1761041075.5751796
10,98,-0.13973735194280074,0.0,-0.02040816326530612,-13.694260490394472,0.0,-2.0,1761041077.5163803
11,64,-0.09606674645526202,0.0,0.0,-6.148271773136769,0.0,0.0,1761041114.0730362
12,48,-0.1220693750194799,0.0,0.0,-5.859330000935035,0.0,0.0,1761041114.9410565
13,2,-0.1819253992915208,0.0,0.0,-0.3638507985830416,0.0,0.0,1761041115.9533503
14,24,-0.07983348388357381,0.0,0.0,-1.9160036132057714,0.0,0.0,1761041153.3126538
15,14,-0.0800516550068003,0.0,0.0,-1.120723170095204,0.0,0.0,1761041153.8100636
16,53,-0.07121324243877045,0.0,0.0,-3.7743018492548335,0.0,0.0,1761041193.6161485
17,39,-0.09331172397471137,0.0,0.0,-3.639157235013743,0.0,0.0,1761041194.8767421
18,32,-0.08165908940803723,0.0,-0.125,-2.6130908610571915,0.0,-4.0,1761041195.7664728
19,37,-0.14924142026978082,0.0,0.0,-5.521932549981891,0.0,0.0,1761041196.669001
20,7,-0.10518988072513273,0.0,0.0,-0.7363291650759292,0.0,0.0,1761041237.1822808
21,42,-0.06599917861028679,0.0,-0.023809523809523808,-2.771965501632045,0.0,-1.0,1761041238.5537813
22,41,-0.10081116417051511,0.0,-0.024390243902439025,-4.13325773099112,0.0,-1.0,1761041239.4526753
23,29,-0.06771146980206315,0.0,0.0,-1.9636326242598312,0.0,0.0,1761041240.121255
24,11,-0.08471052215107856,0.0,0.0,-0.9318157436618641,0.0,0.0,1761041281.6112297
25,35,-0.06568795687770669,0.0,0.0,-2.2990784907197344,0.0,0.0,1761041282.824196
26,41,-0.08236875866450086,0.0,-0.024390243902439025,-3.3771191052445353,0.0,-1.0,1761041283.539333
27,33,-0.05077443537417369,0.0,0.0,-1.6755563673477318,0.0,0.0,1761041284.2426014
28,16,-0.05710255745122691,0.0,0.0,-0.9136409192196305,0.0,0.0,1761041327.5949686
29,20,-0.0592640290627139,0.0,0.0,-1.185280581254278,0.0,0.0,1761041328.3722348
30,43,-0.05839582829862619,0.0,0.0,-2.511020616840926,0.0,0.0,1761041329.4179544
31,6,-0.10654281745945887,0.0,0.0,-0.6392569047567532,0.0,0.0,1761041329.5427678
32,8,-0.06545600683208479,0.0,0.0,-0.5236480546566783,0.0,0.0,1761041330.398043
33,11,-0.07136943006624516,0.0,0.0,-0.7850637307286967,0.0,0.0,1761041377.2481005
34,22,-0.06284327393684118,0.0,0.0,-1.382552026610506,0.0,0.0,1761041378.201941
35,20,-0.06460366186281008,0.0,0.0,-1.2920732372562016,0.0,0.0,1761041378.6925411
36,30,-0.05640114417021722,0.0,0.0,-1.6920343251065166,0.0,0.0,1761041379.411735
37,34,-0.05866293724698116,0.0,-0.11764705882352941,-1.9945398663973595,0.0,-4.0,1761041380.0722473
38,20,-0.06916173666724937,0.0,0.0,-1.3832347333449875,0.0,0.0,1761041380.5022383
39,33,-0.056566071138474554,0.0,0.0,-1.8666803475696603,0.0,0.0,1761041427.3577204
40,8,-0.08551936155565448,0.0,-0.125,-0.6841548924452359,0.0,-1.0,1761041427.6806064
41,21,-0.06148784980514582,0.0,0.0,-1.2912448459080623,0.0,0.0,1761041428.5104287
42,11,-0.08503834550491468,0.0,0.0,-0.9354218005540615,0.0,0.0,1761041428.9995072
43,18,-0.11140005709472033,0.0,0.0,-2.005201027704966,0.0,0.0,1761041429.7539325
44,18,-0.0712553117308297,0.0,0.0,-1.2825956111549346,0.0,0.0,1761041477.8744144
45,33,-0.05114408489120813,0.0,0.0,-1.6877548014098682,0.0,0.0,1761041478.7598467
46,13,-0.11903243913620593,0.0,0.0,-1.547421708770677,0.0,0.0,1761041479.1489193
47,22,-0.08123475250410125,0.0,0.0,-1.7871645550902275,0.0,0.0,1761041480.1930995
48,43,-0.05974363349533936,0.0,-0.023255813953488372,-2.5689762402995924,0.0,-1.0,1761041528.7160838
49,25,-0.057131418418142364,0.0,0.0,-1.428285460453559,0.0,0.0,1761041529.1680455
50,6,-0.05734537883561064,0.0,0.0,-0.34407227301366383,0.0,0.0,1761041529.4159255
51,33,-0.05014197418754266,0.0,0.0,-1.6546851481889078,0.0,0.0,1761041530.4408765
52,17,-0.06449097768714823,0.0,0.0,-1.09634662068152,0.0,0.0,1761041530.8446817
53,23,-0.06228866016084979,0.0,-0.043478260869565216,-1.4326391836995451,0.0,-1.0,1761041531.6029732
