episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at
1,8,-0.009038466793518118,0.125,0.0,-0.07230773434814494,1.0,0.0,0,1761079522.6440308
2,19,-0.006046759932125557,0.05263157894736842,0.0,-0.11488843871038558,1.0,0.0,0,1761079523.0059316
3,12,-0.003187786529106612,0.08333333333333333,0.0,-0.03825343834927934,1.0,0.0,0,1761079523.1983757
4,6,-0.009715115380948838,0.16666666666666666,0.0,-0.05829069228569303,1.0,0.0,0,1761079523.339088
5,17,-0.011543168958187196,0.058823529411764705,0.0,-0.19623387228918232,1.0,0.0,0,1761079523.6797795
6,12,-0.003623267016733028,0.08333333333333333,0.0,-0.04347920420079634,1.0,0.0,0,1761079523.888893
7,19,-0.004108474163138362,0.05263157894736842,0.0,-0.07806100909962888,1.0,0.0,0,1761079524.2391763
8,11,-0.004285559005551908,0.09090909090909091,0.0,-0.047141149061070996,1.0,0.0,0,1761079524.3998704
9,15,-0.040339478004659556,0.06666666666666667,-0.3333333333333333,-0.6050921700698934,1.0,-5.0,5,1761079524.5801978
10,17,-0.0031394006124776893,0.058823529411764705,0.0,-0.053369810412120716,1.0,0.0,0,1761079524.8199892
11,17,-0.003871206845676629,0.058823529411764705,0.0,-0.06581051637650269,1.0,0.0,0,1761079525.038243
12,17,-0.004492666614895072,0.058823529411764705,0.0,-0.07637533245321622,1.0,0.0,0,1761079525.2660053
13,1,-0.013882335943892652,1.0,0.0,-0.013882335943892652,1.0,0.0,0,1761079525.3038461
14,11,-0.003386998236642189,0.09090909090909091,0.0,-0.03725698060306408,1.0,0.0,0,1761079525.6266963
15,8,-0.00863994819184517,0.125,0.0,-0.06911958553476136,1.0,0.0,0,1761079525.7743201
16,4,-0.006078548541235856,0.25,0.0,-0.024314194164943424,1.0,0.0,0,1761079525.9716125
17,22,-0.023191910884224853,0.045454545454545456,-0.13636363636363635,-0.5102220394529468,1.0,-3.0,3,1761079526.389003
18,19,-0.01917175659329288,0.05263157894736842,0.0,-0.36426337527256475,1.0,0.0,0,1761079526.6066747
19,13,-0.006618596638551607,0.07692307692307693,0.0,-0.08604175630117089,1.0,0.0,0,1761079526.8173738
20,17,-0.0045169858379140995,0.058823529411764705,0.0,-0.07678875924453969,1.0,0.0,0,1761079527.1538367
21,2,-0.02766697077843457,0.5,0.0,-0.05533394155686914,1.0,0.0,0,1761079527.2130952
22,14,-0.005547039779130756,0.07142857142857142,0.0,-0.07765855690783058,1.0,0.0,0,1761079527.5817304
23,19,-0.020971453479027652,0.05263157894736842,-0.10526315789473684,-0.3984576161015254,1.0,-2.0,2,1761079527.8494215
