episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,41,-0.17644434502081094,0.0,0.0,-7.234218145853249,0.0,0.0,1761043297.7261534
2,46,-0.11768100504078025,0.0,0.0,-5.4133262318758915,0.0,0.0,1761043299.4361558
3,17,-0.07414515611635973,0.0,0.0,-1.2604676539781154,0.0,0.0,1761043338.3946154
4,19,-0.11307392945979942,0.0,0.0,-2.148404659736189,0.0,0.0,1761043339.1621888
5,39,-0.1633712622437507,0.0,0.0,-6.371479227506278,0.0,0.0,1761043340.8760104
6,18,-0.11183871965247455,0.0,-0.05555555555555555,-2.013096953744542,0.0,-1.0,1761043375.748413
7,6,-0.12782794559931315,0.0,0.0,-0.7669676735958789,0.0,0.0,1761043377.913723
8,9,-0.187731015686275,0.0,0.0,-1.6895791411764751,0.0,0.0,1761043413.1673925
9,33,-0.1055199470271471,0.0,0.0,-3.4821582518958545,0.0,0.0,1761043414.2733934
10,47,-0.08776131625526924,0.0,-0.06382978723404255,-4.124781863997654,0.0,-3.0,1761043415.385518
11,42,-0.09164677268441992,0.0,0.0,-3.8491644527456366,0.0,0.0,1761043416.2049706
12,31,-0.08192657251939742,0.0,0.0,-2.53972374810132,0.0,0.0,1761043453.0374534
13,41,-0.09367791895836759,0.0,0.0,-3.8407946772930712,0.0,0.0,1761043453.9055932
14,24,-0.10085001529060782,0.0,0.0,-2.4204003669745875,0.0,0.0,1761043454.5312476
15,27,-0.08292468301865925,0.0,-0.07407407407407407,-2.2389664415037998,0.0,-2.0,1761043455.8533745
16,10,-0.08981544298255037,0.0,0.0,-0.8981544298255036,0.0,0.0,1761043456.320816
17,30,-0.13813282708469285,0.0,0.0,-4.143984812540785,0.0,0.0,1761043496.118746
18,28,-0.11550035133914914,0.0,0.0,-3.234009837496176,0.0,0.0,1761043496.8169124
19,29,-0.06677662033073581,0.034482758620689655,-0.06896551724137931,-1.9365219895913384,1.0,-2.0,1761043497.7531998
20,17,-0.1578376173413276,0.0,0.0,-2.683239494802569,0.0,0.0,1761043539.7028217
21,24,-0.07226134638626472,0.0,0.0,-1.7342723132703532,0.0,0.0,1761043540.7920551
22,9,-0.13025318129511146,0.0,0.0,-1.1722786316560032,0.0,0.0,1761043540.9996068
23,22,-0.061775769669669515,0.0,-0.09090909090909091,-1.3590669327327294,0.0,-2.0,1761043541.9349964
