iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-77.067,147.13,0.63,0.0944
10,-129.311,117.1,0.47,0.7889
15,-73.989,100.4,0.27,0.8944
20,-117.334,124.43,0.57,0.8278
