iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
50,-16.68,128.47,1.5,0.0167
100,-21.886,123.17,1.53,0.0889
150,-21.737,146.13,1.17,0.0056
200,-28.505,199.57,1.03,0.0278
250,-24.279,157.67,0.53,0.0
300,-29.991,128.67,0.97,0.0056
350,-27.312,139.9,0.7,0.0111
400,-21.889,134.13,0.5,0.0056
450,-20.046,124.7,0.73,0.0222
500,-25.298,128.3,1.17,0.0
