episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,26,-0.02177108875087987,0.214678605371638,0.0,-0.5660483075228766,5.581643739662588,0.0,1761035621.0188856
2,6,-0.04006667702584455,0.8541503010003685,0.0,-0.2404000621550673,5.124901806002211,0.0,1761035622.5063186
3,34,-0.009848336254328533,0.1708154249371237,-0.08823529411764706,-0.33484343264717015,5.807724447862206,-3.0,1761035630.4719863
4,12,-0.04138644030348762,0.02195662239048092,0.0,-0.49663728364185145,0.26347946868577105,0.0,1761035632.0112083
5,19,-0.02719641655965735,0.02361784898175122,0.0,-0.5167319146334897,0.44873913065327314,0.0,1761035636.2249513
6,20,-0.017969261896705113,0.27343240257933626,0.0,-0.35938523793410226,5.468648051586725,0.0,1761035639.4949627
7,27,-0.022894749202557917,0.023594372537273495,0.0,-0.6181582284690638,0.6370480585063844,0.0,1761035644.6023777
8,24,-0.013074969090146557,0.02445552392193669,0.0,-0.3137992581635174,0.5869325741264806,0.0,1761035647.391763
9,16,-0.02699938926155417,0.33509985874104364,0.0,-0.4319902281848667,5.361597739856698,0.0,1761035649.2559135
10,9,-0.04802104577564849,0.020554474020766763,0.0,-0.4321894119808364,0.18499026618690087,0.0,1761035653.5515044
