iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-261.251,105.0,0.77,0.1556
10,-155.464,98.77,0.53,0.7667
15,-202.514,100.3,0.87,0.9056
20,-161.785,99.17,0.17,0.9389
