episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,90,-0.14217405969129174,0.003061991246311529,0.0,-12.795665372216257,0.2755792121680376,0.0,1760607107.6409051
2,27,-0.13229739459552214,0.005705505126281206,0.0,-3.572029654079098,0.15404863840959254,0.0,1760607108.157834
3,51,-0.1515483696720327,0.0014996419244038997,0.0,-7.7289668532736675,0.07648173814459888,0.0,1760607145.1654127
4,4,-0.10854611078054932,0.01438375081668939,0.0,-0.4341844431221973,0.05753500326675756,0.0,1760607145.2663665
5,22,-0.11357067096020466,0.007989794229901016,0.0,-2.4985547611245025,0.17577547305782237,0.0,1760607146.0054038
6,7,-0.10814873564166809,0.010911771738218128,0.0,-0.7570411494916767,0.0763824021675269,0.0,1760607146.585356
7,65,-0.1751917128235369,-0.0021924312200108653,0.0,-11.387461333529899,-0.14250802930070625,0.0,1760607180.3970158
8,48,-0.14215081996292503,0.002909521405628825,-0.0625,-6.823239358220401,0.1396570274701836,-3.0,1760607181.3505845
9,28,-0.07533757486315713,0.015245744384194376,-0.07142857142857142,-2.1094520961683996,0.42688084275744254,-2.0,1760607181.8508272
10,37,-0.10729716850852763,0.010200556608363118,0.0,-3.9699952348155225,0.3774205945094354,0.0,1760607218.251676
11,5,-0.08017965396763563,0.017575231627272786,0.0,-0.40089826983817817,0.08787615813636393,0.0,1760607218.5331752
12,13,-0.07636404592596113,0.017785200292181145,0.0,-0.9927325970374947,0.23120760379835487,0.0,1760607220.2729628
13,16,-0.054389094601909646,0.020254129169036045,0.0,-0.8702255136305543,0.3240660667045767,0.0,1760607254.2827055
14,56,-0.14660486995468772,0.0026562956045871294,-0.017857142857142856,-8.209872717462511,0.14875255385687924,-1.0,1760607255.9702847
15,30,-0.067035025613923,0.01486443176152261,0.0,-2.01105076841769,0.4459329528456783,0.0,1760607256.7349718
16,8,-0.12818615043357065,0.007231206250829507,0.0,-1.0254892034685652,0.057849650006636055,0.0,1760607294.5539868
17,24,-0.07780342454084098,0.0171740577954906,0.0,-1.8672821889801834,0.4121773870917744,0.0,1760607295.4736276
18,28,-0.06233688525902677,0.019620373564079203,0.0,-1.7454327872527495,0.5493704597942177,0.0,1760607296.324223
19,34,-0.06438299382772941,0.01756857964638612,0.0,-2.1890217901428,0.5973317079771281,0.0,1760607297.00838
20,31,-0.1531529321435956,0.0024280332786264587,0.0,-4.747740896451464,0.07526903163742021,0.0,1760607297.8175907
21,11,-0.06894868538472339,0.01984748396028562,0.0,-0.7584355392319573,0.21832232356314182,0.0,1760607298.0588222
22,19,-0.052326714017234606,0.020791666294963995,0.0,-0.9942075663274575,0.3950416596043159,0.0,1760607340.9212072
23,13,-0.11601957761558238,0.010970982709593922,0.0,-1.508254509002571,0.142622775224721,0.0,1760607341.6709783
24,18,-0.06544516578068653,0.018643483479179167,0.0,-1.1780129840523574,0.335582702625225,0.0,1760607342.6175125
25,33,-0.10585327756819253,0.010905532695636388,0.0,-3.4931581597503536,0.3598825789560008,0.0,1760607343.5146248
26,9,-0.05878210214251429,0.021694783651973623,0.0,-0.5290389192826286,0.19525305286776262,0.0,1760607343.6925123
27,11,-0.057396532949584494,0.020489910056489195,0.0,-0.6313618624454295,0.22538901062138114,0.0,1760607344.2172043
28,22,-0.065895793190081,0.018309355027698572,0.0,-1.449707450181782,0.4028058106093686,0.0,1760607387.7481544
29,25,-0.059406314211916146,0.018182851080123484,-0.44,-1.4851578552979037,0.45457127700308714,-11.0,1760607388.530664
30,36,-0.04500115249487706,0.0202803093806694,0.0,-1.6200414898155742,0.7300911377040984,0.0,1760607389.3237789
31,19,-0.06435420387094899,0.5436095809795878,0.0,-1.2227298735480308,10.328582038612169,0.0,1760607389.6870139
32,36,-0.04645146608063585,0.02016208126696388,0.0,-1.6722527789028905,0.7258349256106997,0.0,1760607390.570943
33,26,-0.07565037816903761,0.017149463370728722,0.0,-1.9669098323949776,0.44588604763894674,0.0,1760607391.1140454
34,32,-0.04837529583080975,0.019771686355681183,0.0,-1.548009466585912,0.6326939633817978,0.0,1760607437.026598
35,42,-0.04095988862119821,0.018550691187044416,0.0,-1.720315322090325,0.7791290298558654,0.0,1760607437.7354152
36,11,-0.08690825704211645,0.016810275163786685,0.0,-0.9559908274632809,0.18491302680165353,0.0,1760607437.9538991
37,31,-0.06101594627760659,0.01863247548985789,-0.03225806451612903,-1.8914943346058044,0.5776067401855945,-1.0,1760607438.9606824
38,20,-0.05027758845893674,0.02091723392233011,0.0,-1.0055517691787348,0.41834467844660217,0.0,1760607439.3631124
39,15,-0.055458753477288694,0.020001126865299295,0.0,-0.8318813021593304,0.3000169029794894,0.0,1760607440.0037389
40,32,-0.06218652678288164,0.01852202197312485,0.0,-1.9899688570522125,0.5927047031399952,0.0,1760607489.1437056
41,5,-0.04993147609579857,0.022754488513694864,0.0,-0.24965738047899286,0.11377244256847432,0.0,1760607489.4799988
42,32,-0.05161509538538581,0.020455453295272798,0.0,-1.651683052332346,0.6545745054487295,0.0,1760607490.9042459
