episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,371,-0.03671972086625994,-0.0028407159348888887,0.0,0.0,-13.623016441382438,-1.0539056118437777,0.0,0.0,0,1761300471.0417967
2,212,-0.023443223029991148,0.006153466594849437,0.0,0.0,-4.9699632823581235,1.3045349181080805,0.0,0.0,0,1761300472.7066998
3,244,-0.031131917590882064,0.00032583428125354985,-0.07377049180327869,-0.05344248950887073,-7.596187892175224,0.07950356462586616,-18.0,-13.039967440164459,6,1761300534.2194705
4,317,-0.025944535186054385,0.00426552003404672,-0.056782334384858045,-0.0035533027271835824,-8.22441765397924,1.3521698507928104,-18.0,-1.1263969645171956,6,1761300536.5617373
5,151,-0.03353821607122072,-0.0013917156971337027,-0.2185430463576159,-0.09595734368653024,-5.064270626754329,-0.2101490702671891,-33.0,-14.489558896666066,11,1761300594.9661603
6,26,-0.009558323045205593,0.0545599122921444,-0.11538461538461539,-0.04539320158144373,-0.24851639917534543,1.4185577195957544,-3.0,-1.1802232411175368,1,1761300596.5349436
7,152,-0.011905008484888647,0.014216276348227017,-0.19736842105263158,-0.022235181190548476,-1.8095612897030742,2.1608740049305064,-30.0,-3.3797475409633684,10,1761300655.9331326
8,18,-0.01303976714128114,0.01467598583537735,0.0,0.0,-0.2347158085430605,0.2641677450367923,0.0,0.0,0,1761300656.5429864
9,57,-0.009153328425300285,0.03301394148137191,0.0,0.0,-0.5217397202421162,1.881794664438199,0.0,0.0,0,1761300658.4293892
10,174,-0.017854256141735952,0.015615993272229652,-0.20689655172413793,-0.04335307521469523,-3.1066405686620557,2.7171828293679594,-36.0,-7.54343508735697,12,1761300718.3921578
11,119,-0.014248393345436578,0.020649301406889475,0.0,0.0,-1.6955588081069528,2.4572668674198477,0.0,0.0,0,1761300719.3436854
12,206,-0.03558552601416888,-0.001239340719082044,-0.16019417475728157,-0.010824096340306271,-7.330618358918789,-0.25530418813090106,-33.0,-2.2297638461030918,11,1761300721.268267
13,85,-0.015491057227136066,0.010886048004816889,0.0,0.0,-1.3167398643065655,0.9253140804094355,0.0,0.0,0,1761300784.5594509
14,61,-0.010591720283579522,0.03159281208672575,0.0,0.0,-0.6460949372983508,1.9271615372902708,0.0,0.0,0,1761300785.392831
15,129,-0.017276227593670583,0.017180058565049602,0.0,0.0,-2.228633359583505,2.2162275548913986,0.0,0.0,0,1761300787.1306605
16,117,-0.010249322804459253,0.023838632612352816,-0.3076923076923077,-0.02398107657394672,-1.1991707681217325,2.7891200156452793,-36.0,-2.805785959151766,12,1761300788.4684482
17,17,-0.013995323072090747,0.015190361626922463,0.0,0.0,-0.2379204922255427,0.2582361476576819,0.0,0.0,0,1761300788.6673157
18,80,-0.014107486214400297,0.012007525966842287,0.0,0.0,-1.1285988971520238,0.9606020773473829,0.0,0.0,0,1761300855.0748317
19,112,-0.00803612912996981,0.023864648881460632,0.0,-0.01051724608924636,-0.9000464625566187,2.6728406747235907,0.0,-1.1779315619955923,0,1761300856.7347932
20,72,-0.006241112895130131,0.03152301618091283,0.0,0.0,-0.4493601284493694,2.2696571650257233,0.0,0.0,0,1761300857.3950717
