iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-123.941,132.77,0.73,0.2667
10,-118.433,115.03,0.6,0.5333
15,-130.206,101.83,0.37,0.8222
20,-132.418,99.6,0.2,0.9222
25,-131.517,118.8,0.77,0.8722
30,-123.036,135.7,0.63,0.8667
35,-140.407,121.63,0.57,0.8111
40,-109.611,120.73,0.27,0.6889
45,-150.779,129.5,0.37,0.5722
50,-93.73,111.53,0.23,0.7444
