episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at
1,18,-0.042495089639988624,-0.017173706178810595,-0.3333333333333333,-0.7649116135197952,-0.3091267112185907,-6.0,1,1761133788.6711218
2,26,-0.027411579813134242,0.0105868412793287,0.0,-0.7127010751414903,0.2752578732625462,0.0,0,1761133789.4130647
3,8,-0.035286669864835994,-0.0022176542807552033,0.0,-0.28229335891868795,-0.017741234246041626,0.0,0,1761133789.9682696
4,31,-0.03982911855657908,-0.012993203268949594,-0.1935483870967742,-1.2347026752539514,-0.4027893013374374,-6.0,1,1761133790.8851433
5,74,-0.03108054932611085,0.000886639268515612,0.0,-2.2999606501322027,0.06561130587015529,0.0,0,1761133791.9736576
6,7,-0.023542443143760156,0.018964694201458705,0.0,-0.16479710200632108,0.13275285941021092,0.0,0,1761133792.135513
7,4,-0.014393098949112053,0.04153971975433429,0.0,-0.05757239579644821,0.16615887901733717,0.0,0,1761133792.9619043
8,8,-0.02706889724676852,0.017826641842978143,-0.75,-0.21655117797414816,0.14261313474382514,-6.0,1,1761133793.3965688
9,17,-0.030227560601174003,0.005969374624628066,-0.7058823529411765,-0.513868530219958,0.10147936861867712,-12.0,2,1761133794.3060725
10,39,-0.03068303040814744,0.0036273032730533153,-0.15384615384615385,-1.1966381859177502,0.1414648276490793,-6.0,1,1761133794.9288058
11,11,-0.039782790973319555,-0.011819351309744269,0.0,-0.43761070070651514,-0.13001286440718696,0.0,0,1761133795.2493482
12,16,-0.022666179589396936,0.016623477022700495,0.0,-0.36265887343035097,0.2659756323632079,0.0,0,1761133795.8400593
13,23,-0.028362898266721018,0.007555348751935282,-0.2608695652173913,-0.6523466601345834,0.1737730212945115,-6.0,1,1761133796.3281274
14,14,-0.03623891694519899,-0.00831925734658304,0.0,-0.5073448372327859,-0.11646960285216257,0.0,0,1761133796.6087596
15,36,-0.03461851826142696,-0.004484348063710095,-0.5,-1.2462666574113705,-0.16143653029356342,-18.0,3,1761133797.633659
16,9,-0.03231768236259189,0.0033043788040868862,0.0,-0.29085914126332696,0.029739409236781977,0.0,0,1761133797.8304715
17,35,-0.02603763588290996,0.013708499378460288,0.0,-0.9113172559018486,0.4797974782461101,0.0,0,1761133798.807749
18,22,-0.026869723205405423,0.01056081796961567,-0.2727272727272727,-0.5911339105189193,0.23233799533154476,-6.0,1,1761133799.1680064
19,5,-0.030175454432677284,0.012710799122652865,-2.4,-0.15087727216338642,0.06355399561326433,-12.0,2,1761133799.854044
20,21,-0.04579543267413759,-0.02381312548775063,0.0,-0.9617040861568894,-0.5000756352427632,0.0,0,1761133800.6249614
21,15,-0.022927927840811345,0.020202433907645957,0.0,-0.3439189176121702,0.30303650861468934,0.0,0,1761133800.8452246
22,10,-0.02395006184174632,0.018344098682563283,0.0,-0.2395006184174632,0.18344098682563284,0.0,0,1761133801.0750885
23,10,-0.01946610442562517,0.02979947117792433,0.0,-0.1946610442562517,0.2979947117792433,0.0,0,1761133853.6422567
24,1,-0.05897137605956528,1.5,0.0,-0.05897137605956528,1.5,0.0,0,1761133854.1629453
25,35,-0.02435248148220905,0.014301213307930726,0.0,-0.8523368518773167,0.5005424657775754,0.0,0,1761133855.4733813
26,9,-0.04146366251078467,-0.010728687308390224,-0.6666666666666666,-0.373172962597062,-0.096558185775512,-6.0,1,1761133855.645882
27,16,-0.023400390552327267,0.017458303714931588,-0.75,-0.3744062488372363,0.2793328594389054,-12.0,2,1761133857.3201284
28,3,-0.019680257623552976,0.03815803489553026,0.0,-0.059040772870658925,0.11447410468659078,0.0,0,1761133857.4269223
29,31,-0.02203903932343731,0.018533865525482165,0.0,-0.6832102190265567,0.5745498312899471,0.0,0,1761133858.3007274
30,23,-0.011345930062622312,0.038159650476075634,-0.5217391304347826,-0.2609563914403132,0.8776719609497396,-12.0,2,1761133859.1341648
31,17,-0.04016982201037401,-0.008972244314768658,0.0,-0.6828869741763581,-0.15252815335106717,0.0,0,1761133859.5884025
32,2,-0.016121394962599653,0.046019049047469285,0.0,-0.03224278992519931,0.09203809809493857,0.0,0,1761133859.853386
33,60,-0.035036800439988275,-0.004211203987386381,-0.1,-2.1022080263992966,-0.2526722392431829,-6.0,1,1761133861.4603672
34,20,-0.04323302449044889,-0.019911453430411973,0.0,-0.8646604898089778,-0.3982290686082394,0.0,0,1761133861.8182483
35,26,-0.018318633419931493,0.025117514725733127,0.0,-0.4762844689182188,0.6530553828690613,0.0,0,1761133862.573879
36,27,-0.03566083497656265,-0.004844476860099334,-0.2222222222222222,-0.9628425443671916,-0.13080087522268202,-6.0,1,1761133863.3347197
37,6,-0.017827227978702766,0.2803872809455558,0.0,-0.1069633678722166,1.6823236856733348,0.0,0,1761133863.4882197
38,31,-0.034414382988269904,-0.00361485728156843,-0.3870967741935484,-1.066845872636367,-0.11206057572862133,-12.0,2,1761133864.3366919
39,37,-0.04455522201568589,-0.02064826350954734,-0.16216216216216217,-1.648543214580378,-0.7639857498532515,-6.0,1,1761133865.0168924
40,47,-0.03213092357429701,0.0001233883517904942,-0.1276595744680851,-1.5101534079919594,0.005799252534153226,-6.0,1,1761133865.7797518
41,42,-0.025895206062486822,0.013302284579054913,0.0,-1.0875986546244465,0.5586959523203063,0.0,0,1761133866.4819062
42,22,-0.016927219662638594,0.029967908776428596,0.0,-0.37239883257804907,0.6592939930814291,0.0,0,1761133866.891973
43,43,-0.031793437413437375,0.0019739865649907712,0.0,-1.367117808777807,0.08488142229460316,0.0,0,1761133922.5611887
44,26,-0.024987869440586122,0.01194628668982048,0.0,-0.6496846054552392,0.3106034539353325,0.0,0,1761133923.2805068
45,26,-0.03522701540190927,-0.00409496870661421,-0.6923076923076923,-0.915902400449641,-0.10646918637196945,-18.0,3,1761133923.9892423
46,9,-0.04688936639713085,-0.0231460491311942,0.0,-0.4220042975741777,-0.2083144421807478,0.0,0,1761133924.2031703
47,9,-0.027908786306465636,0.012057145244723701,-1.3333333333333333,-0.25117907675819073,0.10851430720251332,-12.0,2,1761133924.6399965
