episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,18,-0.028089120059765677,0.0,0.0,-0.5056041610757822,0.0,0.0,1761045146.0899055
2,25,-0.029842392584423613,0.0,0.0,-0.7460598146105903,0.0,0.0,1761045149.6379652
3,19,-0.026022104262756876,0.0,0.0,-0.49441998099238066,0.0,0.0,1761045153.0648062
4,24,-0.01962809027041086,0.0,-0.125,-0.47107416648986067,0.0,-3.0,1761045157.250856
5,32,-0.03131479496170054,0.0,-0.03125,-1.0020734387744172,0.0,-1.0,1761045162.2885575
6,13,-0.02994057717526749,0.07692307692307693,0.0,-0.3892275032784774,1.0,0.0,1761045164.1483653
7,37,-0.01627700073280209,0.02702702702702703,0.0,-0.6022490271136773,1.0,0.0,1761045169.4674394
8,21,-0.024147817429565066,0.0,0.0,-0.5071041660208664,0.0,0.0,1761045172.1855116
9,30,-0.01813324999129464,0.0,-0.03333333333333333,-0.5439974997388393,0.0,-1.0,1761045176.7786424
10,25,-0.02380095564918513,0.0,-0.04,-0.5950238912296283,0.0,-1.0,1761045179.9303594
