episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,8,-0.00783486853394561,0.125,-0.125,-0.06267894827156488,1.0,-1.0,1761045142.9238741
2,8,-0.023311159447749093,0.125,0.0,-0.18648927558199274,1.0,0.0,1761045147.4328208
3,5,-0.07266791477466183,0.0,0.0,-0.3633395738733092,0.0,0.0,1761045151.3737168
4,23,-0.023568700857218915,0.0,0.0,-0.5420801197160351,0.0,0.0,1761045157.1248424
5,21,-0.034605711627950335,0.047619047619047616,-0.14285714285714285,-0.7267199441869571,1.0,-3.0,1761045161.0024376
6,15,-0.03334656521918817,0.06666666666666667,0.0,-0.5001984782878225,1.0,0.0,1761045164.3910086
7,18,-0.024042704916930224,0.05555555555555555,-0.1111111111111111,-0.43276868850474404,1.0,-2.0,1761045167.1435578
8,27,-0.025742585938493833,0.037037037037037035,-0.037037037037037035,-0.6950498203393335,1.0,-1.0,1761045172.906513
9,7,-0.0588912348963675,0.0,0.0,-0.4122386442745725,0.0,0.0,1761045173.9103634
10,24,-0.03481636190878045,0.041666666666666664,-0.041666666666666664,-0.8355926858107308,1.0,-1.0,1761045179.8144352
