iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
10,-14.32,198.9,1.33,0.1556
20,-12.713,137.33,1.67,0.1611
30,-12.76,158.23,1.23,0.0222
40,-15.228,132.17,1.2,0.1
50,-13.076,134.17,1.37,0.1167
60,-14.285,152.57,1.07,0.05
70,-15.384,147.47,1.63,0.0833
80,-11.219,132.27,1.17,0.0833
90,-12.175,133.7,1.03,0.0611
100,-13.871,133.23,1.3,0.1056
