episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,15,-0.0018219323197549832,0.1593639734431073,0.0,0.0,-0.027328984796324746,2.3904596016466093,0.0,0.0,0,1761213889.322123
2,11,-0.0008402397594353511,0.18265672626261484,0.0,0.0,-0.009242637353788863,2.0092239888887633,0.0,0.0,0,1761213889.4233398
3,6,-0.0013701288127761892,0.2537499777708243,0.0,0.0,-0.008220772876657135,1.5224998666249459,0.0,0.0,0,1761213889.5209846
4,14,-0.0021086064763439953,0.163966693459991,0.0,0.0,-0.029520490668815933,2.2955337084398737,0.0,0.0,0,1761213889.6847591
5,9,-0.040236323718530725,-0.018884603614271973,0.0,-0.04284548981311706,-0.3621269134667765,-0.16996143252844775,0.0,-0.38560940831805357,0,1761213889.7784696
6,9,-0.0022732968426915226,0.20099775519347374,0.0,0.0,-0.020459671584223703,1.8089797967412635,0.0,0.0,0,1761213889.8642995
7,9,-0.0028928002704265016,0.2013012308946938,0.0,0.0,-0.026035202433838514,1.811711078052244,0.0,0.0,0,1761213889.9825728
8,21,-0.004926410209949232,0.1342134484001805,-0.14285714285714285,-0.021062081429184178,-0.10345461440893386,2.818482416403791,-3.0,-0.4423037100128677,1,1761213890.154691
9,17,-0.004725495489268485,0.1478045812891983,0.0,-0.10205571505573231,-0.08033342331756424,2.512677881916371,0.0,-1.7349471559474494,0,1761213890.3022578
10,20,-0.005384640805572877,0.13780879702422272,0.0,0.0,-0.10769281611145755,2.7561759404844546,0.0,0.0,0,1761213890.4460993
11,10,-0.003515200730777207,0.1882133702999525,0.0,0.0,-0.03515200730777207,1.8821337029995249,0.0,0.0,0,1761213890.5414624
12,2,-0.0018885631870801758,0.567275714335483,0.0,0.0,-0.0037771263741603516,1.134551428670966,0.0,0.0,0,1761213890.6101024
13,13,-0.002388501171325827,0.16906757337148878,0.0,0.0,-0.031050515227235755,2.1978784538293543,0.0,0.0,0,1761213890.8015885
14,22,-0.013355938294545799,0.10635435952873612,-0.2727272727272727,-0.0636750941564243,-0.29383064248000756,2.3397959096321945,-6.0,-1.4008520714413346,2,1761213890.953574
15,15,-0.007911059061655217,0.15010033488020288,0.0,0.0,-0.11866588592482825,2.2515050232030434,0.0,0.0,0,1761213891.0552566
16,19,-0.022204299256284157,0.043501196016586544,-0.3157894736842105,-0.11694484806324659,-0.421881685869399,0.8265227243151443,-6.0,-2.2219521132016853,2,1761213891.1755412
17,19,-0.00827700336668486,0.13165921864667285,0.0,0.0,-0.15726306396701234,2.5015251542867842,0.0,0.0,0,1761213891.290651
18,19,-0.011144200218262372,0.1196241001407414,0.0,0.0,-0.21173980414698507,2.2728579026740867,0.0,0.0,0,1761213891.403879
19,13,-0.003302094451823952,0.1671993984895416,0.0,0.0,-0.04292722787371138,2.173592180364041,0.0,0.0,0,1761213891.4982524
20,13,-0.0031741544633083025,0.16832221138330972,0.0,0.0,-0.041264008023007934,2.1881887479830264,0.0,0.0,0,1761213891.6152349
21,22,-0.006991281675520351,0.1309372308326189,0.0,0.0,-0.15380819686144773,2.880619078317616,0.0,0.0,0,1761213891.767037
22,8,-0.001742483717497951,0.21431138290911408,0.0,0.0,-0.013939869739983608,1.7144910632729127,0.0,0.0,0,1761213891.8481498
23,11,-0.001563185452600905,0.1822977412887017,0.0,0.0,-0.017195039978609956,2.0052751541757186,0.0,0.0,0,1761213892.0099444
24,12,-0.00398456200440291,0.17502709630794,0.0,0.0,-0.04781474405283492,2.10032515569528,0.0,0.0,0,1761213892.1192153
25,16,-0.0021739097423888946,0.1555179208372426,0.0,0.0,-0.034782555878222314,2.488286733395882,0.0,0.0,0,1761213892.2191823
26,16,-0.005492922095280694,0.14809929609009514,0.0,0.0,-0.0878867535244911,2.3695887374415223,0.0,0.0,0,1761213892.3338764
27,3,-0.0023813109732506916,0.40968064576983715,0.0,0.0,-0.007143932919752074,1.2290419373095114,0.0,0.0,0,1761213892.380736
28,8,-0.01096942451159286,0.20226142943238082,0.0,0.0,-0.08775539609274288,1.6180914354590465,0.0,0.0,0,1761213892.508574
29,16,-0.005211378851227319,0.150801730323463,0.0,0.0,-0.0833820616196371,2.412827685175408,0.0,0.0,0,1761213892.6662824
30,15,-0.0017081550703190926,0.15935318500319642,0.0,0.0,-0.025622326054786388,2.390297775047946,0.0,0.0,0,1761213892.7728434
31,21,-0.02017404943524894,0.08431531799434316,-0.2857142857142857,0.0,-0.42365503814022776,1.7706216778812065,-6.0,0.0,2,1761213892.928533
32,18,-0.004442093206007347,0.14712717437415826,0.0,0.0,-0.07995767770813224,2.6482891387348486,0.0,0.0,0,1761213893.057381
