iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-218.397,174.77,1.23,0.1611
10,-140.044,139.5,0.4,0.3611
15,-108.393,118.73,0.27,0.5833
20,-247.429,155.5,0.77,0.6889
25,-53.871,128.47,0.33,0.7444
30,-164.416,133.53,0.37,0.8
35,-255.585,167.5,1.17,0.7667
40,-415.994,166.07,1.03,0.7722
