episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at
1,7,-0.00467646027308817,0.14285714285714285,0.0,-0.032735221911617186,1.0,0.0,0,1761056565.8986459
2,21,-0.0024529224970454943,0.047619047619047616,0.0,-0.05151137243795538,1.0,0.0,0,1761056569.547041
3,12,-0.0052880072435584164,0.08333333333333333,-0.08333333333333333,-0.063456086922701,1.0,-1.0,1,1761056570.951008
4,19,-0.004435541030091877,0.05263157894736842,0.0,-0.08427527957174566,1.0,0.0,0,1761056573.7542946
5,22,-0.0036084095587240335,0.045454545454545456,0.0,-0.07938501029192874,1.0,0.0,0,1761056576.2498226
6,8,-0.003456553421881708,0.125,0.0,-0.027652427375053665,1.0,0.0,0,1761056577.2127318
7,13,-0.004692951472889621,0.07692307692307693,0.0,-0.06100836914756507,1.0,0.0,0,1761056580.3756092
8,14,-0.00803914707285866,0.07142857142857142,-0.07142857142857142,-0.11254805902002124,1.0,-1.0,1,1761056582.775805
9,16,-0.009941835970061836,0.0625,0.0,-0.15906937552098938,1.0,0.0,0,1761056585.2839108
10,10,-0.004410342358833859,0.1,0.0,-0.04410342358833859,1.0,0.0,0,1761056586.4953372
