iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-94.31,115.03,0.87,0.3444
10,-136.358,112.23,0.73,0.5667
15,-136.717,98.77,0.77,0.8056
20,-139.617,102.47,0.43,0.8722
25,-68.348,103.8,0.27,0.8444
30,-151.277,113.43,0.7,0.8833
35,-187.507,134.83,0.8,0.8056
40,-187.185,128.1,0.77,0.8056
45,-140.322,125.97,0.77,0.8222
50,-262.678,139.07,0.97,0.7778
55,-315.923,149.23,1.1,0.7722
60,-166.533,141.2,0.8,0.7944
65,-270.656,132.47,0.87,0.8056
70,-91.01,112.77,0.57,0.8333
