episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,38,-0.0027070671357230713,-0.001869964707164838,0.0,0.0,-0.10286855115747671,-0.07105865887226384,0.0,0.0,0,False,True,1762515657.5975797
2,95,-0.0027146725936239616,-0.0032368267276947954,0.0,0.0,-0.25789389639427635,-0.30749853913100555,0.0,0.0,0,False,True,1762515658.2115266
3,149,-0.003350716281020482,-0.004814896370587341,-0.020134228187919462,-0.005837596598632841,-0.49925672587205183,-0.7174195592175139,-3.0,-0.8698018931962933,1,False,True,1762515658.8830385
4,215,-0.003111340784332381,-0.0033088874592954805,0.0,0.0,-0.6689382686314619,-0.7114108037485283,0.0,0.0,0,False,True,1762515659.3203337
5,112,-0.003096094831848289,-0.003026175589212606,-0.026785714285714284,-0.01286625277779368,-0.34676262116700834,-0.3389316659918119,-3.0,-1.441020311112892,1,False,True,1762515659.6059291
6,48,-0.003140982836725761,-0.0036905234039349053,0.0,0.0,-0.15076717616283652,-0.17714512338887545,0.0,0.0,0,False,True,1762515660.1116033
7,230,-0.0027753669731525547,-0.0020988318316890716,-0.02608695652173913,-0.0036866919654192226,-0.6383344038250875,-0.4827313212884865,-6.0,-0.8479391520464212,2,False,True,1762515661.3856657
8,127,-0.002509690621592717,-0.0013783610576588198,-0.047244094488188976,-0.01039862258938629,-0.31873070894227506,-0.17505185432267012,-6.0,-1.3206250688520587,2,False,True,1762515661.9509878
9,102,-0.003710481739259744,-0.0065679753378314375,-0.029411764705882353,-0.009624639613673332,-0.3784691374044939,-0.6699334844588066,-3.0,-0.9817132405946799,1,False,True,1762515663.0244377
10,86,-0.0028683982027686806,-0.003728947411835868,0.0,-0.019780892625503883,-0.24668224543810652,-0.32068947741788467,0.0,-1.701156765793334,0,False,True,1762515663.7620525
11,79,-0.003090686044908157,-0.004195699964780786,0.0,0.0,-0.2441641975477444,-0.3314602972176821,0.0,0.0,0,False,True,1762515664.190485
12,75,-0.0025620729880928323,-0.0022687714171738273,0.0,0.0,-0.19215547410696243,-0.17015785628803703,0.0,0.0,0,False,True,1762515665.0179427
13,47,-0.003144897493795723,-0.0037518736844253464,0.0,0.0,-0.14781018220839898,-0.17633806316799128,0.0,0.0,0,False,True,1762515665.788784
14,69,-0.0031840523422986596,-0.004516036466390162,0.0,0.0,-0.21969961161860752,-0.31160651618092117,0.0,0.0,0,False,True,1762515666.29525
15,112,-0.00304435227937165,-0.00429356363387428,0.0,-0.015550089360426084,-0.3409674552896248,-0.4808791269939193,0.0,-1.7416100083677215,0,False,True,1762515666.8679876
16,88,-0.003865657268457154,-0.006897618104065515,0.0,0.0,-0.34017783962422954,-0.6069903931577654,0.0,0.0,0,False,True,1762515667.38409
17,125,-0.0024299212029710066,-0.000744011137682714,0.0,-0.014001341540829845,-0.3037401503713758,-0.09300139221033925,0.0,-1.7501676926037306,0,False,True,1762515667.946552
18,216,-0.002484058944630564,-0.0012019017550731008,0.0,-0.0077520064264901345,-0.5365567320402018,-0.2596107790957898,0.0,-1.6744333881218691,0,False,True,1762515668.8911843
19,101,-0.0033030823891345047,-0.0053984366569676725,0.0,-0.004354074973404879,-0.333611321302585,-0.5452421023537349,0.0,-0.4397615723138928,0,False,True,1762515669.1243865
20,40,-0.0030411693771388065,-0.0033567345316492304,0.0,-0.0030227949056315638,-0.12164677508555226,-0.1342693812659692,0.0,-0.12091179622526255,0,False,True,1762515669.5256329
21,70,-0.0021880393827701542,0.003189296897113659,0.0,0.0,-0.1531627567939108,0.22325078279795613,0.0,0.0,0,True,False,1762515670.0764265
22,260,-0.003094235162920978,-0.003481786961776229,-0.011538461538461539,-0.002429217870134383,-0.8045011423594542,-0.9052646100618196,-3.0,-0.6315966462349396,1,False,True,1762515670.8714936
23,98,-0.003160311146474493,-0.0029732046191386996,-0.030612244897959183,-0.08412145172348406,-0.3097104923545003,-0.2913740526755926,-3.0,-8.243902268901438,1,False,True,1762515671.2675967
24,192,-0.0027603063052870393,-0.001669829641555133,0.0,0.0,-0.5299788106151115,-0.32060729117858555,0.0,0.0,0,False,True,1762515671.9008577
25,149,-0.0028604492338852954,-0.0033389358118184474,0.0,-0.0090965564096424,-0.426206935848909,-0.49750143596094865,0.0,-1.3553869050367175,0,False,True,1762515672.5389116
26,198,-0.0022448888721641478,-0.00036037783303777385,0.0,-0.001018615924019537,-0.44448799668850125,-0.07135481094147922,0.0,-0.2016859529558683,0,False,True,1762515673.0094383
27,118,-0.002633760676192922,-0.0026129514680824925,0.0,-0.0009370135391948445,-0.31078375979076484,-0.30832827323373413,0.0,-0.11056759762499165,0,False,True,1762515673.3620095
28,205,-0.0028435797991646678,-0.00239989080615571,-0.014634146341463415,-0.011191473762007204,-0.5829338588287569,-0.4919776152619205,-3.0,-2.294252121211477,1,False,True,1762515674.2016003
29,58,-0.0034027587306800344,-0.004707109195117096,0.0,0.0,-0.19736000637944198,-0.2730123333167916,0.0,0.0,0,False,True,1762515674.4563668
30,155,-0.003188577646336372,-0.004099107525058966,-0.01935483870967742,-0.019826310179134655,-0.4942295351821377,-0.6353616663841398,-3.0,-3.0730780777658713,1,False,True,1762515675.2398138
