episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,8,-0.008040027164839942,0.20785945971693265,0.0,0.0,-0.06432021731871954,1.6628756777354612,0.0,0.0,0,1761219706.8414798
2,6,-0.0034483615223028993,0.25346234533894324,0.0,0.0,-0.020690169133817396,1.5207740720336593,0.0,0.0,0,1761219707.0287843
3,15,-0.005383885327800101,0.1572249556645555,-0.9,0.0,-0.08075827991700152,2.3583743349683326,-13.5,0.0,3,1761219707.3435445
4,19,-0.003180102010338655,0.14545364633887728,0.0,0.0,-0.060421938196434447,2.763619280438668,0.0,0.0,0,1761219707.6279378
5,1,-0.016771163529936232,1.0,0.0,0.0,-0.016771163529936232,1.0,0.0,0.0,0,1761219707.6540787
6,17,-0.002624455307662445,0.1515458239938751,0.0,0.0,-0.04461574023026156,2.5762790078958764,0.0,0.0,0,1761219708.1031675
7,9,-0.007990311157652051,0.19619364431545694,0.0,-0.07995910618269371,-0.07191280041886845,1.7657427988391123,0.0,-0.7196319556442434,0,1761219708.2584913
8,3,-0.007598130772079368,0.40784342844337584,0.0,0.0,-0.022794392316238105,1.2235302853301275,0.0,0.0,0,1761219708.381983
9,18,-0.002500330058894481,0.14771547471641958,-0.5,0.0,-0.04500594106010066,2.6588785448955523,-9.0,0.0,2,1761219708.799085
10,16,-0.00419612735764144,0.1534267848023871,0.0,0.0,-0.06713803772226304,2.454828556838194,0.0,0.0,0,1761219709.036214
11,2,-0.009055472213581902,0.5650901103804291,0.0,0.0,-0.018110944427163805,1.1301802207608582,0.0,0.0,0,1761219709.1149921
12,13,-0.0028058571855158866,0.16898501758513837,0.0,0.0,-0.036476143411706526,2.1968052286067987,0.0,0.0,0,1761219709.5324037
13,9,-0.0027239387873518738,0.20121572657519324,0.0,0.0,-0.024515449086166863,1.8109415391767392,0.0,0.0,0,1761219709.795579
14,10,-0.004193652945489372,0.18948748167856216,0.0,0.0,-0.04193652945489371,1.8948748167856215,0.0,0.0,0,1761219710.0491955
15,4,-0.00788887857309939,0.32917907008917263,0.0,0.0,-0.03155551429239756,1.3167162803566905,0.0,0.0,0,1761219710.213511
16,9,-0.003500572900431546,0.2008089518442887,0.0,0.0,-0.031505156103883915,1.8072805665985983,0.0,0.0,0,1761219710.4862213
17,14,-0.003239103455752119,0.16332297884146832,0.0,-0.044009147532754075,-0.04534744838052966,2.2865217037805565,0.0,-0.616128065458557,0,1761219710.7696476
18,7,-0.0071883017890688366,0.2296708485035859,0.0,0.0,-0.05031811252348185,1.6076959395251014,0.0,0.0,0,1761219710.9576225
19,18,-0.004649066651750023,0.14742571905490204,0.0,0.0,-0.08368319973150042,2.6536629429882366,0.0,0.0,0,1761219711.3386364
20,9,-0.003944445363894962,0.2004066671488676,0.0,0.0,-0.03550000827505466,1.8036600043398083,0.0,0.0,0,1761219711.4774356
