episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at,pid,agent,feature,index,min,max,mean,std,samples
1,36.0,-0.083744656522317,0.0,-0.1111111111111111,-3.014807634803415,0.0,-4.0,4.0,1761056923.312505,pid_18304,KL004,,,,,,,
2,8.0,-0.1764561256708731,0.0,0.0,-1.4116490053669852,0.0,0.0,0.0,1761056923.3225126,pid_17144,KL001,,,,,,,
1,44.0,-0.2060895228795467,0.0,0.0,-9.067939006700056,0.0,0.0,0.0,1761056923.3506007,pid_36364,KL005,,,,,,,
2,19.0,-0.0448230296007265,0.0526315789473684,0.0,-0.8516375624138048,1.0,0.0,0.0,1761056923.374594,pid_3108,KL005,,,,,,,
2,14.0,-0.2241936325030351,0.0,-0.0714285714285714,-3.138710855042491,0.0,-1.0,1.0,1761056923.3766038,pid_6232,KL001,,,,,,,
2,12.0,-0.1107027886634785,0.0,0.0,-1.328433463961742,0.0,0.0,0.0,1761056923.3806045,pid_17144,KL002,,,,,,,
1,42.0,-0.1330723843059063,0.0,-0.0238095238095238,-5.5890401408480646,0.0,-1.0,1.0,1761056923.3906567,pid_18304,KL003,,,,,,,
2,15.0,-0.2113470236989164,0.0,0.0,-3.1702053554837466,0.0,0.0,0.0,1761056923.3921676,pid_6232,KL002,,,,,,,
1,46.0,-0.1028486357100323,0.0,0.0,-4.731037242661489,0.0,0.0,0.0,1761056923.3921676,pid_26784,KL004,,,,,,,
2,5.0,-0.07004215785448,0.0,0.0,-0.3502107892724,0.0,0.0,0.0,1761056923.395698,pid_23928,KL001,,,,,,,
2,16.0,-0.1018199736580509,0.0,0.0,-1.6291195785288144,0.0,0.0,0.0,1761056923.398697,pid_29208,KL001,,,,,,,
2,16.0,-0.1927427882677788,0.0,0.0,-3.0838846122844608,0.0,0.0,0.0,1761056923.398697,pid_29208,KL005,,,,,,,
1,49.0,-0.1775768215571312,0.0,0.0,-8.70126425629943,0.0,0.0,0.0,1761056923.4108298,pid_17000,KL002,,,,,,,
2,26.0,-0.1583630972399828,0.0,0.0,-4.117440528239554,0.0,0.0,0.0,1761056923.424586,pid_10268,KL002,,,,,,,
2,23.0,-0.1653743874518619,0.0,0.0,-3.803610911392824,0.0,0.0,0.0,1761056923.43445,pid_3108,KL001,,,,,,,
2,12.0,-0.11488631180483,0.0,0.0,-1.3786357416579604,0.0,0.0,0.0,1761056923.43545,pid_29908,KL006,,,,,,,
2,16.0,-0.079701412391901,0.0625,-0.1875,-1.275222598270417,1.0,-3.0,3.0,1761056923.4384484,pid_17144,KL005,,,,,,,
1,50.0,-0.1141491692254881,0.0,-0.02,-5.707458461274405,0.0,-1.0,1.0,1761056923.4404483,pid_27320,KL006,,,,,,,
1,44.0,-0.1581415966565113,0.0,-0.1590909090909091,-6.9582302528865005,0.0,-7.0,7.0,1761056923.460316,pid_21648,KL006,,,,,,,
2,14.0,-0.086890433543626,0.0714285714285714,0.0,-1.2164660696107643,1.0,0.0,0.0,1761056923.462973,pid_29908,KL003,,,,,,,
2,28.0,-0.0810065318120293,0.0357142857142857,0.0,-2.26818289073682,1.0,0.0,0.0,1761056923.4673595,pid_25504,KL004,,,,,,,
2,10.0,-0.0539236014020906,0.1,-0.1,-0.5392360140209063,1.0,-1.0,1.0,1761056923.4683738,pid_23928,KL006,,,,,,,
2,20.0,-0.2482072626382813,0.0,0.0,-4.964145252765627,0.0,0.0,0.0,1761056923.4773092,pid_6232,KL005,,,,,,,
1,49.0,-0.1582704219690602,0.0,-0.0612244897959183,-7.75525067648395,0.0,-3.0,3.0,1761056923.4805784,pid_21668,KL006,,,,,,,
1,63.0,-0.1695955780044115,0.0,-0.0158730158730158,-10.684521414277924,0.0,-1.0,1.0,1761056923.4923017,pid_6116,KL003,,,,,,,
2,2.0,-0.1315275104712676,0.0,0.0,-0.2630550209425353,0.0,0.0,0.0,1761056923.4958174,pid_27320,KL006,,,,,,,
2,19.0,-0.0979537579761072,0.0526315789473684,0.0,-1.861121401546037,1.0,0.0,0.0,1761056923.5043354,pid_20936,KL005,,,,,,,
2,6.0,-0.0768518115334368,0.0,0.0,-0.4611108692006212,0.0,0.0,0.0,1761056923.5096598,pid_36364,KL002,,,,,,,
2,22.0,-0.0869074755504399,0.0,0.0,-1.9119644621096787,0.0,0.0,0.0,1761056923.5174026,pid_17144,KL004,,,,,,,
2,7.0,-0.0761074073954566,0.0,0.0,-0.5327518517681966,0.0,0.0,0.0,1761056923.528364,pid_36364,KL005,,,,,,,
1,57.0,-0.1654606829673441,0.0,0.0,-9.431258929138616,0.0,0.0,0.0,1761056923.5323796,pid_31928,KL004,,,,,,,
1,68.0,-0.1688347769261655,0.0,0.0,-11.480764830979256,0.0,0.0,0.0,1761056923.5423777,pid_27344,KL003,,,,,,,
2,25.0,-0.0938307080760556,0.0,0.0,-2.345767701901392,0.0,0.0,0.0,1761056923.5488987,pid_6232,KL006,,,,,,,
2,3.0,-0.0887181205629159,0.3333333333333333,0.0,-0.2661543616887477,1.0,0.0,0.0,1761056923.5547595,pid_21648,KL003,,,,,,,
2,5.0,-0.1610851454316806,0.0,0.0,-0.8054257271584034,0.0,0.0,0.0,1761056923.5928605,pid_6116,KL001,,,,,,,
3,6.0,-0.1582819679728457,0.0,0.0,-0.9496918078370744,0.0,0.0,0.0,1761056923.5985465,pid_25504,KL001,,,,,,,
2,11.0,-0.1881064832557096,0.0,0.0,-2.069171315812806,0.0,0.0,0.0,1761056923.5985465,pid_36364,KL006,,,,,,,
2,12.0,-0.1143084361144945,0.0,0.0,-1.371701233373934,0.0,0.0,0.0,1761056923.6085455,pid_18304,KL001,,,,,,,
2,30.0,-0.2572390110294781,0.0,0.0,-7.717170330884343,0.0,0.0,0.0,1761056923.6095457,pid_17144,KL006,,,,,,,
2,13.0,-0.0975329276362298,0.0,0.0,-1.2679280592709874,0.0,0.0,0.0,1761056923.6185436,pid_26784,KL005,,,,,,,
2,28.0,-0.1062234513961719,0.0,0.0,-2.9742566390928147,0.0,0.0,0.0,1761056923.622545,pid_20936,KL004,,,,,,,
2,14.0,-0.1685747710723337,0.0,0.0,-2.360046795012672,0.0,0.0,0.0,1761056923.6333492,pid_26784,KL002,,,,,,,
2,15.0,-0.2169928779972731,0.0,0.0,-3.2548931699590966,0.0,0.0,0.0,1761056923.652799,pid_18304,KL006,,,,,,,
2,31.0,-0.1254097111749223,0.0,0.0,-3.887701046422593,0.0,0.0,0.0,1761056923.6606443,pid_20936,KL002,,,,,,,
3,12.0,-0.0761590439092101,0.0833333333333333,0.0,-0.9139085269105224,1.0,0.0,0.0,1761056923.6673536,pid_3108,KL005,,,,,,,
2,10.0,-0.0582430038337656,0.1,0.0,-0.5824300383376564,1.0,0.0,0.0,1761056923.6807425,pid_21648,KL006,,,,,,,
2,12.0,-0.1000094970217504,0.0,0.0,-1.2001139642610057,0.0,0.0,0.0,1761056923.6897907,pid_6116,KL004,,,,,,,
2,17.0,-0.2026981378610693,0.0,0.0,-3.445868343638179,0.0,0.0,0.0,1761056923.6897907,pid_17000,KL006,,,,,,,
2,18.0,-0.1745053837706126,0.0,-0.0555555555555555,-3.141096907871028,0.0,-1.0,1.0,1761056923.6933088,pid_18304,KL004,,,,,,,
3,14.0,-0.1007614753194197,0.0,0.0,-1.4106606544718765,0.0,0.0,0.0,1761056923.6945844,pid_3108,KL002,,,,,,,
3,15.0,-0.1941763835419142,0.0,-0.1333333333333333,-2.912645753128713,0.0,-2.0,2.0,1761056923.708851,pid_3108,KL001,,,,,,,
2,20.0,-0.1850487364036774,0.0,0.0,-3.700974728073549,0.0,0.0,0.0,1761056923.7133455,pid_26784,KL003,,,,,,,
2,21.0,-0.0472184405653663,0.0476190476190476,0.0,-0.991587251872694,1.0,0.0,0.0,1761056923.729808,pid_26784,KL004,,,,,,,
2,21.0,-0.2011345236228156,0.0,0.0,-4.223824996079128,0.0,0.0,0.0,1761056923.729808,pid_26784,KL006,,,,,,,
2,8.0,-0.1135809830162742,0.0,0.0,-0.9086478641301942,0.0,0.0,0.0,1761056923.735739,pid_27344,KL002,,,,,,,
2,22.0,-0.1592276823351688,0.0,-0.0454545454545454,-3.503009011373713,0.0,-1.0,1.0,1761056923.742771,pid_18304,KL003,,,,,,,
1,71.0,-0.1495057655196757,0.0,0.0,-10.614909351896978,0.0,0.0,0.0,1761056923.7490213,pid_31928,KL005,,,,,,,
2,14.0,-0.1284392896597283,0.0,0.0,-1.7981500552361973,0.0,0.0,0.0,1761056923.756615,pid_21668,KL001,,,,,,,
2,32.0,-0.2070146370665997,0.0,0.0,-6.624468386131192,0.0,0.0,0.0,1761056923.758677,pid_23928,KL004,,,,,,,
2,39.0,-0.2126211466991246,0.0,-0.0256410256410256,-8.292224721265862,0.0,-1.0,1.0,1761056923.76821,pid_29208,KL006,,,,,,,
3,8.0,-0.1262895789413633,0.0,0.0,-1.010316631530907,0.0,0.0,0.0,1761056923.7862616,pid_17144,KL006,,,,,,,
2,10.0,-0.0638315312110791,0.1,-0.1,-0.6383153121107914,1.0,-1.0,1.0,1761056923.791468,pid_27344,KL001,,,,,,,
2,10.0,-0.1080204155144162,0.0,0.0,-1.080204155144162,0.0,0.0,0.0,1761056923.791468,pid_27344,KL005,,,,,,,
3,9.0,-0.1321288828145419,0.0,0.0,-1.1891599453308772,0.0,0.0,0.0,1761056923.8019862,pid_17144,KL005,,,,,,,
3,4.0,-0.0517261888115712,0.25,0.0,-0.2069047552462849,1.0,0.0,0.0,1761056923.8231366,pid_26784,KL004,,,,,,,
3,11.0,-0.0883270528690129,0.0,-0.1818181818181818,-0.9715975815591424,0.0,-2.0,2.0,1761056923.834525,pid_17144,KL002,,,,,,,
2,50.0,-0.1454742085465288,0.0,-0.04,-7.273710427326443,0.0,-2.0,2.0,1761056923.8357604,pid_10268,KL003,,,,,,,
2,13.0,-0.1574672832889187,0.0,-0.0769230769230769,-2.047074682755944,0.0,-1.0,1.0,1761056923.840551,pid_27344,KL006,,,,,,,
3,24.0,-0.1521990021717356,0.0,0.0,-3.652776052121656,0.0,0.0,0.0,1761056923.842567,pid_25504,KL003,,,,,,,
2,37.0,-0.1324090780824596,0.027027027027027,0.0,-4.899135889051006,1.0,0.0,0.0,1761056923.8450904,pid_29908,KL005,,,,,,,
2,22.0,-0.106161995814853,0.0,0.0,-2.3355639079267667,0.0,0.0,0.0,1761056923.8514414,pid_6116,KL005,,,,,,,
2,21.0,-0.1471424856233306,0.0,-0.1428571428571428,-3.089992198089944,0.0,-3.0,3.0,1761056923.8782525,pid_21668,KL002,,,,,,,
2,21.0,-0.1900877190257909,0.0,-0.1428571428571428,-3.9918420995416097,0.0,-3.0,3.0,1761056923.8782525,pid_21668,KL004,,,,,,,
2,29.0,-0.1321926873857685,0.0,0.0,-3.833587934187287,0.0,0.0,0.0,1761056923.880252,pid_36364,KL003,,,,,,,
3,29.0,-0.2187227214037684,0.0,-0.0689655172413793,-6.342958920709284,0.0,-2.0,2.0,1761056923.886274,pid_3108,KL006,,,,,,,
2,54.0,-0.1727248256827137,0.0,0.0,-9.32714058686654,0.0,0.0,0.0,1761056923.8973446,pid_10268,KL005,,,,,,,
2,23.0,-0.0855895316808741,0.0,-0.0434782608695652,-1.968559228660106,0.0,-1.0,1.0,1761056923.9047296,pid_21668,KL003,,,,,,,
2,32.0,-0.1104753709834459,0.0,-0.0625,-3.5352118714702714,0.0,-2.0,2.0,1761056923.9107687,pid_17000,KL005,,,,,,,
2,32.0,-0.2000240149017234,0.0,0.0,-6.4007684768551485,0.0,0.0,0.0,1761056923.911767,pid_27320,KL004,,,,,,,
3,18.0,-0.0717373955124974,0.0,0.0,-1.2912731192249534,0.0,0.0,0.0,1761056923.9233022,pid_17144,KL004,,,,,,,
2,53.0,-0.1668370659877845,0.0,0.0,-8.842364497352579,0.0,0.0,0.0,1761056923.9336724,pid_6232,KL004,,,,,,,
2,9.0,-0.2141617160917682,0.0,0.0,-1.927455444825914,0.0,0.0,0.0,1761056923.9356732,pid_31928,KL001,,,,,,,
2,45.0,-0.1633542678895027,0.0,0.0,-7.350942055027625,0.0,0.0,0.0,1761056923.944965,pid_23928,KL005,,,,,,,
2,52.0,-0.1352321610656819,0.0,-0.0192307692307692,-7.03207237541546,0.0,-1.0,1.0,1761056923.9459784,pid_29208,KL003,,,,,,,
3,33.0,-0.1847304344174017,0.0,0.0,-6.096104335774256,0.0,0.0,0.0,1761056923.950304,pid_3108,KL003,,,,,,,
3,13.0,-0.138738039247497,0.0,0.0,-1.8035945102174624,0.0,0.0,0.0,1761056923.9508102,pid_26784,KL002,,,,,,,
2,50.0,-0.1642472399247616,0.0,0.0,-8.21236199623808,0.0,0.0,0.0,1761056923.9605124,pid_20936,KL003,,,,,,,
2,36.0,-0.1637268662821681,0.0,0.0,-5.894167186158055,0.0,0.0,0.0,1761056923.9635117,pid_36364,KL001,,,,,,,
3,15.0,-0.1674296484923349,0.0,0.0,-2.511444727385024,0.0,0.0,0.0,1761056923.9760287,pid_26784,KL005,,,,,,,
2,12.0,-0.1826666553202813,0.0,0.0,-2.191999863843376,0.0,0.0,0.0,1761056923.9860382,pid_31928,KL005,,,,,,,
2,41.0,-0.1696609665170165,0.0,-0.048780487804878,-6.956099627197677,0.0,-2.0,2.0,1761056924.0320415,pid_18304,KL002,,,,,,,
3,28.0,-0.1672639110143867,0.0,0.0,-4.683389508402828,0.0,0.0,0.0,1761056924.0405536,pid_17144,KL001,,,,,,,
2,35.0,-0.1385636407728085,0.0,0.0,-4.849727427048298,0.0,0.0,0.0,1761056924.042063,pid_21648,KL002,,,,,,,
2,35.0,-0.1432820768540514,0.0,-0.1428571428571428,-5.014872689891798,0.0,-5.0,5.0,1761056924.042063,pid_21648,KL005,,,,,,,
2,43.0,-0.1759870495993061,0.0,-0.0465116279069767,-7.567443132770164,0.0,-2.0,2.0,1761056924.0508492,pid_27320,KL003,,,,,,,
2,16.0,-0.0895439386584009,0.0,0.0,-1.4327030185344154,0.0,0.0,0.0,1761056924.0518606,pid_31928,KL002,,,,,,,
