iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-24.616,69.97,0.63,0.575
10,-14.368,55.77,0.8,0.6
15,-21.898,45.93,1.13,0.4333
20,-26.386,47.43,1.07,0.4867
25,-13.346,45.5,1.13,0.4722
30,-24.845,41.13,1.37,0.35
