episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,22,-0.008312800523207847,0.11073940652590072,0.0,-0.16176580086519146,-0.18288161151057264,2.436266943569816,0.0,-3.5588476190342124,0,1761140771.5503485
2,21,-0.004647960703991184,0.11702843365507111,0.0,-0.048538306977018844,-0.09760717478381488,2.4575971067564932,0.0,-1.0193044465173957,0,1761140771.6646717
3,17,-0.005421424531323084,0.13190980538341382,-0.35294117647058826,-0.0962599301120762,-0.09216421703249243,2.242466691518035,-6.0,-1.6364188119052954,1,1761140771.7575657
4,18,-0.007535376707087334,0.12701731525811216,0.0,0.0,-0.13563678072757201,2.286311674646019,0.0,0.0,0,1761140771.8700569
5,18,-0.010527046276067563,0.12233912994435706,-0.3333333333333333,-0.12282973668315116,-0.18948683296921615,2.202104338998427,-6.0,-2.2109352602967207,1,1761140771.967095
6,3,-0.006447349882850188,0.5376692201301608,0.0,0.0,-0.019342049648550564,1.6130076603904826,0.0,0.0,0,1761140772.0013099
7,19,-0.0032809964670904523,0.1252414477045492,0.0,0.0,-0.06233893287471859,2.379587506386435,0.0,0.0,0,1761140772.1520522
8,12,-0.013075623390225383,0.03931256393425039,-1.0,-0.07636428332103652,-0.1569074806827046,0.4717507672110046,-12.0,-0.9163713998524382,2,1761140772.2236235
9,19,-0.005820936642273229,0.12346691258504552,0.0,-0.011962020488515303,-0.11059779620319135,2.345871339115865,0.0,-0.22727838928179075,0,1761140772.3628492
10,15,-0.007831834676025435,0.1417810739623776,-0.4,-0.2892228564212715,-0.11747752014038153,2.126716109435664,-6.0,-4.3383428463190725,1,1761140772.455042
11,8,-0.005476278472695826,0.23198104853768622,0.0,0.0,-0.04381022778156661,1.8558483883014898,0.0,0.0,0,1761140772.5311995
12,9,-0.00863471322867982,0.20722340516023172,-0.6666666666666666,-0.27760293178753037,-0.07771241905811838,1.8650106464420855,-6.0,-2.498426386087773,1,1761140772.6443002
13,26,-0.018632580284094598,0.08039901528555288,-2.076923076923077,-0.30415875143182053,-0.4844470873864596,2.090374397424375,-54.0,-7.908127537227333,9,1761140772.822367
14,9,-0.005314800732546085,0.20637069677249437,0.0,0.0,-0.04783320659291477,1.8573362709524492,0.0,0.0,0,1761140772.8783004
15,19,-0.005360321642204983,0.12355577200060058,0.0,0.0,-0.10184611120189468,2.347559668011411,0.0,0.0,0,1761140773.0290647
16,19,-0.016786387474006608,0.02802631284478297,-0.631578947368421,-0.4152456787214689,-0.31894136200612555,0.5324999440508764,-12.0,-7.889667895707909,2,1761140773.132386
17,16,-0.01291027556102801,0.040601824280520914,-0.375,-0.7257362813203564,-0.20656440897644815,0.6496291884883346,-6.0,-11.611780501125702,1,1761140773.2239413
18,18,-0.010464328940058666,0.11938601593891371,-0.3333333333333333,-0.16001228713616747,-0.188357920921056,2.148948286900447,-6.0,-2.8802211684510146,1,1761140773.360348
19,21,-0.008808624390586413,0.11196816336358244,-2.2857142857142856,-0.6898344825398345,-0.18498111220231467,2.351331430635231,-48.0,-14.486524133336523,8,1761140773.4935067
20,17,-0.006166885662627339,0.13350791129572825,0.0,0.0,-0.10483705626466476,2.26963449202738,0.0,0.0,0,1761140773.585478
21,12,-0.0018136115445847025,0.170885611262526,0.0,0.0,-0.02176333853501643,2.050627335150312,0.0,0.0,0,1761140773.6582446
