iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-133.511,115.97,0.87,0.3333
10,-201.34,103.7,1.57,0.6056
15,-184.073,104.2,0.43,0.6889
20,-171.209,98.93,0.37,0.8889
25,-159.595,93.27,0.93,0.9333
30,-149.902,93.53,0.97,0.9389
35,-136.924,96.83,0.83,0.9167
