episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion
1,54,-0.08067158206688842,0.014373873928769501,0.0,-4.356265431611974,0.7761891921535531,0.0
2,22,-0.18401511298230855,-0.0033397858422613558,0.0,-4.048332485610788,-0.07347528852974983,0.0
3,25,-0.20345228316491407,-0.007633833213827581,0.0,-5.086307079122852,-0.19084583034568953,0.0
4,115,-0.16170998361133435,-0.0003972927604257862,-0.008695652173913044,-18.59664811530345,-0.04568866744896541,-1.0
5,2,-0.10755541690100068,0.019259002706028275,0.0,-0.21511083380200136,0.03851800541205655,0.0
6,70,-0.10670312259227879,0.0097060927534322,0.0,-7.469218581459516,0.679426492740254,0.0
