episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,109,-0.0005555799009780165,0.009410341607305953,-0.027522935779816515,-0.029047990540744122,-0.060558209206603805,1.025727235196349,-3.0,-3.1662309689411092,1,True,False,1761750642.5708697
2,53,-0.0003830414552444445,0.01163494970665734,0.0,0.0,-0.02030119712795556,0.6166523344528391,0.0,0.0,0,True,False,1761750642.78433
3,44,-0.0013928963299820818,0.00833407000907983,0.0,-0.02911306999218949,-0.0612874385192116,0.3666990803995125,0.0,-1.2809750796563375,0,True,False,1761750642.9796555
4,81,-0.0006792483247220394,0.009800060195296416,0.0,-0.0038637725117584023,-0.0550191143024852,0.7938048758190097,0.0,-0.3129655734524306,0,True,False,1761750643.2995005
5,50,-0.0005928570673611176,0.011252490168052805,0.0,0.0,-0.02964285336805588,0.5626245084026402,0.0,0.0,0,True,False,1761750643.4798803
6,82,-0.0004353107485936296,0.010633471947935786,0.0,-0.008806782694139181,-0.035695481384677624,0.8719446997307344,0.0,-0.7221561809194128,0,True,False,1761750643.871988
7,90,-0.0011270507642087157,0.007477249503513197,0.0,0.0,-0.10143456877878441,0.6729524553161877,0.0,0.0,0,True,False,1761750644.1331394
8,48,-0.00032110893129718067,0.011824139813230506,0.0,0.0,-0.015413228702264671,0.5675587110350643,0.0,0.0,0,True,False,1761750644.2774928
9,19,-0.0003357864131921054,0.014814315342886493,0.0,0.0,-0.006379941850650003,0.28147199151484337,0.0,0.0,0,True,False,1761750644.4956384
10,94,-0.0005156005600050737,0.010180806212617,0.0,0.0,-0.04846645264047693,0.9569957839859979,0.0,0.0,0,True,False,1761750644.9076018
11,123,-0.0006902670502814621,0.008768413898140709,0.0,-0.0009114748755488797,-0.08490284718461984,1.0785149094713071,0.0,-0.11211140969251221,0,True,False,1761750645.2995834
