episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,59,-0.003083549178921485,0.0034001507829840593,0.0,0.0,-0.01694915254237288,-0.02000000000000001,0.0003857703384276606,-0.1819294015563676,0.2006088961960595,0.0,0.0,-1.0,-1.1800000000000006,0.022760449967231974,0,False,True,1764577431.2753577
2,32,-0.0026774532787963877,0.006286969549098971,0.0,0.0,-0.03125,-0.020000000000000007,0.0,-0.0856785049214844,0.20118302557116707,0.0,0.0,-1.0,-0.6400000000000002,0.0,0,False,True,1764577440.0705278
3,135,-0.004742870512022491,-0.0005407975829503249,-2.3703703703703702,0.0,-0.007407407407407408,-0.020000000000000014,0.2925778928980567,-0.6402875191230363,-0.07300767369829386,-320.0,0.0,-1.0,-2.700000000000002,39.498015541237656,32,False,True,1764577455.849553
4,114,-0.0030213385312410287,0.007640934575842321,-0.2631578947368421,0.0,-0.008771929824561403,-0.020000000000000014,0.0735131004052612,-0.3444325925614773,0.8710665416460246,-30.0,0.0,-1.0,-2.2800000000000016,8.380493446199777,3,False,True,1764577486.0352647
5,62,-0.0037355237814421195,0.0037745735036146784,0.0,0.0,-0.016129032258064516,-0.02000000000000001,9.195028416776427e-05,-0.2316024744494114,0.23402355722411006,0.0,0.0,-1.0,-1.2400000000000007,0.005700917618401385,0,False,True,1764577501.292502
6,121,-0.0028323672132778014,0.00834230415118317,-0.4132231404958678,0.0,-0.008264462809917356,-0.020000000000000014,0.18609800169397078,-0.34271643280661396,1.0094188022931636,-50.0,0.0,-1.0,-2.4200000000000017,22.517858204970466,5,False,True,1764577524.0979655
7,160,-0.0031118212665718972,0.003554680892330935,0.0,0.0,-0.00625,-0.020000000000000014,0.02236920676159807,-0.49789140265150356,0.5687489427729496,0.0,0.0,-1.0,-3.2000000000000024,3.579073081855691,0,False,True,1764577552.393887
8,41,-0.0021589465592868192,0.010080636921291209,0.0,0.0,-0.024390243902439025,-0.02000000000000001,0.0,-0.0885168089307596,0.4133061137729396,0.0,0.0,-1.0,-0.8200000000000004,0.0,0,False,True,1764577558.70117
9,110,-0.0025949400605432306,0.021186166343897625,-1.9090909090909092,0.0,0.0,-0.020000000000000014,0.21112914037643202,-0.28544340665975537,2.330478297828739,-210.0,0.0,0.0,-2.2000000000000015,23.224205441407523,21,True,False,1764577585.1485782
10,25,-0.0027108266085512345,0.004871679761469323,0.0,0.0,-0.04,-0.020000000000000004,0.00966579485583037,-0.06777066521378086,0.12179199403673308,0.0,0.0,-1.0,-0.5000000000000001,0.24164487139575927,0,False,True,1764577597.9950066
11,12,-0.0008077165279581534,0.17683156629442107,0.0,0.0,0.0,-0.019999999999999997,0.0,-0.009692598335497841,2.1219787955330527,0.0,0.0,0.0,-0.23999999999999996,0.0,0,True,False,1764577608.8642335
12,126,-0.0017739017367237057,0.028125224782777222,-0.7936507936507936,0.0,0.0,-0.020000000000000014,0.14499395257260972,-0.22351161882718693,3.54377832262993,-100.0,0.0,0.0,-2.520000000000002,18.269238024148823,10,True,False,1764577644.0054185
13,57,-0.004334505226601245,0.0011720066177357401,-0.17543859649122806,0.0,-0.017543859649122806,-0.02000000000000001,0.06105448226726756,-0.24706679791627098,0.06680437721093718,-10.0,0.0,-1.0,-1.1400000000000006,3.480105489234251,1,False,True,1764577657.5282798
14,89,-0.0022472343104942543,0.03258384783294897,-1.1235955056179776,0.0,0.0,-0.020000000000000014,0.16970777780160373,-0.20000385363398865,2.8999624571324585,-100.0,0.0,0.0,-1.7800000000000011,15.103992224342733,10,True,False,1764577683.9172168
15,129,-0.0025792822732678264,0.024589587781501478,-2.1705426356589146,0.0,0.0,-0.020000000000000014,0.24284164692633822,-0.3327274132515496,3.1720568238136906,-280.0,0.0,0.0,-2.580000000000002,31.32657245349763,28,True,False,1764577718.9998276
16,64,-0.001308290908857054,0.015179008438077637,-1.71875,0.0,-0.015625,-0.02000000000000001,0.21528022056417753,-0.08373061816685146,0.9714565400369688,-110.0,0.0,-1.0,-1.2800000000000007,13.777934116107362,11,False,True,1764577771.9068255
17,36,-0.007666213576838992,-0.013287883740305198,-0.5555555555555556,0.0,-0.027777777777777776,-0.020000000000000007,0.30851807939480097,-0.2759836887662037,-0.4783638146509871,-20.0,0.0,-1.0,-0.7200000000000003,11.106650858212834,2,False,True,1764577794.579857
18,59,-0.0032603480033103474,0.04068480367937957,-0.1694915254237288,0.0,0.0,-0.02000000000000001,0.08912996518483426,-0.1923605321953105,2.4004034170833948,-10.0,0.0,0.0,-1.1800000000000006,5.258667945905222,1,True,False,1764577812.2472663
19,72,-0.005050024286885774,-0.0014645335684870839,-0.9722222222222222,0.0,-0.013888888888888888,-0.02000000000000001,0.16981418135529427,-0.3636017486557757,-0.10544641693107004,-70.0,0.0,-1.0,-1.4400000000000008,12.226621057581188,7,False,True,1764577834.495841
20,122,-0.0016281899079242917,0.029693508940499033,-0.6557377049180327,0.0,0.0,-0.020000000000000014,0.14456316783021836,-0.19863916876676357,3.622608090740882,-80.0,0.0,0.0,-2.4400000000000017,17.63670647528664,8,True,False,1764577882.005099
21,222,-0.00307117715474692,0.01571126532052892,-1.8018018018018018,0.0,0.0,-0.01999999999999997,0.2574470042046943,-0.6818013283538162,3.4879009011574205,-400.0,0.0,0.0,-4.439999999999993,57.153234933442135,40,True,False,1764577915.445487
22,71,-0.0010451821948392651,0.03865449334614066,0.0,0.0,0.0,-0.02000000000000001,0.0,-0.07420793583358783,2.744469027575987,0.0,0.0,0.0,-1.4200000000000008,0.0,0,True,False,1764577926.7358143
