iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-131.423,102.5,0.77,0.4778
10,-100.577,100.97,0.5,0.8
15,-206.824,113.8,0.27,0.8722
20,-136.626,128.63,0.87,0.8889
25,-36.773,110.8,0.27,0.8444
30,-124.609,130.73,0.7,0.9056
35,-219.551,166.23,0.93,0.85
40,-117.667,132.2,1.03,0.8389
