iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-101.248,98.8,20.03,0.8167
10,-69.738,94.17,6.53,0.95
15,-53.21,94.8,9.7,0.9778
20,-91.029,95.4,15.1,0.9556
