episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,1,-0.002918953457028038,0.03431709667024618,0.0,-0.07068978973212832,-0.002918953457028038,0.03431709667024618,0.0,-0.07068978973212832,0,True,False,False,1761319155.0273573
2,4,-0.0016079160753628482,0.028872807610586193,-0.75,-0.17617968214051083,-0.006431664301451393,0.11549123044234477,-3.0,-0.7047187285620433,1,True,False,False,1761319155.05328
3,11,-0.001970955567034184,0.02277853682857257,-0.2727272727272727,-0.1317495184541511,-0.02168051123737602,0.25056390511429827,-3.0,-1.4492447029956619,1,True,False,False,1761319155.0928543
4,58,-0.0020282439752675597,0.05412997382919173,0.0,0.0,-0.11763815056551848,3.13953848209312,0.0,0.0,0,False,True,False,1761319155.2652647
5,16,-0.0023688618069968373,0.021627968089339845,0.0,0.0,-0.0379017889119494,0.3460474894294375,0.0,0.0,0,True,False,False,1761319155.3522916
6,3,-0.0023292586624049563,0.6884417879443627,0.0,0.0,-0.006987775987214869,2.065325363833088,0.0,0.0,0,False,True,False,1761319155.3682213
7,90,-0.0014405059508103529,0.04179830685521277,0.0,0.0,-0.12964553557293176,3.761847616969149,0.0,0.0,0,False,True,False,1761319155.7254267
8,1,-0.0008985638047154768,0.03464281292649596,0.0,0.0,-0.0008985638047154768,0.03464281292649596,0.0,0.0,0,True,False,False,1761319155.7357166
9,23,-0.0020921638738275123,0.020977924231447523,0.0,0.0,-0.04811976909803278,0.48249225732329304,0.0,0.0,0,True,False,False,1761319155.7976167
10,5,-0.0014572098381135984,0.027024349680147487,0.0,-0.11229003850992755,-0.007286049190567992,0.13512174840073743,0.0,-0.5614501925496378,0,True,False,False,1761319155.8187242
11,70,-0.0014874166601378364,0.04821895681300888,0.0,0.0,-0.10411916620964855,3.375326976910622,0.0,0.0,0,False,True,False,1761319155.9774811
12,72,-0.0018753326747607843,0.047339596281098295,0.0,0.0,-0.13502395258277647,3.4084509322390772,0.0,0.0,0,False,True,False,1761319156.1922898
13,70,-0.0020315426184015495,0.04813340864771714,0.0,0.0,-0.14220798328810846,3.3693386053401997,0.0,0.0,0,False,True,False,1761319156.381561
14,11,-0.0004175929476187602,0.022918398191457256,0.0,0.0,-0.0045935224238063625,0.2521023801060298,0.0,0.0,0,True,False,False,1761319156.4264276
15,2,-0.0016154111562349163,0.03268162781452255,0.0,0.0,-0.0032308223124698325,0.0653632556290451,0.0,0.0,0,True,False,False,1761319156.4405065
16,1,-0.001074233267151317,0.0346276809307442,-3.0,0.0,-0.001074233267151317,0.0346276809307442,-3.0,0.0,1,True,False,False,1761319156.4506462
17,12,-0.0023228006146483915,0.022387777842931306,0.0,0.0,-0.027873607375780696,0.26865333411517567,0.0,0.0,0,True,False,False,1761319156.49402
18,1,-0.002937328100532986,0.0343149938662064,-3.0,0.0,-0.002937328100532986,0.0343149938662064,-3.0,0.0,1,True,False,False,1761319156.5058835
19,11,-0.002371061083585915,0.022592509114322746,-0.2727272727272727,-0.11026897637254472,-0.026081671919445062,0.2485176002575502,-3.0,-1.212958740097992,1,True,False,False,1761319156.5616155
20,1,-0.002960106895157672,0.03431205446320462,0.0,0.0,-0.002960106895157672,0.03431205446320462,0.0,0.0,0,True,False,False,1761319156.57557
21,2,-0.0017080525959186558,0.03260158822715242,-1.5,-0.21610924718778404,-0.0034161051918373117,0.06520317645430485,-3.0,-0.4322184943755681,1,True,False,False,1761319156.595309
22,60,-0.0019016048917103374,0.052991895171455375,0.0,0.0,-0.11409629350262024,3.1795137102873223,0.0,0.0,0,False,True,False,1761319156.7476933
23,2,-0.000847522774361654,0.0327411743852295,0.0,0.0,-0.001695045548723308,0.065482348770459,0.0,0.0,0,True,False,False,1761319156.833204
24,22,-0.0022792493488070394,0.021042937059234556,-0.13636363636363635,-0.048842591796412774,-0.050143485673754866,0.4629446153031602,-3.0,-1.074537019521081,1,True,False,False,1761319156.9146743
25,72,-0.0021054863535045682,0.04735900652413611,0.0,-0.05018004203629835,-0.15159501745232892,3.4098484697378,0.0,-3.612963026613481,0,False,True,False,1761319157.0803597
26,5,-0.002047868881243638,0.026934895196822926,0.0,-0.14925774712215678,-0.01023934440621819,0.13467447598411464,0.0,-0.7462887356107839,0,True,False,False,1761319157.140741
27,19,-0.00047853289392196693,0.12567968909171717,0.0,-0.06200786194652809,-0.009092124984517372,2.3879140927426263,0.0,-1.1781493769840337,0,False,True,False,1761319157.1946948
28,24,-0.0021725179918705303,0.020890296801554215,0.0,0.0,-0.05214043180489272,0.5013671232373011,0.0,0.0,0,True,False,False,1761319157.3902876
29,17,-0.0018602879646681784,0.021597177683755308,0.0,0.0,-0.03162489539935903,0.3671520206238402,0.0,0.0,0,True,False,False,1761319157.445773
30,14,-0.0018286909750816498,0.022067680309301094,-0.21428571428571427,-0.09409302237021254,-0.025601673651143096,0.30894752433021533,-3.0,-1.3173023131829755,1,True,False,False,1761319157.4908462
